N	2gram	Bakhtin_fo_1	Literetu
1	и не	14	22
2	в мире	1	16
3	и в	50	16
4	при этом	3	15
5	в этом	25	14
6	не только	9	14
7	но и	8	14
8	в том	9	12
9	может быть	11	12
10	а не	3	12
11	то что	6	12
12	в частности	6	11
13	я и	1	10
14	своего рода	1	10
15	не в	5	10
16	то же	11	9
17	так и	12	9
18	в то	9	9
19	того что	2	9
20	в этой	1	8
21	в жизни	6	8
22	том что	4	8
23	не может	6	8
24	к себе	4	8
25	как бы	2	8
26	в своей	2	7
27	же время	9	7
28	только в	4	7
29	себя в	1	7
30	точки зрения	5	7
31	еще не	5	6
32	с его	9	6
33	в себе	3	6
34	в другом	1	6
35	о том	1	6
36	и его	16	6
37	в его	13	6
38	и т.п	4	6
39	с другой	2	6
40	к тому	3	6
41	в отличие	2	5
42	отличие от	2	5
43	как в	6	5
44	в целом	2	5
45	тому же	2	5
46	то есть	33	5
47	лишь в	6	5
48	это не	6	5
49	соответствии с	2	5
50	как и	8	5
51	в основе	5	5
52	этом отношении	3	5
53	в ее	6	5
54	что он	1	5
55	в качестве	3	5
56	именно в	3	5
57	вместе с	3	5
58	а в	3	5
59	одним из	1	4
60	но не	5	4
61	по отношению	3	4
62	пути в	1	4
63	хотя и	3	4
64	входит в	3	4
65	должно быть	1	4
66	место в	2	4
67	никогда не	2	4
68	данном случае	1	4
69	а также	2	4
70	с одной	3	4
71	в начале	3	4
72	из них	1	4
73	одно из	3	4
74	в одном	3	4
75	до конца	4	4
76	одной стороны	2	4
77	в данном	2	4
78	по существу	12	4
79	и для	4	4
80	жизни в	8	4
81	отношению к	5	4
82	отношения к	3	3
83	например в	6	3
84	не становится	1	3
85	самом деле	1	3
86	той же	2	3
87	с ее	6	3
88	но уже	1	3
89	отнюдь не	5	3
90	однако не	1	3
91	и как	10	3
92	и наконец	1	3
93	и к	2	3
94	но в	10	3
95	бы и	1	3
96	самим собой	2	3
97	высшая форма	1	3
98	с точки	2	3
99	себе самому	4	3
100	по своей	1	3
101	потому что	4	3
102	для его	1	3
103	в словах	1	3
104	прежде всего	15	3
105	ни к	3	3
106	совершенно не	2	3
107	уже не	2	3
108	в самом	8	3
109	наконец в	1	3
110	в соответствии	2	3
111	более того	3	3
112	о чем	1	3
113	мира в	3	3
114	в иных	1	3
115	там где	2	3
116	в романе	32	3
117	жизни и	8	3
118	том числе	4	3
119	того же	8	2
120	в присутствии	4	2
121	жизни к	1	2
122	для своего	1	2
123	как мы	14	2
124	вопрос о	2	2
125	не вполне	1	2
126	на себя	2	2
127	я не	1	2
128	жизни как	1	2
129	из того	1	2
130	мы и	4	2
131	и на	8	2
132	время в	6	2
133	во всех	6	2
134	отношение к	2	2
135	стороны и	2	2
136	все же	6	2
137	могли бы	1	2
138	не знает	3	2
139	но без	1	2
140	раз в	4	2
141	на то	1	2
142	вследствие этого	3	2
143	все они	1	2
144	в нем	24	2
145	о которой	1	2
146	не как	2	2
147	и вот	1	2
148	из ведущих	1	2
149	человека в	17	2
150	в совершенно	1	2
151	мире не	1	2
152	и с	4	2
153	его в	3	2
154	было бы	2	2
155	и даже	2	2
156	лишь на	1	2
157	здесь это	3	2
158	той или	2	2
159	она и	1	2
160	далеко не	2	2
161	и тогда	1	2
162	и при	1	2
163	и ее	3	2
164	жизненный путь	8	2
165	и другого	1	2
166	вплоть до	1	2
167	в конце	9	2
168	по себе	2	2
169	автора и	2	2
170	с которой	1	2
171	как о	1	2
172	того чтобы	5	2
173	жизни не	3	2
174	как раз	13	2
175	у нас	1	2
176	числе и	2	2
177	для себя	7	2
178	и сам	1	2
179	здесь как	2	2
180	ориентировано на	1	2
181	если бы	5	2
182	и перед	1	2
183	мира а	1	2
184	во втором	2	2
185	что и	3	2
186	во всей	3	2
187	и только	1	2
188	в ту	1	2
189	герой в	1	2
190	здесь не	4	2
191	с ними	1	2
192	свой путь	1	2
193	со всеми	3	2
194	связи с	6	2
195	решающее значение	1	2
196	ни с	2	2
197	для него	2	2
198	тем что	2	2
199	для того	5	2
200	это будет	1	2
