N	3gram	Tiupa_Anal_3	Formalny
1	с точки зрения	2	14
2	не может быть	1	14
3	на самом деле	1	12
4	в то же	3	7
5	то же время	3	7
6	здесь и теперь	1	6
7	во всяком случае	2	6
8	в зависимости от	1	5
9	с другой стороны	5	5
10	в самом деле	1	4
11	подобно тому как	2	4
12	в данном случае	3	4
13	в связи с	1	4
14	в большинстве случаев	1	4
15	для того чтобы	1	4
16	по отношению к	7	3
17	в этом отношении	3	3
18	с тем же	1	3
19	в том что	7	3
20	и в данном	1	2
21	в этом смысле	1	2
22	до известной степени	3	2
23	в отличие от	2	2
24	войти в литературу	1	2
25	те же слова	1	2
26	со стороны его	1	2
27	дело в том	2	2
28	так и в	1	2
29	между которыми располагается	1	2
30	не только не	3	2
31	в пределах одной	1	2
32	как бы ни	1	2
33	именно потому что	1	2
34	тем не менее	2	2
35	дело не в	1	2
36	и того же	3	1
37	так и не	5	1
38	хотя и не	1	1
39	а в его	1	1
40	дело здесь не	1	1
41	из литературы в	1	1
42	один и тот	1	1
43	в этом случае	1	1
44	так и его	2	1
45	тот или иной	2	1
46	бы в точке	1	1
47	хотя бы и	1	1
48	сам по себе	1	1
49	в литературу то	1	1
50	в готовом виде	1	1
51	в чистом виде	1	1
52	одна из существеннейших	1	1
53	произведения но и	1	1
54	художественное произведение есть	1	1
55	то у нас	1	1
56	между тем случаи	1	1
57	со всех сторон	1	1
58	именно в этом	1	1
59	до сих пор	1	1
60	ту или иную	1	1
61	так или иначе	1	1
62	но в таком	1	1
63	в значительной степени	2	1
64	только не могут	1	1
65	тот факт что	1	1
66	не только в	1	1
67	с одной стороны	2	1
68	и тот же	1	1
69	всех без исключения	3	1
70	и в этой	1	1
71	не в том	1	1
72	отличие от всех	1	1
73	а не как	1	1
74	так что она	1	1
75	в таком случае	1	1
76	и той же	2	1
77	однако герой не	1	1
78	никогда не является	1	1
79	между тем как	1	1
80	о том что	5	1
81	того или иного	1	1
82	и все же	1	1
83	не только литературного	1	1
84	в этом же	1	1
85	может и не	1	1
86	той или иной	3	1
87	можно сказать что	2	1
88	одного и того	3	1
89	совершенно очевидно что	2	1
90	не сводится к	1	1
91	в данном контексте	1	1
92	одной и той	2	1
93	сама по себе	2	1
94	как и в	4	1
95	не нуждается в	1	1
96	в отдельности и	1	1
