N	3gram	Vinokur_Ku_3	FransuaR
1	то же время	1	8
2	в то же	1	8
3	и в то	1	4
4	более или менее	2	3
5	в том числе	2	3
6	но и в	1	3
7	в известной мере	1	3
8	для того чтобы	11	3
9	с другой стороны	3	3
10	один и тот	2	2
11	имеется в виду	1	2
12	с точки зрения	16	2
13	с одной стороны	4	2
14	но вернемся к	1	2
15	и тот же	2	2
16	не только в	3	2
17	в то время	1	2
18	о том что	3	2
19	слов и выражений	2	2
20	конечно далеко не	1	2
21	как мы видели	2	2
22	и того же	2	1
23	точки зрения на	2	1
24	так один из	2	1
25	само собой разумеется	1	1
26	один из собеседников	2	1
27	и к тому	1	1
28	то же самое	1	1
29	в одной из	1	1
30	до сих пор	8	1
31	и не может	1	1
32	слова и выражения	1	1
33	а также в	1	1
34	и если бы	1	1
35	в том случае	4	1
36	и что на	1	1
37	был бы не	1	1
38	в данном случае	4	1
39	что на самом	1	1
40	смысле этого слова	2	1
41	может быть и	1	1
42	и в нашем	1	1
43	в отличие от	2	1
44	а с другой	3	1
45	по природе своей	1	1
46	в связи с	4	1
47	это не значит	1	1
48	так и в	3	1
49	так как слово	1	1
50	то же слово	1	1
51	не может быть	3	1
52	далеко не все	1	1
53	в нашем смысле	2	1
54	же самое что	1	1
55	в свою очередь	1	1
56	и независимо от	1	1
57	в ее целом	1	1
58	в конечном счете	1	1
59	но это же	1	1
60	одного и того	2	1
61	в вопросе о	1	1
62	ту же функцию	1	1
63	тех или иных	1	1
64	на самом деле	3	1
65	есть между прочим	1	1
66	в том что	8	1
67	что и в	2	1
68	к тому же	2	1
69	один из самых	1	1
70	в чем дело	1	1
