N	3gram	Losev_Dial_1	Istorich
1	и т д	19	22
2	не может быть	3	7
3	тем не менее	1	6
4	более или менее	3	5
5	с другой стороны	4	5
6	до сих пор	2	5
7	с одной стороны	2	4
8	на то что	4	4
9	в том что	7	4
10	дело в том	1	3
11	то же самое	1	3
12	точно так же	2	3
13	то время как	1	3
14	что это за	1	3
15	в то время	1	3
16	в связи с	1	3
17	т д все	1	3
18	друг с другом	1	3
19	о том что	2	3
20	но все же	1	3
21	можно было бы	4	3
22	в чистом виде	1	2
23	то ясно что	1	2
24	в этих случаях	1	2
25	и тем не	1	2
26	если бы мы	1	2
27	на первый взгляд	1	2
28	и должно быть	1	2
29	это конечно не	2	2
30	как мы увидим	1	2
31	однако это не	1	2
32	само по себе	5	2
33	с самого начала	1	2
34	т д если	1	2
35	именно так и	1	2
36	не содержат в	1	1
37	связаны между собою	1	1
38	в ее основе	1	1
39	ничего не доказывает	1	1
40	и потому в	1	1
41	мы имеем дело	1	1
42	иметь в виду	3	1
43	не зависит от	1	1
44	это было бы	1	1
45	здесь не просто	1	1
46	и в особенности	1	1
47	что для того	1	1
48	в этом смысле	3	1
49	так что в	1	1
50	почти не знает	1	1
51	и что они	1	1
52	одной стороны и	2	1
53	где и как	1	1
54	т д они	1	1
55	но все это	2	1
56	и больше ничего	1	1
57	как один из	2	1
58	на точку зрения	2	1
59	сами по себе	1	1
60	можно говорить о	1	1
61	это значило бы	1	1
62	на самом же	1	1
63	только то что	3	1
64	объединены одной общей	1	1
65	и т п	2	1
66	сказал что это	1	1
67	она может быть	1	1
68	д все это	1	1
69	еще не есть	1	1
70	что там где	1	1
71	а не только	1	1
72	в том чтобы	1	1
73	еще ничего не	1	1
74	но в то	1	1
75	то что она	1	1
76	таким образом и	1	1
77	то это значило	1	1
78	она никогда не	1	1
79	в мифе о	1	1
80	не в том	1	1
81	понимать так как	1	1
82	уже по одному	1	1
83	пространства времени и	1	1
84	это не значит	1	1
85	та же самая	1	1
86	т д на	1	1
87	но так как	1	1
88	самом же деле	1	1
89	по себе не	5	1
90	если мы будем	1	1
91	есть не что	1	1
92	и даже в	1	1
93	никогда не может	2	1
94	иначе не может	1	1
95	содержат в себе	2	1
96	д если бы	1	1
97	хотя бы в	1	1
98	и это тоже	1	1
99	необходимо даже в	1	1
100	что иное как	1	1
101	содержит в себе	3	1
102	заметить что в	1	1
103	если бы не	1	1
104	по себе но	2	1
105	к тому что	2	1
106	не значит что	3	1
107	не что иное	1	1
108	тех или иных	1	1
109	один из видов	2	1
110	и в нем	2	1
111	дело не в	1	1
112	и в этом	3	1
113	для того чтобы	1	1
114	несмотря на всю	4	1
115	а именно в	1	1
116	ясно что это	1	1
117	к тому же	1	1
118	по себе а	2	1
119	мы должны считать	2	1
120	в этом отношении	2	1
121	до известной степени	1	1
