N	2gram	Bakhtin_Pr_3	Poddanst
1	не только	10	17
2	и в	34	14
3	и не	29	12
4	в этом	16	10
5	в отношении	9	10
6	но в	16	9
7	то же	14	9
8	в том	3	9
9	в пределах	6	8
10	хотя бы	5	8
11	только в	6	7
12	в то	12	7
13	же время	12	7
14	в ней	3	6
15	было бы	2	6
16	но и	12	6
17	отношении к	7	5
18	в которых	2	5
19	с другой	4	5
20	может быть	19	5
21	и пр	1	5
22	а я	10	5
23	не в	9	5
24	и о	1	5
25	о в	1	5
26	если бы	4	4
27	тех кто	1	4
28	в своем	2	4
29	и к	12	4
30	как бы	27	4
31	и если	2	4
32	том что	3	4
33	не может	19	4
34	и потому	2	4
35	в котором	3	4
36	по себе	3	4
37	что в	7	4
38	мы должны	5	4
39	а в	5	4
40	то что	11	4
41	и т	8	3
42	сводится к	3	3
43	столь же	2	3
44	между тем	3	3
45	это не	5	3
46	хотя и	3	3
47	и как	3	3
48	тот же	2	3
49	с ними	6	3
50	с одной	1	3
51	в себе	6	3
52	в нем	19	3
53	для того	1	3
54	прежде всего	15	3
55	с тем	5	3
56	и без	2	3
57	с точки	4	3
58	но не	4	3
59	она есть	1	3
60	т е	12	3
61	потому что	12	3
62	точки зрения	8	3
63	я и	2	3
64	и это	4	2
65	отношения к	1	2
66	например в	2	2
67	в ее	3	2
68	т а	2	2
69	в мире	4	2
70	было в	2	2
71	по сравнению	1	2
72	является в	1	2
73	одних и	1	2
74	есть нечто	1	2
75	никак не	1	2
76	в значительной	1	2
77	во всех	2	2
78	говорить о	3	2
79	в общем	4	2
80	во всей	1	2
81	отнюдь не	2	2
82	с этим	2	2
83	и пусть	2	2
84	того что	5	2
85	к чему	2	2
86	бы ни	1	2
87	теперь в	1	2
88	и резко	1	2
89	в начале	4	2
90	главным образом	1	2
91	и других	1	2
92	в его	22	2
93	из них	5	2
94	потому в	1	2
95	в виде	4	2
96	и вот	5	2
97	как раз	4	2
98	в статье	1	2
99	именно как	1	2
100	и с	15	2
101	точек зрения	2	2
102	может ли	1	2
103	и мы	1	2
104	в жизни	2	2
105	в них	2	2
106	не было	2	2
107	а не	9	2
108	должно быть	3	2
109	в эту	1	2
110	образом на	1	2
111	не столько	1	2
112	друг другу	4	2
113	в тот	1	2
114	не менее	3	2
115	все это	16	2
116	не о	4	2
117	одна из	1	2
118	слова но	1	2
119	мысль о	1	2
120	да и	4	2
121	еще более	2	2
122	заключает в	1	2
123	может и	1	2
124	как на	2	2
125	в применении	1	1
126	от этой	2	1
127	также и	1	1
128	духовных исканий	1	1
129	с другом	2	1
130	и то	3	1
131	на основе	1	1
132	в себя	1	1
133	по преимуществу	1	1
134	был и	1	1
135	чтобы дать	1	1
136	на нее	2	1
137	его нет	1	1
138	за то	1	1
139	те же	2	1
140	не с	2	1
141	особенно в	2	1
142	и среди	1	1
143	и само	1	1
144	еще в	3	1
145	что дело	1	1
