N	3gram	Bakhtin_Pr_1	DiskursI
1	в том что	3	13
2	по отношению к	19	9
3	с одной стороны	3	9
4	в отличие от	5	4
5	то же время	3	4
6	не в том	1	3
7	той или иной	2	3
8	не может быть	11	3
9	и как бы	1	3
10	в свою очередь	1	3
11	с другой стороны	4	3
12	в то же	3	3
13	по себе не	1	2
14	мы имеем дело	2	2
15	не говоря уже	1	2
16	подобно тому как	1	2
17	можно определить как	1	2
18	то же самое	2	2
19	а в том	1	2
20	одной стороны и	1	2
21	говоря уже о	1	2
22	сами по себе	1	2
23	в основе своей	3	2
24	в значительной степени	1	2
25	в данном случае	4	2
26	не только в	2	2
27	сказать и о	2	2
28	то есть в	1	2
29	но отнюдь не	7	2
30	можно сказать что	2	2
31	эстетики словесного творчества	1	1
32	и может быть	1	1
33	формам например жанровым	1	1
34	и даже к	1	1
35	точка зрения на	1	1
36	дело в том	1	1
37	далеко не все	1	1
38	на самом деле	3	1
39	в этом последнем	1	1
40	существенные архитектонические формы	1	1
41	о том каковы	1	1
42	также и в	1	1
43	в этом смысле	3	1
44	может быть признано	1	1
45	имеют дело с	1	1
46	к которому он	1	1
47	то есть к	1	1
48	о том как	1	1
49	именно в том	1	1
50	осуществляется определенными композиционными	1	1
51	только по отношению	4	1
52	с точки зрения	6	1
53	не могли быть	1	1
54	но далеко не	1	1
55	произведение в его	3	1
56	и должны быть	2	1
57	важнейшим композиционным формам	1	1
58	до сих пор	1	1
59	и не может	2	1
60	определенными композиционными приемами	2	1
61	например жанровым соответствуют	1	1
62	и в то	2	1
63	хотя бы и	1	1
64	в строгом смысле	2	1
65	а иногда и	1	1
66	в противном случае	3	1
67	должны быть отнесены	1	1
68	или о чем	1	1
69	далеко не всегда	3	1
70	и в том	1	1
71	в равной мере	1	1
72	включающее в себя	1	1
73	в равной степени	1	1
74	имеем дело с	1	1
75	равной мере и	1	1
76	в связи с	1	1
77	в этом направлении	1	1
78	тем или иным	1	1
79	в следующей главе	1	1
80	что далеко не	1	1
81	в свое время	1	1
82	того или иного	2	1
83	в этом отношении	2	1
84	которое может быть	1	1
85	не только его	1	1
86	так например в	1	1
87	в нем нет	1	1
88	в эстетический объект	12	1
89	до известной степени	1	1
90	то есть является	1	1
91	к чему не	1	1
92	архитектоническая форма осуществляется	1	1
93	ценностного отношения к	1	1
94	так и в	2	1
95	или иной области	1	1
96	это и есть	1	1
97	на этом основании	1	1
98	ни к чему	1	1
99	в конечном счете	4	1
100	не может стать	1	1
101	в известной степени	2	1
102	на то что	1	1
103	на себя самого	1	1
104	всех его разновидностях	2	1
105	может и не	2	1
106	по аналогии с	1	1
107	в другом случае	1	1
108	быть отнесены к	1	1
109	как композиционная форма	2	1
110	в том и	1	1
111	и прежде всего	5	1
112	том и в	1	1
113	тем не менее	3	1
114	лицом к лицу	1	1
115	во всех его	4	1
116	как конститутивный момент	2	1
117	в большинстве случаев	5	1
118	как и в	1	1
119	форма осуществляется определенными	1	1
120	лежит не в	1	1
121	завершение в этом	1	1
122	композиционным формам например	1	1
123	и в другом	1	1
