N	4gram	Losev_Prob_2	Formalny
1	и в то же	1	3
2	в связи с этим	2	3
3	и не может быть	1	2
4	но и в этом	1	2
5	сами по себе эти	1	2
6	но тем не менее	1	1
7	мы имеем в виду	1	1
8	что же это за	1	1
9	в этом смысле и	1	1
10	может быть даже и	1	1
11	в области гуманитарных наук	1	1
12	только в том случае	2	1
13	в том или ином	1	1
14	не что иное как	3	1
15	не говоря уже о	4	1
16	только в связи с	2	1
17	в том случае если	1	1
18	во что бы то	1	1
19	все более и более	1	1
20	один и тот же	2	1
21	он не может быть	1	1
22	чтобы можно было говорить	1	1
23	то или иное значение	1	1
24	но и всякое вообще	1	1
25	не чем иным как	1	1
26	и в этом случае	3	1
27	же в таком случае	1	1
28	можно было говорить о	2	1
29	что бы то ни	1	1
30	то во всяком случае	2	1
31	бы то ни стало	1	1
32	есть не что иное	3	1
33	является не чем иным	1	1
