N	2gram	Trubetskoy_1	Istorich
1	и в	23	24
2	не только	7	21
3	что он	7	21
4	может быть	16	14
5	не может	17	14
6	что в	8	13
7	в этих	3	13
8	как в	1	12
9	в этом	12	12
10	в ином	1	12
11	но и	9	11
12	это не	3	10
13	том что	19	10
14	и что	8	10
15	у него	5	10
16	мы видим	1	10
17	а в	3	10
18	все же	13	9
19	с другой	6	9
20	не в	8	9
21	о том	7	9
22	потому что	9	9
23	и другие	1	9
24	то же	4	8
25	еще не	5	8
26	что и	7	8
27	так как	7	8
28	другой стороны	5	8
29	а не	1	8
30	все это	11	8
31	во всех	10	7
32	то что	18	7
33	таким образом	31	7
34	мы видели	2	7
35	одна из	2	7
36	к нему	2	7
37	один из	1	7
38	в том	30	7
39	вместе с	6	7
40	что это	5	6
41	но не	2	6
42	в нем	3	6
43	он не	3	6
44	всех этих	4	6
45	как и	9	6
46	для нас	3	6
47	и все	7	6
48	показывают что	2	6
49	а именно	1	6
50	того что	6	6
51	только в	6	6
52	тем что	1	6
53	так же	8	6
54	с этой	3	6
55	то это	1	5
56	с одной	3	5
57	отношение к	4	5
58	но в	4	5
59	что она	1	5
60	здесь мы	1	5
61	не менее	7	5
62	с ним	6	5
63	ничего не	1	5
64	так и	10	5
65	представление об	4	5
66	одной стороны	2	5
67	в тех	3	5
68	же как	3	4
69	он может	1	4
70	мы уже	4	4
71	мы не	1	4
72	первый взгляд	1	4
73	тех случаях	1	4
74	как бы	10	4
75	при этом	9	4
76	мы можем	6	4
77	но все	5	4
78	на первый	2	4
79	точки зрения	13	4
80	в их	4	4
81	тем не	4	4
82	по существу	6	4
83	не имеет	1	4
84	никогда не	4	4
85	со своим	1	4
86	в других	1	4
87	совершенно ясно	2	4
88	так в	1	4
89	что у	2	4
90	на вопрос	4	4
91	то не	1	4
92	то и	2	4
93	вовсе не	2	4
94	ее на	1	4
95	в данном	3	4
96	в состоянии	4	4
97	и не	8	4
98	случаях когда	3	4
99	мы должны	4	4
100	например в	1	3
101	не вполне	3	3
102	в различных	1	3
103	с его	1	3
104	тогда как	6	3
105	себе и	1	3
106	что они	2	3
107	кроме того	1	3
108	хотя и	4	3
109	и наконец	3	3
110	из этих	8	3
111	в дальнейшем	2	3
112	на то	9	3
113	если он	2	3
114	и если	6	3
115	после этого	1	3
116	том чтобы	2	3
117	и по	3	3
118	а его	1	3
119	его в	5	3
120	уже знаем	1	3
121	кажется что	1	3
122	в них	2	3
123	которой он	1	3
124	представление о	3	3
125	знаем что	8	3
126	вопрос о	3	3
127	выше мы	4	3
128	в конце	4	3
