N	3gram	Vygotskiy__4	Narrotol
1	в том что	31	8
2	с одной стороны	9	7
3	о том что	3	6
4	по отношению к	1	6
5	в том числе	2	6
6	в отличие от	2	5
7	не может быть	1	5
8	том числе и	2	4
9	в данном случае	2	4
10	все же не	1	4
11	к тому же	1	4
12	с другой стороны	8	4
13	но все же	1	4
14	можно сказать что	1	4
15	состоит в том	3	3
16	бы то ни	1	3
17	в этом отношении	7	3
18	то ни было	1	3
19	тем не менее	1	3
20	и тем самым	4	3
21	в свою очередь	2	3
22	что иное как	1	2
23	не может не	2	2
24	мы имеем дело	1	2
25	подобно тому как	2	2
26	с точки зрения	11	2
27	можно было бы	5	2
28	не отличается от	1	2
29	точно так же	3	2
30	так же как	5	2
31	не что иное	1	2
32	не только в	1	2
33	представляет собой не	1	2
34	значении этого слова	1	2
35	как и на	2	2
36	в связи с	3	2
37	этой точки зрения	4	2
38	речь идет о	3	2
39	не в состоянии	1	1
40	по своей природе	1	1
41	том что в	1	1
42	и того же	5	1
43	что в этом	1	1
44	речь идет об	1	1
45	это то что	1	1
46	в действительности и	1	1
47	прежде всего в	1	1
48	оно нуждается в	1	1
49	как бы не	1	1
50	на самом деле	1	1
51	в самом деле	6	1
52	и даже не	1	1
53	в этом смысле	8	1
54	тем самым мы	1	1
55	подлежит сомнению и	1	1
56	том что он	1	1
57	то же самое	7	1
58	в том же	1	1
59	же как и	4	1
60	но имеющие с	1	1
61	до сих пор	1	1
62	не подлежит сомнению	1	1
63	именно в форме	1	1
64	не входит в	1	1
65	в первую очередь	4	1
66	только то что	1	1
67	к тому или	2	1
68	и то что	4	1
69	и является в	1	1
70	выступает в роли	1	1
71	собой не что	1	1
72	с этой точки	4	1
73	что оно есть	1	1
74	но само по	1	1
75	в мышлении и	1	1
76	содержит в себе	2	1
77	между ними не	1	1
78	далеко не всегда	1	1
79	и тот же	7	1
80	а также и	1	1
81	входит в область	1	1
82	и при этом	1	1
83	а с другой	2	1
84	и как бы	1	1
85	имеем дело с	1	1
86	обладая всеми признаками	1	1
87	выступает в качестве	1	1
88	в свое время	2	1
89	один и тот	7	1
90	по себе не	1	1
91	в конкретной ситуации	1	1
92	проявляет себя в	1	1
93	только в качестве	1	1
94	в том чтобы	2	1
95	само по себе	1	1
96	никогда не бывает	2	1
97	далеко не все	1	1
98	одного и того	5	1
99	друг от друга	1	1
100	на всем протяжении	2	1
101	этого слова а	1	1
102	в себе два	1	1
103	есть прежде всего	1	1
104	как мы уже	3	1
105	фаза в развитии	1	1
106	тех или иных	1	1
107	друг с другом	7	1
108	то что они	2	1
109	у нас нет	1	1
110	как и в	1	1
111	как мы видели	2	1
