1	то же время	3	5
2	в то же	3	5
3	о том что	5	5
4	все то что	1	4
5	с одной стороны	1	4
6	в той же	1	4
7	в большинстве случаев	2	4
8	до сих пор	4	3
9	в этом отношении	1	3
10	о котором мы	1	3
11	но и в	1	2
12	и то что	4	2
13	конечно не в	1	2
14	как один из	1	2
15	о том какое	1	2
16	с точки зрения	3	2
17	и тот же	2	2
18	в том что	7	2
19	сказать что в	1	2
20	в данном случае	2	2
21	таким образом в	1	2
22	с другой стороны	1	2
23	то есть в	2	2
24	он говорит и	1	1
25	с этим словом	1	1
26	обращаем внимание на	1	1
27	и тем же	1	1
28	и что это	1	1
29	дело в том	1	1
30	и все что	1	1
31	и до сих	2	1
32	образ во время	1	1
33	рано или поздно	2	1
34	и потому не	1	1
35	всего того что	1	1
36	после того как	2	1
37	в ту же	1	1
38	и говорить о	1	1
39	и как бы	2	1
40	этим словом в	1	1
41	и не только	1	1
42	уже не могут	1	1
43	и по отношению	2	1
44	в связи с	1	1
45	друг к другу	1	1
46	выражение заимствованное из	1	1
47	а не как	1	1
48	того факта что	1	1
49	всем и каждому	1	1
50	одного и того	1	1
51	и было бы	1	1
52	до того что	1	1
53	что в сложном	1	1
54	а не из	1	1
55	о том почему	1	1
56	существовало до него	1	1
57	мы видим как	1	1
58	все связанное с	1	1
59	один и тот	2	1
60	в одном из	1	1
61	то есть от	2	1
62	вместе с тем	3	1
63	сам по себе	4	1
64	для того чтобы	4	1
65	не может быть	5	1
66	смысле этого слова	1	1
67	что же касается	1	1
68	то есть все	1	1
69	для нее нет	1	1
70	имеет для нас	1	1
71	до настоящего времени	1	1
72	с тем и	2	1
73	так что не	1	1
74	говорить о нем	1	1
75	таким образом все	1	1
76	раз как она	1	1
77	и др в	1	1
78	таким образом уже	1	1
79	существовать не может	1	1
80	вообще можно сказать	1	1
81	другой стороны в	1	1
82	на этот вопрос	2	1
83	что и в	2	1
84	несколько слов об	2	1
85	в то время	1	1
86	мы видели что	1	1
87	можно сказать что	4	1
88	со всех сторон	1	1
89	и того же	1	1
90	между тем как	2	1
91	образом уже здесь	1	1
92	лишь тогда когда	3	1
93	и все это	1	1
94	точки зрения этого	1	1
95	и в другой	1	1
96	о том как	1	1
97	в настоящее время	1	1
98	по отношению к	8	1
99	заключается в том	1	1
100	одним и тем	1	1
101	до известной степени	2	1
