N	2gram	Bakhtin_Pr_4	Psycholo
1	то что	4	32
2	и в	46	31
3	в том	9	30
4	то есть	40	26
5	что в	4	23
6	может быть	23	22
7	таким образом	4	20
8	при этом	5	19
9	так как	5	18
10	не может	19	17
11	как и	12	16
12	том что	4	16
13	и не	27	16
14	точки зрения	11	15
15	только в	6	14
16	не только	14	13
17	что и	3	13
18	а не	11	13
19	мы не	4	12
20	если мы	5	12
21	так же	3	12
22	в этом	16	12
23	в самом	9	11
24	не в	10	11
25	в области	1	11
26	могут быть	2	11
27	в сущности	7	10
28	на то	3	10
29	потому что	4	10
30	самом деле	4	9
31	по себе	7	9
32	ни в	6	9
33	как в	4	9
34	и что	3	8
35	никогда не	6	8
36	что мы	2	8
37	вместе с	2	8
38	все это	6	8
39	во всяком	2	8
40	сказать что	2	7
41	того чтобы	1	7
42	и его	6	7
43	о том	5	7
44	есть в	6	7
45	что он	6	7
46	что это	1	6
47	целый ряд	2	6
48	из этих	3	6
49	что она	1	6
50	было бы	3	6
51	если бы	3	6
52	в его	9	6
53	всяком случае	1	6
54	вовсе не	9	6
55	и даже	3	6
56	одной стороны	1	6
57	до конца	4	6
58	а в	2	6
59	и есть	1	5
60	то же	6	5
61	в ее	1	5
62	с одной	1	5
63	в целом	1	5
64	и совершенно	2	5
65	несмотря на	1	5
66	она не	3	5
67	в то	5	5
68	тогда когда	1	5
69	в процессе	4	5
70	как будто	1	5
71	для нас	2	5
72	с другой	3	5
73	мы видим	1	5
74	в какой	1	5
75	так что	2	5
76	совершенно не	4	5
77	это есть	1	5
78	как бы	19	5
79	все же	4	5
80	и для	3	5
81	для выражения	1	5
82	и все	9	5
83	другой стороны	3	5
84	же как	2	4
85	в котором	5	4
86	мы имеем	3	4
87	совпадает с	1	4
88	в виду	4	4
89	точка зрения	1	4
90	у него	5	4
91	со всеми	1	4
92	отличие от	3	4
93	в себе	7	4
94	и если	1	4
95	по существу	3	4
96	от себя	1	4
97	что я	6	4
98	тому что	1	4
99	одна из	2	4
100	у нас	2	4
101	очень часто	4	4
102	к тому	2	4
103	те же	2	4
104	со стороны	1	4
105	никак не	3	4
106	прежде всего	9	4
107	между тем	2	4
108	все время	2	4
109	один из	1	4
110	мы увидим	6	4
111	и у	1	4
112	могло бы	2	4
113	мы можем	4	4
114	там где	2	4
115	и так	2	4
116	как это	1	4
117	этого слова	2	4
118	и о	3	4
119	в результате	2	4
120	в этих	4	4
121	указывает на	2	4
122	и другие	3	4
123	в своих	1	4
124	к этому	1	4
125	смысле слова	2	3
126	например в	4	3
127	тем же	3	3
128	почти всегда	3	3
129	должна быть	2	3
130	собственном смысле	1	3
131	той же	3	3
132	нуждаются в	1	3
133	вопрос о	2	3
134	себе а	2	3
135	в которых	2	3
136	именно эти	1	3
137	но не	4	3
138	с этим	2	3
139	стороны и	2	3
140	в художественном	2	3
141	в своем	3	3
142	хотя и	6	3
143	и к	9	3
144	себе не	1	3
145	но в	6	3
146	в произведении	2	3
147	та же	1	3
148	уже в	4	3
149	в этой	3	3
150	им в	1	3
151	его и	1	3
152	тому же	1	3
153	и индивидуальной	1	3
154	в силу	1	3
155	и вот	1	3
156	у пушкина	2	3
157	и по	2	3
158	в каждом	6	3
159	может стать	2	3
160	в слове	3	3
161	мы знаем	1	3
162	в своей	3	3
163	в отличие	3	3
164	точку зрения	1	3
165	мысли в	1	3
166	во всем	4	3
167	что на	1	3
168	у меня	3	3
169	не могут	3	3
170	когда мы	1	3
171	и другой	1	3
172	не есть	1	3
173	что при	1	3
174	и это	3	3
175	но только	1	3
176	что все	1	3
177	в собственном	1	3
178	роль в	1	3
179	так и	4	3
180	что у	1	3
181	но к	1	3
182	он не	4	3
183	в частности	1	3
184	только на	3	3
185	и других	4	3
186	мышления и	1	3
187	слова в	13	3
188	в конце	3	3
189	и только	3	3
190	точек зрения	4	3
191	до сих	8	3
192	не было	2	3
193	совершенно очевидно	1	3
194	в одной	2	3
195	из его	1	3
196	сих пор	8	3
197	но это	6	3
198	должны быть	1	3
199	конце концов	1	3
200	это все	1	3
201	от всех	1	3
202	жизни и	5	3
203	все что	2	3
204	как на	1	3
205	в таком	1	3
206	ту же	2	2
207	того же	3	2
208	и то	1	2
209	и без	1	2
210	на самом	1	2
211	оно было	1	2
212	из всех	1	2
213	как мы	12	2
214	и изучает	1	2
215	этом не	1	2
216	человека и	3	2
217	но как	1	2
218	в голове	1	2
219	а только	1	2
220	отношение к	3	2
221	сама по	2	2
222	как к	1	2
223	она как	1	2
224	когда он	2	2
225	и художественного	1	2
226	более или	3	2
227	увидим что	2	2
228	в себя	4	2
229	бы и	2	2
230	есть для	1	2
231	как он	3	2
232	мы совершенно	1	2
233	в нем	17	2
234	же самая	1	2
235	и характер	1	2
236	и с	7	2
237	не дает	2	2
238	его в	1	2
239	на почве	2	2
240	этом смысле	2	2
241	и тем	2	2
242	в них	1	2
243	далеко не	3	2
244	и очень	1	2
245	очень легко	1	2
246	не всегда	1	2
247	такой же	3	2
248	и тогда	1	2
249	или менее	3	2
250	что такое	2	2
251	именно и	1	2
252	в такой	1	2
253	с точки	9	2
254	мысли и	2	2
255	и другого	2	2
256	одном из	2	2
257	их в	3	2
258	том же	4	2
259	даже в	1	2
260	не менее	2	2
261	тем самым	1	2
262	с теми	1	2
263	на два	3	2
264	эта внутренняя	1	2
265	ничего не	2	2
266	эта тенденция	1	2
267	у шекспира	1	2
268	в сознании	1	2
269	что речь	1	2
270	его изучения	1	2
271	может показаться	1	2
272	есть к	1	2
273	мы найдем	1	2
274	на это	1	2
275	если же	5	2
276	и поэтому	1	2
277	без всякого	2	2
278	отношений и	1	2
279	приводит к	4	2
280	и ту	1	2
281	это только	1	2
282	с ним	2	2
283	и здесь	4	2
284	всякое усиление	1	2
285	является предметом	2	2
286	но и	12	2
287	этих двух	4	2
288	и во	3	2
289	этих слов	1	2
290	это имеет	1	2
291	отметить что	1	2
292	в другой	1	2
293	я хотел	1	2
294	наконец в	1	2
295	и следовательно	2	2
296	в него	6	2
297	к нему	5	2
298	и потому	1	2
299	никак нельзя	1	2
300	бы ни	2	2
301	значение внутренней	1	2
302	из которого	1	2
303	уже не	4	2
304	всеми остальными	1	2
305	в поэзии	2	2
306	в жизни	5	2
307	произведении и	1	2
308	и их	3	2
309	в одном	11	2
310	к ним	4	2
311	речь и	2	2
312	как раз	7	2
313	и вместе	1	2
314	себя и	3	2
315	что для	1	2
316	искусств но	1	2
317	то и	2	2
318	в связи	1	2
319	него в	3	2
320	слова то	3	2
321	настоящей работы	1	2
322	к жизни	2	2
323	искусства но	1	2
324	данной эпохи	1	2
325	что же	3	2
326	и там	1	2
327	отличается от	3	2
328	к другим	2	2
329	в книге	1	2
330	не знаем	1	2
331	от него	1	2
332	бы в	3	2
333	к этой	1	2
334	и как	2	2
335	пушкина мы	1	2
336	природа человека	1	2
337	и слов	1	2
338	только они	1	2
339	по поводу	1	2
340	это в	1	2
341	и понимает	3	1
342	обращено к	1	1
343	он хотел	1	1
344	смотрит на	1	1
345	в первом	1	1
346	по преимуществу	1	1
347	в нашу	1	1
348	ведь и	5	1
349	знаем о	1	1
350	и могут	1	1
351	он уже	2	1
352	в несколько	1	1
353	при анализе	1	1
354	что если	1	1
355	и свой	2	1
356	именно к	1	1
357	не была	2	1
358	он как	2	1
359	но она	2	1
360	принадлежит к	1	1
361	на тему	1	1
362	то это	3	1
363	взаимодействие людей	1	1
364	степени не	1	1
365	это время	1	1
366	в ней	1	1
367	литературы и	1	1
368	собой в	1	1
369	целое и	1	1
370	еще не	7	1
371	и на	11	1
372	в последних	1	1
373	время в	1	1
374	с его	5	1
375	во всех	5	1
376	же самые	1	1
377	тем как	2	1
378	там и	2	1
379	такого что	3	1
380	то мы	1	1
381	а следовательно	2	1
382	в обеих	1	1
383	очевидно и	1	1
384	это слово	5	1
385	в сторону	1	1
386	которую она	1	1
387	для всякого	1	1
388	при условии	1	1
389	показаться что	1	1
390	нет и	2	1
391	художественного замысла	1	1
392	за пределы	5	1
393	один и	1	1
394	каково бы	1	1
395	его собственных	2	1
396	плоскости с	1	1
397	в особом	2	1
398	что как	1	1
399	в известной	2	1
400	и нет	4	1
401	в одних	1	1
402	в распоряжении	1	1
403	перед нами	12	1
404	и слова	2	1
405	могли бы	1	1
406	двух разных	2	1
407	и наконец	4	1
408	не являются	1	1
409	его к	2	1
410	конечно не	8	1
411	он на	1	1
412	мы очень	1	1
413	стороны мы	1	1
414	из самых	1	1
415	точкой зрения	1	1
416	этих моментов	1	1
417	первый момент	1	1
418	в тех	1	1
419	учение о	1	1
420	что автор	1	1
421	с их	1	1
422	элементов в	1	1
423	отношение между	2	1
424	только один	1	1
425	можно определить	1	1
426	самым существенным	1	1
427	во многих	1	1
428	не вещь	1	1
429	одно и	1	1
430	а вовсе	1	1
431	но прежде	1	1
432	широком смысле	2	1
433	на его	1	1
434	весь свой	1	1
435	в первых	2	1
436	и лучше	1	1
437	время и	2	1
438	человек не	1	1
439	главное в	1	1
440	вокруг себя	1	1
441	могут оказаться	2	1
442	отношений она	2	1
443	и еще	1	1
444	эта последняя	1	1
445	и социальной	1	1
446	на таком	1	1
447	он должен	1	1
448	его конкретной	1	1
449	могло возникнуть	1	1
450	к одному	6	1
451	в корне	2	1
452	вы в	1	1
453	в степени	1	1
454	ни было	1	1
455	туман и	1	1
456	оказывается невозможным	1	1
457	чтобы их	1	1
458	мы обратимся	1	1
459	не бывает	1	1
460	но все	2	1
461	человека в	1	1
462	в одну	1	1
463	а затем	1	1
464	этом он	1	1
465	в мире	3	1
466	об этом	2	1
467	связанных с	1	1
468	на все	2	1
469	времени и	2	1
470	а как	2	1
471	знает что	1	1
472	особенно в	5	1
473	это не	5	1
474	живет в	2	1
475	и мы	1	1
476	он есть	2	1
477	этом романе	2	1
478	литературном произведении	1	1
479	за ней	1	1
480	в большей	2	1
481	на этот	2	1
482	и вы	1	1
483	на материале	1	1
484	она и	1	1
485	ни одной	1	1
486	все равно	2	1
487	но лишь	1	1
488	автору и	1	1
489	и уже	1	1
490	всегда и	1	1
491	в не	1	1
492	для себя	1	1
493	значит не	1	1
494	чем в	1	1
495	автора и	2	1
496	обратимся к	1	1
497	убедиться что	1	1
498	еще раз	1	1
499	или к	2	1
500	слова что	2	1
501	для него	2	1
502	но если	3	1
503	и при	3	1
504	суждениями но	1	1
505	наглядностью и	1	1
506	одним и	1	1
507	что вся	1	1
508	что говорит	1	1
509	свой смысл	1	1
510	для изучения	1	1
511	другую сторону	2	1
512	образом и	3	1
513	простое и	1	1
514	такую же	1	1
515	в прямом	1	1
516	или что	1	1
517	не могли	2	1
518	однако в	1	1
519	не должна	1	1
520	зрения и	2	1
521	новое и	1	1
522	поведение и	2	1
523	приводят к	1	1
524	между людьми	1	1
525	при всех	1	1
526	вплоть до	1	1
527	виду что	1	1
528	есть прежде	1	1
529	самого начала	1	1
530	дело не	1	1
531	самих же	1	1
532	дело в	3	1
533	творчества для	1	1
534	бытия и	3	1
535	когда они	1	1
536	все вопросы	1	1
537	в самых	1	1
538	каждую эпоху	1	1
539	это совершенно	1	1
540	вот это	1	1
541	того как	2	1
542	только и	2	1
543	одной плоскости	2	1
544	явление в	2	1
545	своей природе	2	1
546	людей и	4	1
547	вместо того	1	1
548	прибегать к	1	1
549	связи с	1	1
550	эту внутреннюю	1	1
551	точном смысле	1	1
552	точке зрения	1	1
553	в духе	2	1
554	в направлении	4	1
555	лежит в	1	1
556	числе и	3	1
557	нашего рассмотрения	2	1
558	есть или	1	1
559	как своего	1	1
560	одну и	1	1
561	для его	1	1
562	они и	1	1
563	все еще	1	1
564	он никогда	1	1
565	поэтического языка	1	1
566	которой она	1	1
567	поколения к	1	1
568	как не	1	1
569	но при	3	1
570	лежит вне	1	1
571	перед необходимостью	1	1
572	языка и	2	1
573	характер и	1	1
574	слова она	2	1
575	же и	4	1
576	с самого	1	1
577	духа и	1	1
578	в пределах	10	1
