N	3gram	Medvedev_V_1	Literetu
1	в том что	5	11
2	так или иначе	1	8
3	то же время	5	5
4	в то же	5	5
5	в данном случае	1	4
6	не только в	2	4
7	в связи с	3	4
8	в конечном счете	5	4
9	по аналогии с	1	3
10	с этой точки	1	3
11	читателя зрителя слушателя	1	3
12	этой точки зрения	2	3
13	в том же	1	3
14	по отношению к	7	2
15	не говоря уже	1	2
16	подобно тому как	2	2
17	только в том	2	2
18	в этом отношении	13	2
19	одним из наиболее	1	2
20	ту или иную	1	2
21	в виду не	1	2
22	с одной стороны	2	2
23	чуть ли не	2	2
24	во всяком случае	1	2
25	в целом но	1	2
26	еще в году	1	2
27	о том что	3	2
28	в другом месте	2	1
29	конечном счете вся	1	1
30	не удивительно поэтому	1	1
31	другой стороны он	1	1
32	иметь в виду	2	1
33	теми или иными	1	1
34	как деятельность сознания	1	1
35	него в конечном	1	1
36	что перед нами	1	1
37	в соответствии с	1	1
38	как это было	1	1
39	в зависимости от	5	1
40	к различного рода	1	1
41	можно было бы	2	1
42	том или ином	1	1
43	тот или иной	1	1
44	по крайней мере	2	1
45	не подлежит сомнению	1	1
46	по этому поводу	7	1
47	при всем своем	1	1
48	а как бы	1	1
49	в конечном итоге	2	1
50	а не только	1	1
51	горя от ума	1	1
52	но в то	1	1
53	в самом деле	1	1
54	по существу в	1	1
55	говоря уже о	1	1
56	как один из	1	1
57	в области художественного	1	1
58	для него в	2	1
59	а потому и	1	1
60	в различных его	1	1
61	в этом и	2	1
62	как раз с	1	1
63	с другой стороны	8	1
64	не может быть	8	1
65	именно в том	1	1
66	на вопрос что	1	1
67	только то что	2	1
68	ничего общего с	1	1
69	прежде всего между	1	1
70	в свою очередь	1	1
71	до сих пор	1	1
72	одна из форм	1	1
73	удивительно поэтому что	1	1
74	в том числе	2	1
75	мы имеем дело	1	1
76	в стихах и	1	1
77	бы не было	2	1
78	к тому же	1	1
79	как мы знаем	1	1
80	что он в	1	1
81	чего бы не	2	1
