N	2gram	Vygotskiy__3	Russkaja
1	не может	6	22
2	и не	10	19
3	в том	23	17
4	в этом	14	17
5	и в	25	14
6	с другом	5	14
7	друг с	5	14
8	то что	15	13
9	то же	2	11
10	точки зрения	6	11
11	таким образом	17	11
12	в то	4	10
13	но и	4	10
14	в себе	2	9
15	не только	6	9
16	том что	20	9
17	с точки	1	9
18	может быть	13	9
19	во всяком	4	9
20	того чтобы	8	8
21	прежде всего	4	8
22	как на	2	8
23	отнюдь не	4	7
24	и с	1	7
25	в данном	1	7
26	к тому	4	7
27	не будет	2	7
28	о том	5	7
29	мы должны	6	7
30	если в	3	6
31	в своем	4	6
32	и к	5	6
33	с тем	16	6
34	в своих	2	6
35	и при	1	6
36	если бы	5	6
37	все это	6	6
38	и для	2	6
39	для того	7	6
40	что он	6	6
41	всяком случае	4	6
42	для всех	1	6
43	для него	5	6
44	вопрос о	1	5
45	и на	6	5
46	между собой	13	5
47	во всех	1	5
48	на то	4	5
49	в нем	2	5
50	при этом	5	5
51	он не	4	5
52	было бы	10	5
53	в своей	2	5
54	никогда не	4	5
55	потому что	6	5
56	между тем	3	5
57	и только	2	5
58	только в	10	5
59	хотя бы	1	5
60	или иной	3	5
61	до сих	1	5
62	из которых	5	5
63	по существу	1	5
64	сих пор	1	5
65	а в	4	5
66	и то	2	4
67	смотреть на	1	4
68	бы то	1	4
69	но не	6	4
70	все же	6	4
71	более или	1	4
72	не в	6	4
73	в этой	5	4
74	в корне	2	4
75	тому чтобы	1	4
76	то ни	1	4
77	в совершенно	2	4
78	его в	3	4
79	как и	15	4
80	которой он	1	4
81	или менее	3	4
82	тогда когда	4	4
83	во всем	3	4
84	а лишь	1	4
85	от того	4	4
86	не могут	4	4
87	когда они	1	4
88	приводит к	4	4
89	в мире	2	4
90	можно было	6	4
91	и т.д	5	4
92	путь к	3	4
93	в его	15	4
94	так как	12	4
95	вместе с	14	4
96	что же	1	4
97	как бы	10	4
98	к вопросу	1	4
99	в другое	1	4
100	что в	17	4
101	все что	2	4
102	то в	3	3
103	и этот	1	3
104	так чтобы	1	3
105	еще не	4	3
106	окажется в	1	3
107	из этих	4	3
108	что они	10	3
109	в самом	3	3
110	что это	5	3
111	ни одна	1	3
112	главным образом	2	3
113	на том	3	3
114	и по	5	3
115	в другом	1	3
116	для них	1	3
117	о которых	1	3
118	несмотря на	1	3
119	должно быть	2	3
120	всех этих	2	3
121	но если	1	3
122	таким же	2	3
123	мы говорили	4	3
124	том чтобы	1	3
125	можно ли	2	3
126	одна из	2	3
127	связи с	9	3
128	что оно	4	3
129	той или	2	3
130	приходит к	6	3
131	что все	1	3
132	данном случае	1	3
133	собой и	1	3
134	для этого	2	3
135	сводится к	1	3
136	может не	1	3
137	но мы	1	3
138	в значительной	1	3
139	вопросу о	1	3
140	и во	2	3
141	что и	10	3
142	а следовательно	1	3
143	того что	10	3
144	в качестве	12	3
145	с нею	2	3
146	в большинстве	1	3
147	в виде	3	3
148	из них	4	3
149	в конце	1	3
150	друг друга	4	3
151	тем что	8	3
152	именно в	5	3
153	что для	1	3
154	ко всем	1	3
155	и потому	2	3
156	да и	1	3
157	этом случае	1	3
158	или в	2	3
159	о котором	2	3
160	конце концов	1	3
161	и как	5	3
162	ибо в	1	3
163	все они	2	3
164	не есть	3	3
165	собой это	1	3
166	говоря о	1	2
167	к данному	2	2
168	видеть в	1	2
169	в заблуждение	1	2
170	на себя	2	2
171	в ней	1	2
172	в таком	2	2
173	они будут	1	2
174	по отношению	3	2
175	не просто	1	2
176	друг от	1	2
177	сама по	1	2
178	с этим	4	2
179	последнее время	3	2
180	целый ряд	1	2
181	но в	1	2
182	не можем	3	2
183	все эти	7	2
184	во многих	1	2
185	говорили в	1	2
186	состоит в	3	2
187	факт что	5	2
188	мы уже	5	2
189	на этой	5	2
190	того или	2	2
191	по себе	7	2
192	и тем	1	2
193	же образом	1	2
194	на основании	11	2
195	нисколько не	1	2
196	в этих	2	2
197	могут не	1	2
198	в котором	3	2
199	этой третьей	1	2
200	место в	2	2
201	в силу	6	2
202	и более	1	2
203	лежит не	2	2
204	их в	3	2
205	не тем	2	2
206	том же	1	2
207	тому что	2	2
208	каждого отдельного	1	2
209	что с	4	2
210	для нас	2	2
211	у него	1	2
212	чтобы их	2	2
213	и является	1	2
214	на которой	1	2
215	в области	7	2
