N	2gram	Voloshinov_2	FransuaR
1	и в	19	49
2	то есть	2	32
3	прежде всего	7	19
4	в его	5	18
5	и на	5	17
6	не только	13	17
7	и его	16	17
8	в этом	15	15
9	и не	19	15
10	в них	1	13
11	только в	8	13
12	но и	10	13
13	во время	1	12
14	как и	9	11
15	и т.п	10	11
16	как бы	19	11
17	в этой	3	10
18	вовсе не	11	10
19	xvii века	1	9
20	в нем	11	9
21	для него	9	9
22	и др	1	9
23	все это	1	9
24	в сущности	14	8
25	до нас	1	8
26	во франции	1	8
27	то же	16	7
28	все же	5	7
29	все эти	3	7
30	таким образом	14	7
31	на протяжении	2	7
32	как мы	15	7
33	не может	18	7
34	жизни и	2	7
35	мы уже	6	6
36	именно в	2	6
37	во всех	6	6
38	в истории	3	6
39	с их	1	6
40	так и	10	6
41	и с	2	6
42	рядом с	2	6
43	точки зрения	17	6
44	но он	1	6
45	в то	8	6
46	же время	8	6
47	в себя	1	6
48	то что	4	6
49	здесь в	2	6
50	так как	3	6
51	сказать что	4	6
52	с точки	13	5
53	с его	8	5
54	из этих	1	5
55	но не	2	5
56	в своем	2	5
57	выражение в	5	5
58	при этом	9	5
59	в своей	3	5
60	никогда не	7	5
61	уже говорили	1	5
62	роль в	1	5
63	тот же	1	5
64	уже в	2	5
65	в начале	2	5
66	может быть	28	5
67	xvii и	1	5
68	в особенности	2	5
69	относится к	3	5
70	и потому	2	5
71	в основном	4	5
72	отношения к	2	4
73	и до	3	4
74	но в	7	4
75	в себе	4	4
76	этот процесс	1	4
77	но все	1	4
78	лишь в	14	4
79	в жизни	2	4
80	в этих	3	4
81	и более	7	4
82	с ним	1	4
83	одна из	7	4
84	с другой	3	4
85	а в	3	4
86	тем что	2	4
87	в форме	5	4
88	до сих	3	4
89	не было	3	4
90	там где	2	4
91	и о	2	4
92	сих пор	3	4
93	том что	10	4
94	в духе	1	4
95	значение в	4	4
96	как на	2	4
97	также и	1	3
98	человека и	1	3
99	связана с	2	3
100	в самом	6	3
101	место в	2	3
102	почти все	1	3
103	и со	1	3
104	точка зрения	1	3
105	менее всего	3	3
106	для которого	1	3
107	да и	3	3
108	но именно	1	3
109	всех этих	1	3
110	и вот	1	3
111	на все	2	3
112	и других	1	3
113	было бы	4	3
114	из них	1	3
115	ни в	6	3
116	далеко не	2	3
117	несмотря на	1	3
118	мы видели	4	3
119	это ощущение	1	3
120	в одном	1	3
121	его целом	1	3
122	но они	2	3
123	только с	2	3
124	и это	3	3
125	в ее	3	3
126	в собственном	2	3
127	так в	1	3
128	связанных с	1	3
129	и вообще	1	3
130	о том	3	3
131	другими словами	2	3
132	в значительной	2	3
133	к нему	5	3
134	утрачивает свою	1	3
135	же в	1	3
136	что он	4	3
137	с одной	3	3
138	не дает	1	3
139	этого процесса	1	3
140	этом отношении	1	3
141	и особенно	2	3
142	превращается в	1	3
143	связь с	4	3
144	о чем	2	3
145	одной стороны	3	3
146	в течение	1	3
147	со свободой	1	3
148	и все	6	3
149	в том	7	3
150	жизни в	1	3
151	другой стороны	1	3
152	как известно	1	2
153	одним из	2	2
154	мы здесь	2	2
155	на самом	7	2
156	собственном смысле	2	2
157	и значение	6	2
158	на материале	3	2
159	он как	1	2
160	в ней	3	2
161	исторического сознания	1	2
162	еще не	3	2
163	он был	2	2
164	это и	1	2
165	за пределы	3	2
166	что они	2	2
167	чем мы	1	2
168	дает нам	1	2
169	что слово	1	2
170	в нашем	2	2
171	учение о	3	2
172	отчасти и	1	2
173	на то	4	2
174	низ и	1	2
175	мы наблюдаем	1	2
176	перестает быть	1	2
177	так например	1	2
178	и за	1	2
179	значительной степени	2	2
180	было конечно	1	2
181	связанные с	1	2
182	на этой	5	2
183	в художественном	1	2
184	речь и	4	2
185	в низких	1	2
186	и идеологии	1	2
187	по поводу	1	2
188	в отношении	4	2
189	уже к	1	2
190	в их	5	2
191	на фоне	1	2
192	в условиях	1	2
193	нельзя понять	1	2
194	точку зрения	2	2
195	на языке	2	2
196	мы должны	1	2
197	что в	2	2
198	в устах	3	2
199	диалога в	2	2
200	эти формы	1	2
201	того чтобы	6	2
202	ничего не	4	2
203	связанное с	1	2
204	в самой	1	2
205	связи с	13	2
206	здесь же	1	2
207	могут быть	3	2
208	перехода и	1	2
209	здесь не	1	2
210	на основе	3	2
211	в пределах	10	2
212	притом в	1	2
213	еще в	1	2
214	по сравнению	1	2
215	понятно что	1	2
216	громадное значение	3	2
217	другом месте	1	2
218	и т.д	4	2
219	в другом	3	2
220	можно сказать	1	2
221	они являются	3	2
222	связаны с	1	2
223	нуждается в	1	2
224	и следовательно	6	2
225	от утверждения	1	2
226	в формах	4	2
227	сомнению что	1	2
228	одной из	3	2
229	проникнуть в	1	2
230	целого и	1	2
231	особенности его	1	2
232	всяком случае	2	2
233	именно на	1	2
234	со всеми	1	2
235	в качестве	3	2
236	есть в	1	2
237	характерно что	3	2
238	себе в	1	2
239	мы можем	6	2
240	у него	2	2
241	в первую	1	2
242	даже и	2	2
243	и даже	2	2
244	эпоху возрождения	1	2
245	и прежде	2	2
246	связано с	3	2
247	смысла и	1	2
248	до конца	2	2
249	из наиболее	1	2
250	становится на	1	2
251	в связи	7	2
252	вместе с	2	2
253	так же	5	2
254	в него	1	2
255	xix века	2	2
256	сравнению с	1	2
