N	2gram	Tiupa_Narr_1	DiskursI
1	в себе	6	19
2	при этом	19	17
3	в этом	12	16
4	как и	13	16
5	состоит в	10	16
6	и в	11	16
7	в качестве	14	16
8	может быть	15	16
9	и не	23	15
10	а не	13	14
11	отличие от	2	12
12	то есть	9	12
13	в отличие	2	12
14	и т.п	8	12
15	в частности	14	12
16	тогда как	10	11
17	но в	7	11
18	представляет собой	8	11
19	система ценностей	1	11
20	в мире	4	11
21	но и	27	11
22	со стороны	8	10
23	не только	31	10
24	том что	7	10
25	своего рода	10	10
26	так и	5	9
27	не может	8	9
28	такого рода	10	9
29	как в	4	8
30	в том	8	8
31	а также	6	8
32	но не	4	7
33	в данном	11	7
34	в рамках	1	7
35	в лирике	1	7
36	картины мира	3	7
37	в нем	4	7
38	художественного письма	3	7
39	не менее	3	7
40	при всей	3	7
41	прежде всего	4	7
42	то же	8	6
43	еще не	4	6
44	с его	4	6
45	данном случае	8	6
46	себя в	2	6
47	отнюдь не	2	6
48	все же	4	6
49	по мысли	3	6
50	в своей	5	6
51	тем самым	5	6
52	по своей	1	6
53	и на	5	5
54	в противовес	3	5
55	в своем	3	5
56	в противоположность	1	5
57	в то	4	5
58	коммуникативного события	1	5
59	нового времени	1	5
60	с другой	2	5
61	же время	4	5
62	что в	3	5
63	для него	4	5
64	нарративной стратегии	1	5
65	то что	9	5
66	а с	1	5
67	я в	2	5
68	героя в	3	5
69	в рассказе	8	4
70	и то	3	4
71	по отношению	3	4
72	в этой	6	4
73	роль в	2	4
74	человека в	2	4
75	с позиции	4	4
76	потому что	5	4
77	этом отношении	3	4
78	о том	4	4
79	в пределах	2	4
80	одного из	6	4
81	времени в	2	4
82	с одной	1	4
83	в одном	4	4
84	не сводится	2	4
85	одной стороны	1	4
86	художественного целого	1	4
87	как бы	6	4
88	рассказа как	1	4
89	ни для	1	4
90	не является	3	4
91	точки зрения	5	4
92	в период	1	4
93	к его	2	4
94	к этому	1	4
95	отношению к	3	4
96	также и	3	3
97	например в	1	3
98	своего и	2	3
99	в строгом	1	3
100	и ее	3	3
101	принадлежит к	1	3
102	жизненной позиции	1	3
103	столь же	5	3
104	к жизни	2	3
105	перед нами	5	3
106	и как	3	3
107	и наконец	1	3
108	всей своей	1	3
109	из этих	4	3
110	претендовать на	1	3
111	рассказ как	1	3
112	он не	3	3
113	в другом	1	3
114	его в	1	3
115	это не	3	3
116	[...] в	2	3
117	соответствии с	4	3
118	жизни но	2	3
119	ведет к	1	3
120	одного и	1	3
121	в этих	2	3
122	в котором	1	3
123	не в	6	3
124	на рубеже	1	3
125	коммуникативное событие	1	3
126	в русской	3	3
127	в тексте	13	3
128	коммуникативную ситуацию	2	3
129	могут быть	1	3
130	об одном	1	3
131	той или	5	3
132	приводит к	1	3
133	[...] а	1	3
134	еще в	3	3
135	в его	6	3
136	только в	12	3
137	с читателем	1	3
138	и его	10	3
139	уже не	8	3
140	из них	4	3
141	может претендовать	1	3
142	присутствия в	3	3
143	из двух	1	3
144	в исторической	1	3
145	или иной	4	3
146	очевидным образом	1	3
147	не было	3	3
148	поведения в	1	3
149	не знает	1	3
150	мира в	4	3
151	в творчестве	1	3
152	как будто	3	3
153	иначе говоря	8	3
154	в контексте	1	3
155	можно сказать	5	3
156	но это	1	3
157	и того	2	3
158	в пределе	1	3
159	и все	3	3
160	из барышни-крестьянки	1	3
161	можно признать	1	3
162	жизни в	2	3
163	следует признать	1	3
164	жизни а	3	3
165	жизни и	6	3
166	же как	1	2
167	повестях белкина	1	2
168	того же	1	2
169	идет о	3	2
170	являет собой	4	2
171	той же	1	2
172	в повестях	1	2
173	для осмысления	1	2
174	жизни как	2	2
175	в ней	4	2
176	мы имеем	3	2
177	большей части	3	2
178	значении этого	1	2
179	отношение к	1	2
180	тут же	1	2
181	о.м фрейденберг	1	2
182	дистанция между	2	2
183	собственно и	1	2
184	в футляре	1	2
185	а.п чехова	1	2
186	в концовке	1	2
187	в целом	3	2
188	не более	1	2
189	и рассказа	1	2
190	строгом значении	1	2
191	рассказа в	5	2
192	в принципе	4	2
193	подобно тому	3	2
194	заключает в	2	2
195	одно и	2	2
196	нарративную интригу	1	2
197	содержит в	1	2
198	от лат	1	2
199	и с	3	2
200	входит в	2	2
201	персонажей и	1	2
202	рассказчика и	1	2
203	но уже	1	2
204	рассказ в	1	2
205	все это	1	2
206	в ходе	3	2
207	как все	1	2
208	с точки	1	2
209	пока еще	1	2
210	обращение к	1	2
211	их в	3	2
212	самого рассказа	1	2
213	в обоих	2	2
214	дело в	2	2
215	никогда не	4	2
216	жизни не	1	2
217	чеховского творчества	1	2
218	и чужого	2	2
219	сводится к	3	2
220	не столь	2	2
221	что на	4	2
222	в области	2	2
223	в специальном	1	2
224	на адресата	1	2
225	нарративных стратегий	1	2
226	указать на	1	2
227	с ее	2	2
228	но при	3	2
229	здесь не	2	2
230	это еще	1	2
231	литературного письма	1	2
232	по сути	2	2
233	ментальное событие	1	2
234	времени и	9	2
235	не с	1	2
236	живет в	1	2
237	в результате	2	2
238	ситуации и	2	2
239	произведения как	1	2
240	между тем	3	2
241	русской литературе	1	2
242	что и	1	2
243	или напротив	3	2
244	системы персонажей	1	2
245	которая в	2	2
246	который не	1	2
247	для рассказа	1	2
248	этом в	1	2
249	не о	2	2
250	бытия и	1	2
251	рассказа не	1	2
252	момент в	1	2
253	не подлежит	2	2
254	именно в	3	2
255	с той	1	2
256	далеко не	1	2
257	по большей	3	2
258	творчестве чехова	1	2
259	в соответствии	5	2
260	стремится к	1	2
261	не на	1	2
262	человеческой жизни	2	2
263	н.д тамарченко	1	2
264	вместе с	2	2
265	о чем	4	2
266	в той	2	2
267	тому как	3	2
268	стороны читателя	1	2
269	в свое	1	2
270	х гг	2	2
271	в формах	1	2
272	в полном	1	2
273	и для	2	2
274	интерес к	1	2
275	на языке	1	2
276	ключом к	1	2
277	а в	13	2
278	на роль	1	2
279	другой стороны	2	2
280	что он	3	2
281	а герой	1	2
282	и состоит	4	2
283	за ее	1	1
284	обращено к	2	1
285	речь идет	3	1
286	одним из	1	1
287	чтобы не	1	1
288	содержаний сознания	1	1
289	отметим что	1	1
290	самом деле	3	1
291	тех же	1	1
292	переход от	2	1
293	это и	1	1
294	и есть	1	1
295	в первом	4	1
296	в даме	5	1
297	на две	2	1
298	в году	2	1
299	на странице	1	1
300	он ничего	1	1
301	к чему	3	1
302	полном его	1	1
303	речевой деятельности	2	1
304	героя субъекта	1	1
305	поднимается на	1	1
306	и само	1	1
307	мы не	3	1
308	с собачкой	9	1
309	христианской культуры	1	1
310	этом не	1	1
311	завершенная и	1	1
312	высказывания в	2	1
313	он как	1	1
314	в каждый	1	1
315	в сущности	2	1
316	деревни а	1	1
