N	2gram	Propp_Russ_2	Analitik
1	тогда как	2	19
2	в этом	11	18
3	не только	10	16
4	и в	29	16
5	так и	1	15
6	как и	11	14
7	своего рода	1	12
8	но и	8	12
9	и не	1	12
10	том что	22	12
11	в том	22	12
12	в качестве	3	11
13	при этом	6	10
14	могут быть	2	10
15	а не	4	10
16	как бы	18	10
17	в этой	3	9
18	ничего не	1	9
19	в пределах	1	9
20	и даже	1	9
21	представляет собой	2	8
22	состоит в	15	8
23	в данном	6	8
24	отнюдь не	1	8
25	а также	4	7
26	о том	9	7
27	то что	5	7
28	в самом	1	6
29	и на	6	6
30	но в	5	6
31	говорить о	1	6
32	может быть	13	6
33	с другой	2	6
34	как это	4	6
35	на себя	2	5
36	данном случае	7	5
37	с одной	2	5
38	говорит о	2	5
39	в поле	19	4
40	совпадает с	1	4
41	как правило	1	4
42	но не	5	4
43	как в	7	4
44	в своем	1	4
45	хотя и	1	4
46	он в	1	4
47	тому же	1	4
48	на этом	3	4
49	то же	4	4
50	не с	2	4
51	для него	1	4
52	не в	4	4
53	в конце	1	4
54	и является	1	4
55	него на	1	4
56	имеет место	1	4
57	не менее	2	4
58	можно сказать	1	4
59	во всех	3	4
60	только в	1	4
61	и его	1	4
62	уже не	4	4
63	не так	1	4
64	как раз	1	4
65	игры и	1	4
66	одной стороны	2	4
67	не может	5	4
68	и особенно	1	4
69	этом случае	6	4
70	все это	10	4
71	и то	2	3
72	на две	2	3
73	в их	2	3
74	мы имеем	6	3
75	не был	2	3
76	ответ на	1	3
77	что касается	1	3
78	как уже	2	3
79	и если	1	3
80	подобно тому	3	3
81	несмотря на	1	3
82	в эту	3	3
83	место в	1	3
84	не столько	2	3
85	тем не	2	3
86	как о	1	3
87	никогда не	2	3
88	сводится к	1	3
89	тем что	3	3
90	как будто	1	3
91	этом отношении	1	3
92	что на	2	3
93	как мы	3	3
94	приводит к	1	3
95	можно было	2	3
96	если бы	1	3
97	того или	1	3
98	что и	2	3
99	и все	4	3
100	с ними	1	3
101	так что	4	3
102	есть в	2	3
103	из них	4	3
104	только на	1	3
105	именно в	4	3
106	было бы	3	3
107	и за	1	3
108	тому как	3	3
109	этого слова	1	3
