N	2gram	Bakhtin_Pr_3	Vladivir
1	и в	34	31
2	не только	10	24
3	а к	2	22
4	но и	12	19
5	то что	11	18
6	и не	29	17
7	и даже	7	15
8	у него	4	15
9	в этом	16	14
10	том что	3	14
11	и с	15	14
12	он был	1	14
13	что в	7	14
14	но в	16	12
15	в его	22	12
16	что он	23	12
17	с его	6	11
18	о том	2	11
19	в том	3	11
20	потому что	12	11
21	и то	3	10
22	также и	1	10
23	он не	15	10
24	так что	5	10
25	как мы	7	9
26	никогда не	8	9
27	в университете	1	9
28	в конце	5	9
29	только в	6	9
30	даже и	4	9
31	а в	5	9
32	в те	1	8
33	и по	1	8
34	в москве	1	8
35	в то	12	8
36	в дальнейшем	1	8
37	в петербурге	1	8
38	в письме	1	8
39	так как	4	8
40	в доме	1	7
41	тут же	1	7
42	мы сейчас	1	7
43	мы уже	6	7
44	и его	16	7
45	для него	13	7
46	об этом	1	7
47	о нем	2	7
48	в эти	2	7
49	уже в	3	7
50	как раз	4	7
51	еще и	1	7
52	сказать что	2	7
53	того же	2	6
54	то же	14	6
55	и был	1	6
56	то он	1	6
57	и к	12	6
58	это было	3	6
59	он и	5	6
60	в котором	3	6
61	и сам	5	6
62	так и	6	6
63	и что	5	6
64	можно сказать	1	6
65	может быть	19	6
66	на этот	1	6
67	и потому	2	6
68	не может	19	6
69	но как	4	5
70	когда он	2	5
71	на то	1	5
72	и если	2	5
73	которой он	2	5
74	не в	9	5
75	со своим	1	5
76	что и	5	5
77	вовсе не	11	5
78	но он	3	5
79	не было	2	5
80	а с	3	5
81	что же	8	5
82	все это	16	5
83	и от	5	5
84	с ним	8	5
85	жизни и	3	5
86	в своих	1	5
87	из его	4	4
88	он уже	3	4
89	я не	7	4
90	мы и	2	4
91	что его	3	4
92	совсем не	3	4
93	в этой	1	4
94	в своем	2	4
95	хотя и	3	4
96	и как	3	4
97	говорит что	1	4
98	в этот	2	4
99	в которой	2	4
100	в себе	6	4
101	как он	3	4
102	в нем	19	4
103	главным образом	1	4
104	что у	6	4
105	же касается	1	4
106	этом смысле	4	4
107	как и	18	4
108	несмотря на	1	4
109	еще в	3	4
110	в своей	3	4
111	и вообще	2	4
112	же время	12	4
113	к ней	2	4
114	во всем	3	4
115	да и	4	4
116	никак не	1	4
117	к нему	14	4
118	по своей	1	4
119	один из	2	4
120	себя в	1	4
121	и теперь	1	4
122	и у	5	4
123	этот раз	1	4
124	для меня	1	4
125	в особенности	1	4
126	и все	19	4
127	он как	4	3
128	но она	1	3
129	на себя	1	3
130	и он	2	3
131	и на	6	3
132	нам представляется	1	3
133	но не	4	3
134	в общем	4	3
135	отношение к	6	3
136	и речи	1	3
137	за пределы	2	3
138	что они	6	3
139	отнюдь не	2	3
140	как в	4	3
141	все же	7	3
142	первого же	1	3
143	в целом	5	3
144	он в	4	3
145	все эти	4	3
146	но на	4	3
147	и вот	5	3
148	на его	4	3
149	это конечно	1	3
150	здесь мы	1	3
151	то есть	1	3
152	из своего	4	3
153	всю жизнь	2	3
154	со своими	1	3
155	не мог	5	3
156	во время	2	3
157	что касается	1	3
158	но это	4	3
159	что этот	1	3
160	раз и	3	3
161	в отношении	9	3
162	на него	7	3
163	но только	2	3
164	ничего не	4	3
165	таким образом	5	3
166	к тому	5	3
167	время он	1	3
168	в жизни	2	3
169	здесь не	1	3
170	к его	1	3
171	жизнь и	2	3
172	вся эта	1	3
173	человека как	4	3
174	конце концов	3	3
175	тот же	2	3
176	мы увидим	2	3
177	и действительно	1	3
178	и так	5	3
179	уже не	2	3
180	только на	4	3
181	в виде	4	3
182	тоже в	1	3
183	но что	1	3
184	с другой	4	3
185	него не	1	3
186	под влиянием	3	3
187	если не	3	3
188	вместе с	4	3
189	к своему	5	3
190	по своему	3	3
191	в начале	4	3
192	но я	2	3
193	другой стороны	3	3
194	но этот	2	3
195	об этих	1	3
196	и т	8	2
197	одним из	1	2
198	тех же	1	2
199	это и	2	2
200	и до	1	2
201	по его	1	2
202	той же	2	2
203	на первом	1	2
204	и тут	2	2
205	хотя бы	5	2
206	но даже	1	2
207	еще не	4	2
208	он сам	5	2
209	в чем	5	2
210	ответ на	1	2
211	нет и	3	2
212	один и	1	2
213	некоторое время	1	2
214	как к	4	2
215	всей этой	1	2
216	его к	3	2
217	конечно не	2	2
218	за границей	2	2
219	все мое	1	2
220	и тот	1	2
221	тому же	2	2
222	больше всего	1	2
223	при этом	4	2
224	в тот	1	2
225	т д	2	2
226	была не	1	2
227	на этом	4	2
228	так например	1	2
229	что все	4	2
230	лишь в	5	2
231	и кажется	4	2
232	было бы	2	2
233	в свой	1	2
234	кажется что	2	2
235	ни в	4	2
236	в них	2	2
237	за это	1	2
238	все было	1	2
239	с тем	5	2
240	бога и	1	2
241	точки зрения	8	2
242	что такое	2	2
243	что я	15	2
244	тем не	2	2
245	что сам	2	2
246	на всю	2	2
247	и почти	2	2
248	для нее	1	2
249	даже в	5	2
250	сам с	1	2
251	не менее	3	2
252	что с	3	2
