N	3gram	Medvedev_F_3	Istorich
1	с другой стороны	5	8
2	и т д	6	8
3	с одной стороны	1	7
4	в этом случае	1	6
5	в том что	3	5
6	до сих пор	1	4
7	не только в	1	4
8	о том что	1	4
9	мы имеем в	1	4
10	о том как	2	3
11	вместе с тем	3	3
12	в данном случае	4	3
13	но так как	1	3
14	мы видели что	2	3
15	не может быть	14	3
16	потому что он	3	2
17	уже знаем что	2	2
18	на первый план	1	2
19	только то что	2	2
20	как это делают	1	2
21	так как он	1	2
22	т е в	1	2
23	во всяком случае	6	2
24	по отношению к	3	2
25	но все же	1	2
26	можно было бы	1	2
27	мы уже знаем	2	2
28	как и в	1	2
29	как мы видели	2	2
30	в чистом виде	1	1
31	что душа или	1	1
32	мере того как	1	1
33	но в это	1	1
34	в том числе	1	1
35	по мере того	1	1
36	нам кажется что	2	1
37	таким образом оказывается	1	1
38	в своей работе	1	1
39	в частности в	1	1
40	в одной из	1	1
41	и не может	4	1
42	в таком случае	1	1
43	в зависимости от	5	1
44	в этих случаях	1	1
45	друг на друга	1	1
46	иначе обстоит дело	3	1
47	с тем что	1	1
48	том числе и	1	1
49	к тому чтобы	1	1
50	то у нас	1	1
51	а иногда и	1	1
52	со всех сторон	1	1
53	с этой точки	1	1
54	то или иное	2	1
55	и тем не	1	1
56	но в таком	1	1
57	так же как	1	1
58	не потому что	1	1
59	но при этом	1	1
60	обстоит дело с	3	1
61	так или иначе	1	1
62	это не значит	1	1
63	если они не	1	1
64	в ней таким	1	1
65	всяком случае в	2	1
66	и в том	1	1
67	т е его	1	1
68	поэтому и не	1	1
69	этой точки зрения	1	1
70	от того что	1	1
71	так и в	2	1
72	и вместе с	1	1
73	он был бы	1	1
74	ней таким образом	1	1
75	и те же	3	1
76	подобно тому как	4	1
77	можно сказать что	1	1
78	на то что	1	1
79	тем не менее	2	1
80	друг с другом	1	1
81	для того чтобы	4	1
82	здесь не в	1	1
83	что между ними	1	1
84	смысле этого слова	2	1
