N	4gram	Voloshinov_2	OGranits
1	одно и то же	3	2
2	не что иное как	1	2
3	и то же слово	2	2
4	может быть и речи	2	1
5	лишь с точки зрения	1	1
6	но тем не менее	1	1
7	интонации в жизненной речи	1	1
8	и не может быть	1	1
9	по себе а лишь	1	1
10	в собственном смысле слова	2	1
11	с точки зрения своего	2	1
12	то же самое слово	1	1
13	не может быть и	2	1
14	изолированное монологическое высказывание и	1	1
15	не может быть объяснено	1	1
16	но в то же	5	1
17	единству языка как системы	1	1
18	в то же время	8	1
19	к единству языка как	1	1
20	на изолированное монологическое высказывание	2	1
