N	2gram	Losev_Dial_2	Istorich
1	и в	19	25
2	вместе с	2	22
3	что он	6	22
4	и т	17	20
5	т д	15	18
6	может быть	20	17
7	т е	30	16
8	мы имеем	3	14
9	не только	19	13
10	но и	12	13
11	в его	1	12
12	так как	14	11
13	уже не	3	11
14	и не	30	11
15	в этом	8	10
16	тем что	2	10
17	все же	4	10
18	и его	5	9
19	его в	3	9
20	в виде	2	9
21	с другой	5	9
22	таким образом	4	9
23	еще не	4	8
24	и на	1	8
25	все эти	2	8
26	что в	7	8
27	на него	2	8
28	связи с	4	8
29	и что	5	8
30	мы видим	2	8
31	мы знаем	1	8
32	с тем	2	8
33	другой стороны	4	8
34	том что	10	8
35	в нем	10	7
36	как и	10	7
37	во время	2	7
38	потому что	14	7
39	о том	5	7
40	и здесь	1	7
41	то что	14	7
42	только в	5	7
43	с одной	2	7
44	при помощи	1	7
45	превращается в	1	7
46	одной стороны	1	7
47	но это	7	7
48	в мифе	16	7
49	в частности	2	7
50	знаем что	1	6
51	как в	2	6
52	это не	10	6
53	не может	9	6
54	в этих	3	6
55	не в	8	6
56	и он	1	6
57	что и	5	6
58	там где	1	6
59	себя в	2	6
60	прежде всего	8	6
61	на небо	1	6
62	могут быть	4	6
63	или в	2	6
64	в том	14	6
65	например в	2	5
66	и действительно	1	5
67	ясно что	4	5
68	мы не	1	5
69	в ней	2	5
70	но не	6	5
71	с этим	3	5
72	что это	10	5
73	но все	2	5
74	миф о	2	5
75	не будем	1	5
76	к небу	1	5
77	как мы	3	5
78	в образе	1	5
79	связано с	1	5
80	показывает что	1	5
81	так же	2	5
82	же как	3	4
83	и это	5	4
84	то же	12	4
85	мы уже	8	4
86	в ее	4	4
87	от этого	3	4
88	в истории	2	4
89	его на	1	4
90	в которой	2	4
91	он не	4	4
92	не как	2	4
93	что все	1	4
94	и тем	1	4
95	не всегда	1	4
96	тем не	2	4
97	не менее	3	4
98	того как	2	4
99	в некоторых	2	4
100	в дальнейшем	1	4
101	что у	2	4
102	с ним	4	4
103	а именно	5	4
104	это делается	1	4
105	все это	4	4
106	в связи	4	4
107	из себя	1	4
108	мы должны	2	4
109	также что	2	3
110	его не	2	3
111	в царство	2	3
112	ему в	1	3
113	то это	2	3
114	это же	1	3
115	если в	2	3
116	по которому	1	3
117	и как	10	3
118	в целом	1	3
119	в этой	3	3
120	только один	1	3
121	в жертву	1	3
122	их в	2	3
123	на этом	2	3
124	не ясно	1	3
125	но уже	1	3
126	и начинает	1	3
127	в то	6	3
128	друг друга	1	3
129	встречается в	1	3
130	но эти	1	3
131	как человек	1	3
132	по воздуху	3	3
133	примеров можно	1	3
134	никогда не	9	3
135	и с	5	3
136	и вообще	6	3
137	есть миф	4	3
138	но мы	2	3
139	к нему	4	3
140	что здесь	2	3
141	и др	1	3
142	в особенности	1	3
143	и из	3	3
144	сюда же	1	3
145	и пр	5	3
146	нем и	2	3
147	и все	12	3
148	и она	2	3
149	всех людей	1	3
150	над ним	1	3
151	в данном	3	3
152	ее и	1	3
153	а в	4	3
154	в целях	3	3
155	е в	3	3
156	состоит из	1	3
157	они не	3	3
158	того же	1	2
159	самом деле	4	2
160	он может	2	2
161	тех же	1	2
162	что миф	5	2
163	вопрос о	3	2
164	человека и	2	2
165	есть царство	1	2
166	мы и	1	2
167	что тело	2	2
168	это время	3	2
169	на них	1	2
170	время в	1	2
171	в различных	1	2
172	во всех	2	2
173	другой пример	1	2
174	в голове	2	2
175	только тогда	7	2
176	очевидно что	2	2
177	перед нами	2	2
178	когда он	1	2
179	уже в	4	2
180	на то	1	2
181	связанные с	1	2
182	после этого	3	2
183	друг с	1	2
184	из него	1	2
185	и по	4	2
186	о чем	3	2
187	это было	3	2
188	и мы	3	2
189	в это	3	2
190	из нее	1	2
191	попадает в	1	2
192	несмотря на	2	2
193	точки зрения	12	2
194	в своей	8	2
195	ее в	2	2
196	бы мы	1	2
197	в животном	1	2
198	но он	4	2
199	силу и	1	2
200	без всяких	1	2
201	что этот	3	2
202	по себе	18	2
203	даже в	3	2
204	некоторых случаях	1	2
205	по мере	1	2
206	она не	8	2
207	тогда когда	6	2
208	когда они	2	2
209	одна из	1	2
210	или как	3	2
211	представление об	1	2
212	в некотором	1	2
213	не потому	6	2
214	с другом	1	2
215	голову и	1	2
216	заметил что	1	2
217	в сказках	1	2
218	наоборот в	1	2
219	должен быть	1	2
220	данном случае	2	2
221	на нее	1	2
222	здесь как	1	2
223	об этом	3	2
224	еще в	1	2
225	таких примеров	1	2
226	ничего не	3	2
227	обратим внимание	2	2
228	или на	2	2
229	образом в	1	2
230	можно сказать	5	2
231	все его	3	2
232	от них	1	2
233	же в	2	2
234	в которую	1	2
235	того что	6	2
236	значит что	12	2
237	бросается в	1	2
238	оно уже	1	2
239	том как	2	2
240	ли он	1	2
241	во всем	1	2
242	то в	1	2
243	именно на	1	2
244	так что	7	2
245	это показывает	1	2
246	и они	2	2
247	на ней	1	2
248	из них	3	2
249	его и	1	2
250	превращаются в	1	2
251	тогда он	1	2
252	на одном	1	2
253	вовсе не	13	2
254	мы можем	1	2
255	у него	1	2
256	уже и	2	2
257	и вместе	1	2
258	в других	1	2
259	из двух	1	2
260	до сих	2	2
261	как у	1	2
262	говорит о	1	2
263	а не	16	2
264	с которым	1	2
265	со своими	1	2
266	что мы	2	2
267	в одно	5	2
268	чтобы она	1	2
269	перейдем к	1	2
270	и потому	5	2
271	из которых	1	2
272	не знал	1	2
273	что за	1	2
274	а если	1	2
275	как бы	14	2
276	по существу	1	2
277	это значит	8	2
278	с этой	1	2
279	сих пор	2	2
280	но для	1	2
281	думают что	2	2
282	это уже	2	2
283	также не	1	2
284	сказать что	10	2
285	и при	2	2
286	совершенно не	7	2
287	к его	1	2
288	в свое	1	2
