N	4gram	Medvedev_F_3	Psycholo
1	одним и тем же	2	3
2	же обстоит дело и	1	2
3	так же обстоит дело	1	2
4	о котором мы говорили	1	2
5	одного и того же	1	2
6	одной и той же	1	2
7	в зависимости от того	1	2
8	мы уже указывали на	1	1
9	в том или ином	1	1
10	что они находятся в	1	1
11	из ложного предположения что	1	1
12	с этой точки зрения	1	1
13	исходили из ложного предположения	1	1
14	дело в том что	1	1
15	один и тот же	1	1
16	обстоит дело и в	1	1
17	в собственном смысле слова	1	1
18	которые сами по себе	1	1
19	в каждый данный момент	1	1
