N	2gram	Voloshinov_1	Istorich
1	что он	2	24
2	не только	27	18
3	может быть	13	17
4	мы имеем	2	15
5	и в	38	15
6	никогда не	7	15
7	так как	7	14
8	но и	13	14
9	так же	4	13
10	что в	1	12
11	то что	8	12
12	а в	5	12
13	в этом	10	11
14	об этом	3	11
15	в этих	2	11
16	и не	14	11
17	то же	14	10
18	его в	4	10
19	еще не	3	9
20	все же	7	9
21	в другом	1	9
22	с тем	8	9
23	и здесь	3	9
24	потому что	5	9
25	должны были	2	8
26	он не	2	8
27	связи с	3	8
28	один из	4	8
29	мы увидим	5	8
30	мы можем	7	8
31	мы видим	3	8
32	в нем	4	7
33	таким образом	7	7
34	том что	3	7
35	не в	6	7
36	ничего не	8	7
37	и пр	4	7
38	вместе с	5	7
39	сих пор	2	7
40	но в	5	6
41	что это	4	6
42	и что	1	6
43	в его	6	6
44	что и	3	6
45	мы уже	10	6
46	так что	1	6
47	до сих	1	6
48	наряду с	1	6
49	как бы	28	6
50	в том	2	6
51	только в	6	6
52	же как	1	5
53	и есть	1	5
54	представляет собой	2	5
55	как в	2	5
56	с этим	2	5
57	и наконец	5	5
58	имеем в	1	5
59	но все	4	5
60	было бы	7	5
61	в котором	3	5
62	в иной	1	5
63	в русской	1	5
64	на него	4	5
65	видим что	2	5
66	что при	1	5
67	можно было	4	5
68	так и	6	5
69	связан с	1	5
70	она не	1	5
71	к нему	2	5
72	в одном	3	5
73	прежде всего	21	5
74	к которому	1	5
75	представления о	1	5
76	а не	6	5
77	в связи	2	5
78	не может	12	5
79	этом случае	3	5
80	к тому	4	5
81	что эти	2	4
82	со всех	2	4
83	увидим ниже	1	4
84	в ней	8	4
85	и на	6	4
86	в одной	1	4
87	в себе	9	4
88	все эти	2	4
89	в этой	6	4
90	при этом	9	4
91	уже видели	2	4
92	и с	5	4
93	вопрос о	2	4
94	не будем	1	4
95	но они	1	4
96	дело не	1	4
97	того как	1	4
98	для нас	3	4
99	другими словами	7	4
100	или на	1	4
101	в другой	1	4
102	его и	3	4
103	руки и	1	4
104	у него	1	4
105	тем что	2	4
106	связь с	2	4
107	этот мотив	1	4
108	но это	2	4
109	не должен	2	4
110	мы должны	10	4
111	одной из	2	4
112	и другие	1	4
113	мы не	9	3
114	не происходит	1	3
115	не совсем	1	3
116	видели что	3	3
117	когда он	1	3
118	увидим что	2	3
119	он в	1	3
120	из этих	1	3
121	как он	1	3
122	на то	1	3
123	всех этих	1	3
124	здесь мы	3	3
125	уже знаем	1	3
126	должен был	1	3
127	не мог	3	3
128	в их	1	3
129	что этот	1	3
130	с одним	1	3
131	и его	7	3
132	как будто	1	3
133	и это	7	3
134	в каких	1	3
135	в себя	1	3
136	роль в	3	3
137	мог бы	1	3
138	по мере	1	3
139	о том	4	3
140	должно было	3	3
141	того что	4	3
142	в качестве	4	3
143	же и	1	3
144	в состоянии	1	3
145	что мы	11	3
146	эти слова	8	3
147	как это	5	3
148	предположить что	1	3
149	тому как	1	3
150	все это	4	3
151	и ушел	1	3
152	но если	1	3
153	не обладает	2	3
154	можно привести	1	3
155	также что	1	2
156	например в	1	2
157	самом деле	4	2
158	на самом	3	2
159	к таким	1	2
160	происходило с	1	2
