N	2gram	Tiupa_Hudo_2	Dialekti
1	и не	18	30
2	по себе	1	25
3	т е	2	25
4	и т	4	21
5	т д	2	19
6	и в	28	18
7	точки зрения	2	17
8	ничего не	5	17
9	может быть	8	17
10	в нем	3	16
11	так что	1	15
12	потому что	2	14
13	а не	14	14
14	не только	11	13
15	и даже	1	13
16	то что	6	13
17	что в	5	13
18	в этом	13	12
19	было бы	3	12
20	с точки	2	12
21	если бы	6	12
22	и что	1	12
23	не может	4	12
24	что это	5	11
25	в себе	9	11
26	что он	8	11
27	так как	1	11
28	как бы	5	11
29	все это	3	11
30	то же	6	10
31	несмотря на	3	10
32	прежде всего	3	10
33	сказать что	2	10
34	и то	2	9
35	отнюдь не	2	9
36	стало быть	1	9
37	так и	8	9
38	это не	6	9
39	том что	19	9
40	никогда не	5	9
41	в том	15	9
42	но это	1	8
43	к нему	3	8
44	совершенно не	1	8
45	также и	1	7
46	то в	4	7
47	что она	7	7
48	что не	2	7
49	как она	1	7
50	той или	1	7
51	не существует	1	7
52	вовсе не	2	7
53	не просто	1	7
54	но и	9	7
55	хотя бы	2	6
56	не то	1	6
57	но в	2	6
58	с другой	3	6
59	не в	13	6
60	она не	5	6
61	в то	6	6
62	с ним	7	6
63	никак не	1	6
64	можно сказать	6	6
65	ни с	2	6
66	не было	6	6
67	ни на	1	6
68	да и	5	6
69	говорить о	2	5
70	я не	7	5
71	и он	3	5
72	отношение к	2	5
73	в своем	5	5
74	все же	2	5
75	себе не	1	5
76	и с	6	5
77	а потом	1	5
78	в этих	3	5
79	не нуждается	1	5
80	ни о	3	5
81	есть только	1	5
82	в дальнейшем	1	5
83	можно было	3	5
84	не с	2	5
85	как же	2	5
86	он сам	2	5
87	говорит о	4	5
88	есть и	3	5
89	об отношении	1	5
90	а в	6	5
91	это и	1	4
92	как он	3	4
93	тут не	1	4
94	об этом	7	4
95	и более	1	4
96	и притом	1	4
97	же время	4	4
98	не о	1	4
99	к ней	2	4
100	к тому	7	4
101	как мы	2	4
102	не могу	3	4
103	о том	12	4
104	внешнее и	1	4
105	и об	2	4
106	быть и	1	4
107	это я	1	4
108	но не	4	4
109	не мешает	1	4
110	с какой	2	4
111	в котором	6	4
112	в конце	1	4
113	для меня	1	4
114	как раз	4	4
115	как это	7	4
116	хотя и	1	4
117	так же	3	4
118	другой стороны	1	4
119	отношения к	1	3
120	самом деле	3	3
121	в ней	3	3
122	мысли и	2	3
123	к богу	1	3
124	если в	2	3
125	или иное	1	3
126	что они	4	3
127	то или	1	3
128	от этого	1	3
129	в самом	5	3
130	та же	2	3
131	он не	4	3
132	и еще	1	3
133	что одна	1	3
134	то как	1	3
135	содержит в	1	3
136	но все	1	3
137	в них	3	3
138	что я	2	3
139	даже в	1	3
140	тому что	4	3
141	на себе	1	3
142	в основе	2	3
143	та или	1	3
144	в разных	1	3
145	или иная	1	3
146	а лишь	1	3
147	его с	1	3
148	и о	4	3
149	жизнь и	1	3
150	нуждается в	2	3
151	что и	4	3
152	один из	2	3
153	но с	1	3
154	только в	4	3
155	только на	5	3
156	же это	1	3
157	или иной	2	3
158	еще и	2	3
159	а он	1	3
160	и потому	1	3
161	в данном	2	3
162	что же	2	3
163	в его	11	3
164	не является	2	3
165	он чувствовал	1	3
166	и все	7	3
167	бы в	1	3
168	еще более	1	3
169	отношении к	1	3
170	была бы	3	3
171	жизни и	6	3
172	гораздо более	2	3
173	же как	2	2
174	чтобы не	3	2
175	на вас	1	2
176	и состоит	3	2
177	что если	1	2
178	время как	1	2
179	мне не	1	2
180	не нужно	1	2
181	из этих	2	2
182	но как	1	2
183	точка зрения	1	2
184	себе и	1	2
185	на деле	1	2
186	о самом	1	2
187	светом и	1	2
188	бы и	4	2
189	образом и	1	2
190	все эти	1	2
191	тоже не	2	2
192	тому же	2	2
193	если для	1	2
194	в виде	2	2
195	не как	2	2
196	на земле	1	2
197	на этом	2	2
198	в каждом	1	2
199	могла бы	2	2
200	в мире	7	2
201	это было	2	2
202	с другими	3	2
203	мы имеем	1	2
204	с этой	1	2
205	как и	11	2
206	для чего	1	2
207	до сих	2	2
208	и тогда	2	2
209	со всей	2	2
210	и при	1	2
211	в своей	6	2
212	то он	1	2
213	и другого	1	2
214	в корне	1	2
215	и от	2	2
216	не должна	1	2
217	для нее	4	2
218	не знает	1	2
219	раз и	1	2
220	не менее	5	2
221	и другое	1	2
222	как о	3	2
223	мысли в	1	2
224	дело не	2	2
225	себе самом	1	2
226	не лучше	1	2
227	учения о	1	2
228	и эта	2	2
229	этом отношении	1	2
230	как только	3	2
231	отличается от	1	2
232	от которой	1	2
233	и это	3	2
234	о которых	2	2
235	в другом	2	2
236	на что	1	2
