N	2gram	Bakhtin_Pr_4	Istorich
1	и в	46	26
2	так же	3	18
3	то что	4	16
4	не только	14	15
5	может быть	23	14
6	что в	4	14
7	же как	2	13
8	между двумя	3	12
9	но и	12	12
10	и пр	2	11
11	так и	4	10
12	таким образом	4	10
13	и его	6	10
14	что он	6	10
15	все же	4	9
16	его в	1	9
17	что и	3	9
18	так как	5	9
19	и не	27	9
20	то же	6	8
21	мы знаем	1	8
22	этих случаях	2	8
23	а в	2	8
24	мы имеем	3	7
25	в этом	16	7
26	он не	4	7
27	об этом	2	7
28	как и	12	7
29	в этих	4	7
30	во время	1	7
31	их в	3	7
32	как в	4	7
33	превращается в	4	7
34	героя в	3	7
35	и то	1	6
36	еще не	7	6
37	как он	3	6
38	не всегда	1	6
39	мы можем	4	6
40	могут быть	2	6
41	к нему	5	6
42	мы видим	1	6
43	потому что	4	6
44	а не	11	6
45	не может	19	6
46	вместе с	2	6
47	когда он	2	6
48	мы уже	3	5
49	то это	3	5
50	но не	4	5
51	и как	2	5
52	но в	6	5
53	уже не	4	5
54	и только	3	5
55	в силу	1	5
56	и по	2	5
57	с собой	3	5
58	но все	2	5
59	в другом	2	5
60	и с	7	5
61	это не	5	5
62	не в	10	5
63	ничего не	2	5
64	и у	1	5
65	как мы	12	5
66	и здесь	4	5
67	и что	3	5
68	в его	9	5
69	в одном	11	5
70	у него	5	5
71	тем что	3	5
72	до сих	8	5
73	и др	1	5
74	в некоторых	1	5
75	сих пор	8	5
76	к этому	1	5
77	в доме	1	4
78	вопрос о	2	4
79	на себя	4	4
80	в которых	2	4
81	но он	3	4
82	в своей	3	4
83	но эта	1	4
84	даже в	1	4
85	того как	2	4
86	же он	2	4
87	указывает на	2	4
88	здесь не	4	4
89	так в	2	4
90	о том	5	4
91	и даже	3	4
92	вовсе не	9	4
93	с другой	3	4
94	а по	1	4
95	все что	2	4
96	в тех	1	4
97	другой стороны	3	4
98	в античности	2	4
99	он получает	1	3
100	например в	4	3
101	из этих	3	3
102	к своей	1	3
103	в одной	2	3
104	перед нами	12	3
105	его к	2	3
106	все эти	4	3
107	на то	3	3
108	и если	1	3
109	на его	1	3
110	что она	1	3
111	при этом	5	3
112	он должен	1	3
113	что у	1	3
114	а затем	1	3
115	те же	2	3
116	должен был	1	3
117	том что	4	3
118	от своего	1	3
119	и при	3	3
120	по сравнению	1	3
121	ты меня	1	3
122	как это	1	3
123	на него	3	3
124	во всем	4	3
125	связи с	1	3
126	к себе	6	3
127	все еще	1	3
128	и он	6	3
129	она не	3	3
130	данном случае	1	3
131	в другой	1	3
132	в том	9	3
133	мы увидим	6	3
134	только в	6	3
135	человека с	1	3
136	переходит в	1	3
137	и других	4	3
138	а именно	1	3
139	у многих	1	3
140	не на	1	3
141	там где	2	3
142	что мы	2	3
143	части тела	1	3
144	к своему	3	3
145	в данном	2	3
146	сравнению с	1	3
147	как бы	19	3
148	по существу	3	3
149	этом случае	1	3
150	или в	8	3
151	для нас	2	3
152	из своего	1	3
153	но это	6	3
154	уже нет	2	3
155	между ними	10	3
156	к этой	1	3
157	и другие	3	3
158	мы здесь	2	2
159	он может	1	2
160	такую же	1	2
161	в средние	1	2
162	и есть	1	2
163	не хочет	2	2
164	должна быть	2	2
165	видеть в	1	2
166	а как	2	2
167	эта форма	1	2
168	в некотором	1	2
169	собой в	1	2
170	то мы	1	2
171	к ним	4	2
172	вступают в	1	2
173	отношение к	3	2
174	он ее	1	2
175	в этой	3	2
176	с этим	2	2
177	вот как	2	2
178	в своем	3	2
179	хотя и	6	2
180	увидим что	2	2
181	конечно не	8	2
182	сливается с	1	2
183	что это	1	2
184	в целом	1	2
185	на некоторых	2	2
