N	3gram	Nazirov_Tv_2	Komedia
1	к тому же	1	10
2	едва ли не	2	5
3	в том что	2	5
4	о том что	2	4
5	по отношению к	3	3
6	в том числе	1	3
7	в связи с	1	3
8	в первую очередь	1	3
9	то же время	7	3
10	в то время	1	3
11	в то же	7	3
12	только потому что	1	2
13	в частности в	1	2
14	в одной из	2	2
15	до сих пор	3	2
16	в отличие от	2	2
17	во всяком случае	2	2
18	что у него	1	2
19	и т п	2	2
20	можно было бы	1	2
21	в поле зрения	1	2
22	аргументом в пользу	2	2
23	не означает что	1	1
24	потому что в	1	1
25	в самом деле	2	1
26	в соответствии с	4	1
27	в том же	2	1
28	так и не	1	1
29	имеет в виду	1	1
30	и в то	2	1
31	с самого начала	1	1
32	о том чтобы	1	1
33	а может быть	1	1
34	в наше время	2	1
35	что в нем	1	1
36	том числе и	1	1
37	точно так же	1	1
38	с такой силой	1	1
39	в этой связи	1	1
40	той или иной	1	1
41	что он был	1	1
42	же ясно что	1	1
43	из действующих лиц	1	1
44	но если у	1	1
45	если не считать	2	1
46	в чем же	1	1
47	как будто бы	1	1
48	потому что граф	1	1
49	в целом ряде	1	1
50	с другой стороны	2	1
51	и в том	1	1
52	не может быть	3	1
53	приходит в голову	1	1
54	столь же ясно	1	1
55	того или иного	1	1
56	но уже в	1	1
57	в начале xx	1	1
58	такой силой как	1	1
59	так и в	2	1
60	в свою очередь	1	1
61	то что не	1	1
62	в повседневной жизни	1	1
63	и в литературе	1	1
64	в каждом из	1	1
65	каждом из нас	1	1
66	не приходит в	1	1
67	целом ряде случаев	1	1
68	молодого человека в	1	1
69	признать что в	1	1
70	вообще говоря не	1	1
71	и чуть ли	1	1
