N	3gram	Bakhtin_Pr_3	Dialekti
1	с точки зрения	2	9
2	в том что	3	9
3	что иное как	1	8
4	не что иное	1	8
5	по крайней мере	1	7
6	ровно ничего не	1	6
7	не может быть	1	6
8	то же время	5	6
9	в то же	5	6
10	есть не что	1	5
11	в этом смысле	1	4
12	и тем более	1	4
13	и той же	1	3
14	одной и той	1	3
15	равно как и	1	2
16	как и все	1	2
17	и в то	2	2
18	в собственном смысле	2	2
19	но в то	1	2
20	по сравнению с	4	2
21	мы видим что	1	2
22	теперь мы можем	2	2
23	тем не менее	2	2
24	теперь мы должны	2	1
25	в обоих случаях	1	1
26	и неотделим от	1	1
27	прямо сказать что	1	1
28	сказать что в	1	1
29	мы имеем дело	1	1
30	прежде всего в	1	1
31	а не в	1	1
32	и даже не	1	1
33	самом же деле	1	1
34	может быть только	1	1
35	из них в	2	1
36	в зависимости от	2	1
37	в той же	1	1
38	в отличие от	1	1
39	личности в этом	1	1
40	можно сказать что	4	1
41	на самом же	1	1
42	так как только	1	1
43	то что я	1	1
44	и то что	1	1
45	как и на	1	1
46	еще не знает	1	1
47	вызывает никаких сомнений	1	1
48	понятно так как	1	1
49	видели что для	1	1
50	это было бы	1	1
51	и все его	1	1
52	в конце концов	1	1
53	рождение и смерть	1	1
54	в сущности только	2	1
55	то что именно	1	1
56	то что было	1	1
57	так или иначе	1	1
58	в связи с	1	1
59	но только в	1	1
60	я не могу	1	1
61	не вызывает никаких	1	1
62	а вместе с	1	1
63	вместе с ним	1	1
64	в нем нет	3	1
65	но тем не	1	1
66	о том что	2	1
67	мы можем сказать	1	1
68	и не может	1	1
69	и прежде всего	5	1
70	в себя и	1	1
71	включает в себя	1	1
72	нужно сказать что	2	1
73	с другой стороны	1	1
74	друг от друга	1	1
75	после того как	1	1
76	тех или иных	1	1
77	вобравшая в себя	1	1
78	можем сказать что	1	1
79	которую можно назвать	1	1
80	той или иной	1	1
81	и идеи в	1	1
