N	4gram	Bakhtin_fo_1	FransuaR
1	в то же время	6	9
2	но в то же	1	5
3	в связи с этим	2	3
4	дело в том что	2	2
5	в том числе и	2	2
6	так же как и	2	2
7	может быть и речи	1	1
8	и это очень важно	1	1
9	особенно важное значение имеет	1	1
10	в средние века и	1	1
11	и в то же	4	1
12	но дело в том	1	1
13	не может быть и	1	1
14	существенную роль в нем	1	1
15	были в xvii веке	1	1
16	но вместе с тем	1	1
17	как мы уже сказали	2	1
18	до сих пор не	1	1
19	бы он ни был	1	1
20	в той или иной	1	1
21	то же время он	1	1
22	одного и того же	5	1
23	одном и том же	1	1
24	в то время когда	1	1
25	в одном и том	1	1
26	а также и в	2	1
27	в значительной мере и	1	1
28	на другой день после	1	1
29	в том что в	1	1
