N	3gram	Bakhtin_Fr_2	Psycholo
1	на то что	1	12
2	в том что	1	11
3	с точки зрения	5	9
4	для того чтобы	1	8
5	до сих пор	4	5
6	с одной стороны	3	5
7	с другой стороны	3	5
8	как если бы	1	3
9	мы уже говорили	5	3
10	о том что	3	3
11	если бы она	1	2
12	на самом деле	1	2
13	к первой половине	1	2
14	и во всех	3	2
15	и та же	1	2
16	только то что	2	2
17	то что в	1	2
18	в наше время	1	2
19	в один из	1	2
20	смысл и значение	2	2
21	все более и	1	2
22	во всяком случае	2	2
23	мы видели что	1	2
24	вовсе не в	1	2
25	более и более	1	2
26	все же в	3	2
27	как мы видели	2	2
28	но все же	2	1
29	и до наших	1	1
30	потому что в	1	1
31	автор ссылается на	1	1
32	имеем в виду	2	1
33	что для него	1	1
34	того или иного	1	1
35	в силу того	1	1
36	этих образов в	1	1
37	в этом отношении	3	1
38	дело вовсе не	1	1
39	несмотря на их	1	1
40	который утверждал что	1	1
41	то есть на	1	1
42	и есть в	1	1
43	уже говорили что	1	1
44	уже говорили о	1	1
45	все эти три	1	1
46	в кульминационный момент	1	1
47	в сущности это	1	1
48	с назидательной целью	1	1
49	и как мы	1	1
50	не только как	1	1
51	мы говорили выше	1	1
52	сказать что такова	1	1
53	одна и та	1	1
54	может быть названо	1	1
55	в целом ряде	1	1
56	и той же	1	1
57	самом деле в	1	1
58	один и тот	1	1
59	не могла не	1	1
60	в тех случаях	1	1
61	по сравнению с	2	1
62	подводя итоги мы	1	1
63	в том чтобы	1	1
64	мы можем сказать	1	1
65	не только не	1	1
66	она не только	1	1
67	он как бы	2	1
68	мы знаем что	1	1
69	в одном акте	1	1
70	можно сказать что	2	1
71	о мире и	3	1
72	или во всяком	1	1
73	и вступает в	1	1
74	таким образом и	1	1
75	одной и той	1	1
76	в ней вовсе	1	1
77	в предисловии к	1	1
78	не только то	1	1
79	вовсе не является	1	1
80	не может нам	1	1
81	не может быть	4	1
82	подобно тому как	2	1
83	и тот же	1	1
