N	2gram	Vygotskiy__5	Sotsiolo
1	все это	2	7
2	в том	27	5
3	в этом	14	5
4	и только	3	3
5	как же	1	3
6	для нас	3	3
7	не только	16	3
8	и в	30	3
9	не в	8	3
10	в его	4	3
11	как только	4	2
12	но и	6	2
13	конце концов	2	2
14	и мы	16	2
15	было бы	5	2
16	в смысле	1	2
17	она может	1	2
18	должна быть	2	2
19	только в	5	2
20	далеко не	1	2
21	в результате	4	2
22	тем более	1	2
23	том что	21	2
24	в частности	4	2
25	как будто	6	2
26	то что	37	2
27	главным образом	1	2
28	или даже	1	2
29	и что	23	2
30	еще не	5	2
31	заключается что	1	2
32	таким образом	20	2
33	это и	2	2
34	им не	1	2
35	отношению к	1	2
36	в конце	4	2
37	что в	24	2
38	может быть	11	2
39	как бы	19	2
40	по отношению	2	2
41	очевидно что	2	2
42	и заключается	4	2
43	по существу	2	2
44	то же	7	2
45	не из	1	1
46	друг от	2	1
47	но стоит	1	1
48	крайней мере	1	1
49	тотчас же	1	1
50	что все	6	1
51	же не	2	1
52	по себе	7	1
53	даже в	1	1
54	в этой	5	1
55	тому что	8	1
56	более не	1	1
57	эти два	3	1
58	стоит только	5	1
59	с каким-либо	1	1
60	с другой	9	1
61	дает нам	1	1
62	только для	1	1
63	в открытое	1	1
64	лучшем случае	3	1
65	это не	3	1
66	на этот	3	1
67	именно в	6	1
68	в чем	1	1
69	том именно	1	1
70	все же	7	1
71	один из	5	1
72	и есть	5	1
73	перед нами	2	1
74	психологии и	1	1
75	в то	2	1
76	кто не	1	1
77	хотелось бы	1	1
78	тем же	3	1
79	и наконец	3	1
80	еще и	1	1
81	только то	1	1
82	а с	5	1
83	тем что	6	1
84	и как	7	1
85	правильно говорит	1	1
86	в процессе	1	1
87	что эти	2	1
88	что он	17	1
89	прежде всего	4	1
90	в них	4	1
91	так и	3	1
92	не было	1	1
93	одной стороны	12	1
94	но только	3	1
95	и не	6	1
96	полагает что	3	1
97	никогда не	9	1
98	их друг	1	1
99	мы не	3	1
100	ничего не	2	1
101	между собою	1	1
102	мы еще	1	1
103	раньше всего	1	1
104	и самым	1	1
105	и о	3	1
106	связь между	2	1
107	все эти	2	1
108	это же	2	1
109	чуть ли	1	1
110	именно на	5	1
111	как и	6	1
112	между собой	2	1
113	бы в	5	1
114	с помощью	2	1
115	для этого	9	1
116	иначе говоря	1	1
117	мы должны	3	1
118	первый план	3	1
119	в сущности	12	1
120	благодаря тому	1	1
121	но она	2	1
122	конечно не	1	1
123	на первый	2	1
124	и его	6	1
125	в этих	3	1
126	этой задаче	1	1
127	автор не	1	1
128	связи с	2	1
129	от друга	2	1
130	в лучшем	3	1
131	хотя бы	3	1
132	вступает в	1	1
133	в целом	5	1
134	стало быть	1	1
135	для наших	1	1
136	не может	9	1
137	в своей	4	1
138	а в	4	1
139	этом но	1	1
140	благодаря этому	1	1
141	него и	1	1
142	самому существу	1	1
143	что она	6	1
144	о том	10	1
145	по самому	2	1
146	не дает	2	1
147	именно и	1	1
148	в области	1	1
149	и потому	5	1
150	представить себе	2	1
151	в него	4	1
152	факта что	1	1
153	но именно	1	1
154	в котором	2	1
155	никак не	6	1
156	между ними	2	1
157	конечно только	1	1
158	положения в	1	1
159	по необходимости	1	1
160	все то	2	1
161	столь же	1	1
162	этому он	1	1
163	когда мы	6	1
164	в силу	3	1
165	слишком много	1	1
166	частности так	1	1
167	он говорит	3	1
168	ни на	1	1
169	в конечном	1	1
170	что это	8	1
171	ними в	1	1
172	у которых	1	1
173	вовсе не	3	1
174	ли не	2	1
175	доказательством этого	1	1
176	же самое	5	1
177	с одной	12	1
178	может служить	1	1
179	но не	7	1
180	у него	3	1
181	подвести итоги	1	1
182	в виде	1	1
183	этого и	1	1
184	в данном	3	1
185	потому его	1	1
186	между тем	1	1
187	но как	1	1
188	два типа	2	1
189	что на	3	1
190	конечном счете	1	1
191	по крайней	1	1
192	это по	2	1
193	понимать что	1	1
194	и никак	1	1
195	том и	2	1
196	во всяком	1	1
197	в каждом	2	1
198	это значит	2	1
