N	2gram	Vinokur_St_1	Vladivir
1	и в	44	40
2	то что	18	28
3	не только	18	25
4	и не	16	25
5	у него	2	24
6	то есть	2	24
7	том что	29	18
8	в том	36	18
9	но и	10	18
10	еще и	2	18
11	также и	9	17
12	что в	30	17
13	в этом	21	16
14	в его	9	14
15	так что	6	14
16	не может	8	14
17	в виде	3	13
18	точки зрения	11	13
19	вовсе не	19	13
20	только в	10	13
21	в конце	3	12
22	даже и	2	12
23	а именно	3	12
24	сказать что	7	12
25	едва ли	1	11
26	никогда не	5	11
27	потому что	6	11
28	таким образом	7	11
29	о том	17	11
30	не просто	1	10
31	ни в	3	10
32	тем не	2	10
33	и его	8	10
34	то это	3	10
35	прежде всего	7	10
36	как раз	4	10
37	и потому	2	10
38	и то	5	9
39	уже не	1	9
40	что это	4	9
41	в себе	2	9
42	и с	3	9
43	в своей	6	9
44	не менее	5	9
45	есть только	2	9
46	что же	6	9
47	как мы	1	8
48	в своем	2	8
49	в этой	11	8
50	он не	2	8
51	и что	4	8
52	а также	2	8
53	для него	6	8
54	может быть	15	8
55	а не	16	8
56	так же	5	8
57	а только	1	7
58	хотя и	1	7
59	что все	2	7
60	с тем	1	7
61	как и	9	7
62	несмотря на	2	7
63	в то	9	7
64	там же	1	7
65	что и	6	7
66	того что	9	7
67	так как	5	7
68	вместе с	1	7
69	к тому	1	7
70	а в	17	7
71	в своих	2	7
72	и на	1	6
73	кроме того	1	6
74	то в	3	6
75	с точки	8	6
76	по себе	1	6
77	и это	2	6
78	и от	1	6
79	так и	9	6
80	об этом	3	6
81	почему же	1	6
82	значит что	3	6
83	и даже	5	6
84	если не	2	6
85	xix века	1	6
86	да и	3	6
87	но это	6	6
88	хотя бы	6	6
89	отношения к	2	5
90	в ней	3	5
91	совсем не	2	5
92	в истории	3	5
93	все эти	5	5
94	содержит в	1	5
95	можно было	13	5
96	же касается	3	5
97	можно считать	1	5
98	но если	4	5
99	в отношении	9	5
100	дело в	6	5
101	тем что	5	5
102	для нас	7	5
103	ничего не	2	5
104	только и	1	5
105	у нас	11	5
106	ничего общего	3	5
107	для себя	3	5
108	еще в	1	5
109	с другой	9	5
110	конце концов	1	5
111	что он	10	5
112	в одном	1	5
113	не было	4	5
114	в данном	14	5
115	между прочим	2	5
116	в самом	7	4
117	то же	5	4
118	и о	1	4
119	вопрос о	4	4
120	но даже	1	4
121	еще не	3	4
122	но не	3	4
123	все же	8	4
124	но в	10	4
125	бы и	4	4
126	на то	4	4
127	было бы	17	4
128	ведь если	2	4
129	чем в	3	4
130	такой же	5	4
131	в котором	5	4
132	даже в	3	4
133	тому что	3	4
134	не имеет	4	4
135	в каком	3	4
136	только при	1	4
137	то время	2	4
138	в глаза	1	4
139	мог бы	1	4
140	она была	1	4
141	утверждает что	1	4
142	и можно	2	4
143	по мнению	3	4
144	если мы	1	4
145	при помощи	2	4
146	от того	1	4
147	здесь в	1	4
148	а с	3	4
149	говорит о	3	4
150	до конца	1	4
151	однако и	2	4
152	и все	2	4
153	него в	1	4
154	как это	4	4
155	в течение	1	4
156	такого рода	2	4
157	по существу	2	4
158	указать на	1	4
159	в результате	3	4
160	точно так	1	4
161	же как	3	3
162	на самом	6	3
163	мы имеем	2	3
164	я не	7	3
165	бы то	1	3
166	в чем	3	3
167	не все	3	3
168	за пределы	2	3
169	перед нами	1	3
170	и у	2	3
171	уже в	2	3
172	из этих	6	3
173	с их	1	3
174	в нем	5	3
175	при этом	2	3
176	в россии	4	3
177	так уж	1	3
178	является не	4	3
179	но все	4	3
180	то ни	1	3
181	том случае	1	3
182	в качестве	4	3
183	это было	1	3
184	это не	8	3
185	этом смысле	1	3
186	далеко не	1	3
187	не больше	1	3
188	нисколько не	2	3
189	разного рода	1	3
190	не столько	1	3
191	не в	12	3
192	что этот	2	3
193	и против	1	3
194	того чтобы	11	3
195	и притом	1	3
196	в духе	1	3
197	отличается от	1	3
198	оно не	1	3
199	в виду	1	3
200	с каким	1	3
201	то как	1	3
202	если бы	9	3
203	и вообще	3	3
204	настоящее время	1	3
205	к нему	2	3
206	что бы	1	3
207	говорит в	2	3
208	что здесь	2	3
209	как нечто	1	3
210	и тем	3	3
211	по этому	3	3
212	с одной	3	3
213	ни с	3	3
214	был бы	1	3
215	не так	1	3
216	всяком случае	6	3
217	само собой	1	3
218	и только	3	3
219	самого же	2	3
220	даже не	4	3
221	именно в	6	3
222	но о	1	3
223	вопросе о	1	3
224	и вовсе	1	3
225	подобного рода	1	3
226	одной стороны	2	3
227	как бы	4	3
228	но для	2	3
229	и для	3	3
230	в настоящее	1	3
231	но вот	1	3
232	как на	1	3
233	в таком	3	3
234	во всяком	6	3
235	свободен от	2	2
236	не имел	1	2
237	не хочет	2	2
238	и гораздо	1	2
239	не имеют	1	2
240	должна быть	3	2
241	и этот	1	2
242	и за	3	2
243	по его	2	2
244	мы не	2	2
245	на эти	7	2
246	в сущности	2	2
247	время как	2	2
248	на себя	1	2
249	ясными и	1	2
250	это время	1	2
251	он был	3	2
252	быть в	2	2
253	что его	1	2
254	за свое	1	2
255	но тогда	1	2
256	данном случае	6	2
257	но как	1	2
258	в сторону	2	2
259	этого последнего	1	2
260	и речи	2	2
261	в настоящем	1	2
262	во что	1	2
263	как говорит	1	2
264	общего с	3	2
265	с этим	3	2
266	что касается	3	2
267	это тоже	1	2
268	и к	1	2
269	от этого	2	2
270	не очень	1	2
271	только то	1	2
272	в которой	4	2
273	в целом	5	2
274	так или	2	2
275	в нашем	1	2
276	иначе и	1	2
277	но на	2	2
278	что она	4	2
279	же это	3	2
280	не как	1	2
281	и по	5	2
282	в другом	3	2
283	являются для	1	2
284	те или	1	2
285	нечего и	1	2
286	должен был	2	2
287	в это	1	2
288	о которых	1	2
289	были в	1	2
290	в этих	2	2
291	имеет ничего	2	2
292	и сейчас	4	2
293	что такая	1	2
294	можно найти	2	2
295	ли можно	1	2
296	в вопросе	1	2
297	оказывается что	1	2
298	и более	2	2
299	вытекает и	1	2
300	можно ли	4	2
301	тем самым	2	2
302	о значении	3	2
303	как можно	2	2
304	что эта	2	2
305	она не	2	2
306	на него	2	2
307	но что	1	2
308	но только	1	2
309	в разных	1	2
310	же время	4	2
311	по своей	2	2
312	что на	2	2
313	нет ни	2	2
314	не могут	1	2
315	и вполне	3	2
316	той или	1	2
317	бы это	2	2
318	не существует	3	2
319	ни стало	1	2
320	что оба	1	2
321	здесь нет	1	2
322	во многом	1	2
323	можно только	1	2
324	но у	1	2
325	является в	1	2
326	которая в	1	2
327	больше чем	2	2
328	его в	2	2
329	или иные	1	2
330	и всю	1	2
331	где у	1	2
332	бы в	1	2
333	быть и	2	2
334	но с	3	2
335	его статьи	2	2
336	одной из	1	2
337	в какой	3	2
338	с термином	1	2
339	и так	3	2
340	который в	1	2
341	в начале	3	2
342	свидетельствует о	2	2
343	а то	2	2
344	из них	8	2
345	себе в	1	2
346	могло бы	2	2
347	мы находим	4	2
