N	2gram	Losev_Prob_2	Vladivir
1	и в	35	30
2	в этом	17	20
3	то что	38	20
4	и не	37	18
5	в том	12	18
6	и с	10	14
7	а н	1	14
8	что он	4	13
9	в конце	7	13
10	не только	24	12
11	том что	19	12
12	что в	11	12
13	как мы	5	11
14	в его	7	11
15	а в	4	11
16	сказать что	24	11
17	и вообще	16	10
18	а также	2	10
19	не было	3	10
20	в с	2	10
21	и даже	11	10
22	все же	8	9
23	кроме того	5	9
24	было бы	8	9
25	не в	2	9
26	в то	6	9
27	не может	13	9
28	м с	2	9
29	потому что	13	9
30	в своем	4	8
31	но в	6	8
32	что же	9	8
33	н в	1	8
34	не мог	1	8
35	связи с	5	8
36	но и	16	8
37	в связи	5	8
38	вместе с	2	8
39	до конца	1	7
40	то есть	39	7
41	ни в	6	7
42	точки зрения	2	7
43	никогда не	1	7
44	не менее	13	7
45	может быть	18	7
46	а не	10	7
47	а ф	5	7
48	как это	1	7
49	между прочим	1	7
50	для нас	9	7
51	и все	5	7
52	также и	12	6
53	он был	1	6
54	хотя и	3	6
55	и к	3	6
56	в себе	5	6
57	об этом	2	6
58	в москве	1	6
59	тем не	12	6
60	и его	1	6
61	у нас	18	6
62	то время	1	6
63	всякого рода	4	6
64	только в	14	6
65	всяком случае	10	6
66	а именно	6	6
67	еще и	5	6
68	прежде всего	11	6
69	о чем	6	6
70	года в	1	6
71	к этому	1	6
72	во всяком	13	6
73	и то	10	5
74	с этим	5	5
75	то в	1	5
76	все эти	7	5
77	при этом	3	5
78	необходимо сказать	6	5
79	как и	5	5
80	по себе	8	5
81	так как	7	5
82	для себя	9	5
83	в дальнейшем	1	5
84	так и	7	5
85	с ним	1	5
86	другими словами	6	5
87	и что	13	5
88	того что	12	5
89	тот же	4	5
90	так что	11	5
91	но что	1	5
92	как бы	4	5
93	о его	1	5
94	все это	4	5
95	в результате	4	5
96	из этого	2	5
97	то же	5	4
98	той же	2	4
99	я не	1	4
100	то это	3	4
101	в ней	2	4
102	и на	5	4
103	время в	1	4
104	что его	1	4
105	с его	1	4
106	совсем не	7	4
107	отношение к	1	4
108	не очень	2	4
109	что это	1	4
110	в целом	3	4
111	в этой	9	4
112	и если	3	4
113	в нем	1	4
114	он не	2	4
115	содержит в	2	4
116	м а	7	4
117	его в	3	4
118	это было	2	4
119	и мы	2	4
120	несмотря на	3	4
121	в этих	4	4
122	разного рода	4	4
123	по крайней	6	4
124	мы должны	3	4
125	можно судить	3	4
126	не есть	33	4
127	и о	4	4
128	здесь не	2	4
129	можно сказать	6	4
130	судить по	1	4
131	о том	18	4
132	конечно не	2	4
133	вовсе не	37	4
134	для меня	5	4
135	крайней мере	6	4
