N	2gram	Propp_Isto_1	Formalny
1	и в	28	38
2	в этом	8	27
3	т е	10	26
4	может быть	25	23
5	и его	3	21
6	и пр	4	21
7	таким образом	8	20
8	и не	9	20
9	не в	9	15
10	прежде всего	10	15
11	и т	25	14
12	не может	15	14
13	в нем	2	13
14	связи с	4	13
15	но и	10	13
16	в пределах	4	12
17	с тем	4	11
18	в том	9	11
19	вовсе не	2	11
20	в его	5	10
21	в связи	4	10
22	не только	12	9
23	при этом	3	9
24	и с	4	9
25	как и	4	9
26	т п	1	9
27	отнюдь не	1	8
28	все же	10	8
29	так и	9	8
30	что и	6	8
31	тем что	3	8
32	в первом	1	7
33	как мы	3	7
34	по себе	3	7
35	для него	2	7
36	в своей	1	7
37	уже не	3	7
38	этом отношении	1	7
39	не могут	2	7
40	по существу	5	7
41	что в	12	7
42	художественного произведения	1	6
43	и ее	1	6
44	в ней	7	6
45	в истории	1	6
46	все эти	4	6
47	в этой	6	6
48	то же	12	6
49	было бы	7	6
50	он не	2	6
51	в их	3	6
52	могут быть	4	6
53	в языке	1	6
54	только в	11	6
55	то что	9	6
56	не было	1	6
57	вместе с	6	6
58	а не	15	6
59	как раз	2	6
60	в результате	1	6
61	хотя бы	4	6
62	а в	7	6
63	это и	1	5
64	должна быть	5	5
65	говорить о	1	5
66	во всех	2	5
67	т д	22	5
68	в то	3	5
69	в основе	4	5
70	если бы	8	5
71	сводится к	1	5
72	и должно	3	5
73	и только	2	5
74	говорит в	2	5
75	что он	10	5
76	если мы	3	5
77	именно в	3	5
78	с этим	4	5
79	что же	3	5
80	и для	4	5
81	бы в	2	5
82	или иного	1	5
83	во всяком	1	5
84	все остальное	1	4
85	одним словом	4	4
86	что оно	1	4
87	в сторону	1	4
88	что они	5	4
89	независимо от	1	4
90	как в	2	4
91	и к	1	4
92	как таковое	1	4
93	не как	3	4
94	его от	1	4
95	от нее	1	4
96	материала и	2	4
97	мы видели	2	4
98	раз и	3	4
99	как о	2	4
100	ничего не	2	4
101	к тому	6	4
102	здесь не	4	4
103	в дальнейшем	5	4
104	того или	1	4
105	но в	8	4
106	чем он	1	4
107	в большинстве	4	4
108	что не	2	4
109	из них	3	4
110	так как	6	4
111	в особенности	2	4
112	и даже	4	4
113	в некоторых	2	4
114	другой стороны	5	4
115	там где	4	4
116	вот как	1	4
117	как бы	2	4
118	дело идет	1	4
119	известной степени	1	4
120	совершенно не	1	4
121	оно не	1	4
122	к этому	2	4
123	они не	4	4
124	например в	5	3
125	же как	2	3
126	тем же	1	3
127	в зависимости	2	3
128	а как	1	3
129	из всего	1	3
130	мы не	10	3
131	то это	3	3
132	зависимости от	2	3
133	и на	4	3
134	значение и	2	3
135	материалом для	1	3
136	однако не	2	3
137	хотя и	1	3
138	и как	2	3
139	от этого	2	3
140	что это	8	3
141	в целом	2	3
142	из этих	1	3
143	но ведь	1	3
144	только на	1	3
145	так сказать	1	3
146	всех этих	2	3
147	значительной степени	1	3
148	главным образом	1	3
149	его в	6	3
150	это было	2	3
151	в художественную	1	3
152	задачи и	1	3
153	до известной	1	3
154	не видели	2	3
155	в области	2	3
156	но все	4	3
157	не есть	2	3
158	того чтобы	1	3
159	изучения и	1	3
160	так в	4	3
161	все дело	1	3
162	и здесь	7	3
163	в значительной	1	3
164	должно было	1	3
165	того что	4	3
166	в какой	3	3
167	именно на	2	3
168	то и	2	3
169	большинстве случаев	4	3
170	мы знаем	4	3
171	и их	3	3
172	слова в	1	3
173	каждый из	1	3
174	для того	1	3
175	исходили из	1	3
176	с другой	6	3
177	и др	7	3
178	а наоборот	1	3
179	не то	4	3
180	это приводит	2	3
181	все это	4	3
182	на самом	1	3
183	или в	5	3
184	и все	1	3
185	была бы	2	3
186	можно говорить	1	2
187	относится и	1	2
188	в такой	2	2
189	и то	1	2
190	едва ли	1	2
191	было и	1	2
192	его не	1	2
193	это время	2	2
194	он был	1	2
195	столь же	2	2
196	как таковая	2	2
197	совсем не	1	2
198	но не	5	2
199	но как	1	2
200	а только	2	2
201	отличие от	2	2
202	к сожалению	3	2
203	что именно	1	2
204	такое представление	1	2
205	перед нами	3	2
206	кроме того	1	2
207	то в	1	2
208	со своей	1	2
209	та же	1	2
210	в которой	1	2
211	он в	2	2
212	действительности а	1	2
213	ее как	1	2
214	основная задача	1	2
215	борьбы с	2	2
216	своем развитии	1	2
217	в понимании	1	2
218	именно из	1	2
219	и более	1	2
