N	2gram	Medvedev_F_1	Problema
1	то что	8	42
2	вовсе не	10	35
3	и в	24	32
4	и не	20	31
5	не есть	2	29
6	в этом	15	19
7	не менее	11	19
8	тем не	1	18
9	не только	7	17
10	потому что	1	16
11	в себе	3	15
12	по себе	5	15
13	в виде	1	15
14	а не	10	15
15	но в	5	14
16	у нас	5	14
17	может быть	14	14
18	как бы	6	14
19	в нем	14	13
20	и тем	1	13
21	как раз	2	13
22	сказать что	1	13
23	том что	1	12
24	что в	4	12
25	так и	18	12
26	а именно	1	12
27	и т	12	11
28	также и	1	11
29	так как	1	11
30	и даже	3	11
31	если мы	2	11
32	ничего общего	1	11
33	то же	10	10
34	отнюдь не	6	10
35	в этой	6	10
36	т д	8	10
37	ничего не	2	10
38	прежде всего	22	10
39	еще не	6	9
40	но не	3	9
41	раз и	2	9
42	того чтобы	1	9
43	и это	2	9
44	и что	2	9
45	но и	7	9
46	по своему	1	9
47	в данном	1	9
48	что же	1	9
49	в том	6	9
50	так же	4	9
51	и о	1	8
52	и ее	10	8
53	и на	8	8
54	общего с	1	8
55	все эти	6	8
56	на то	1	8
57	было бы	6	8
58	он и	1	8
59	в своей	11	8
60	есть только	1	8
61	данном случае	1	8
62	даже и	2	8
63	не может	16	8
64	но это	3	8
65	смысле слова	1	7
66	во всех	5	7
67	всех этих	3	7
68	ни в	2	7
69	в них	3	7
70	и является	2	7
71	как мы	5	7
72	здесь не	3	7
73	никогда не	4	7
74	того что	5	7
75	что он	3	7
76	только в	2	7
77	все это	9	7
78	и все	6	7
79	во всяком	4	7
80	самом деле	6	6
81	на самом	7	6
82	и есть	1	6
83	говорить о	1	6
84	за пределы	2	6
85	и как	3	6
86	в самом	5	6
87	и если	2	6
88	при этом	5	6
89	его в	3	6
90	это не	2	6
91	что такое	2	6
92	в то	9	6
93	таким образом	13	6
94	и здесь	6	6
95	в его	23	6
96	этом смысле	1	6
97	так что	1	6
98	как это	6	6
99	хотя и	1	6
100	совершенно не	1	6
101	действительности и	3	5
102	мы уже	1	5
103	а только	2	5
104	она есть	2	5
105	в своем	11	5
106	перед нами	1	5
107	то в	1	5
108	но уже	1	5
109	далеко не	1	5
110	с тем	2	5
111	в котором	1	5
112	текста и	1	5
113	связи с	3	5
114	в сознании	1	5
115	можно сказать	1	5
116	для нас	1	5
117	или иной	1	5
118	не является	1	5
119	тем более	1	5
120	в их	11	4
121	это совершенно	1	4
122	мы и	1	4
123	литературы и	2	4
124	совсем не	1	4
125	с которыми	1	4
126	сама по	2	4
127	в истории	4	4
128	и вовсе	1	4
129	как в	8	4
130	как он	1	4
131	входит в	6	4
132	в отдельности	1	4
133	не в	8	4
134	тому что	1	4
135	тем самым	3	4
136	мышления и	1	4
137	и притом	1	4
138	а в	6	4
139	не говоря	1	4
140	если бы	4	4
141	а также	1	4
142	в литературе	5	4
143	один из	3	4
144	литературе и	2	4
145	только на	5	4
146	перейти к	2	4
147	именно как	12	4
148	именно в	8	4
149	и пр	17	4
150	не было	3	4
151	ни на	3	4
152	есть результат	1	4
153	и для	1	4
154	в связи	4	4
155	или в	1	4
156	и ни	1	4
157	же в	3	4
158	по поводу	1	4
159	не должны	1	3
160	в чем	1	3
161	не имеющий	1	3
162	и эстетики	1	3
163	в ее	8	3
164	что они	1	3
165	с этим	2	3
166	однако не	2	3
167	более или	6	3
168	в действительности	2	3
169	мы получаем	1	3
170	учение о	4	3
171	но он	1	3
172	но ведь	2	3
173	как оно	1	3
174	он не	3	3
175	и чисто	2	3
176	его от	1	3
177	но все	2	3
178	или на	2	3
179	действительности в	2	3
180	в жизни	3	3
181	как и	11	3
182	и уже	1	3
183	несмотря на	1	3
184	нисколько не	2	3
185	смысл и	1	3
186	или менее	6	3
187	в этих	1	3
188	точки зрения	16	3
189	с точки	13	3
190	бы мы	1	3
191	есть еще	1	3
192	в отношении	3	3
193	только не	2	3
194	в самой	2	3
195	прежде чем	2	3
196	тех или	1	3
197	и его	10	3
198	однако это	1	3
199	к тому	3	3
200	что оно	1	3
201	ясно что	3	3
202	для этого	4	3
203	не на	2	3
204	но отнюдь	1	3
205	только и	4	3
206	искусства и	5	3
207	другими словами	1	3
208	настоящее время	10	3
209	к нему	1	3
210	и во	1	3
211	во всей	2	3
212	вещи как	1	3
213	значит что	1	3
214	мы увидим	4	3
215	очень много	1	3
216	именно на	1	3
217	уже не	2	3
218	из них	1	3
219	всяком случае	4	3
220	сами по	2	3
221	уже и	1	3
222	до сих	6	3
223	с другой	5	3
224	здесь в	2	3
225	оно не	4	3
226	что не	1	3
227	нужно сказать	1	3
228	однако и	1	3
229	бы оно	2	3
230	быть и	4	3
231	сих пор	6	3
232	но для	3	3
233	в настоящее	10	3
234	чтобы понять	1	3
235	от всего	1	3
236	хотя бы	5	3
237	с ним	2	3
238	может и	2	3
239	другой стороны	1	3
240	его именно	1	3
241	есть и	1	3
242	себе не	1	3
243	себе но	1	3
244	в искусстве	5	3
245	для этих	1	2
246	например в	1	2
247	для построения	1	2
248	же как	2	2
249	к нашему	1	2
250	мы здесь	1	2
251	и потому	9	2
252	в первом	1	2
253	по преимуществу	1	2
254	и до	5	2
255	в конкретном	3	2
256	едва ли	1	2
257	мы не	3	2
258	что если	1	2
259	на себя	1	2
260	говоря уже	1	2
261	с его	4	2
262	нет и	2	2
263	чем же	2	2
264	очень трудно	1	2
265	кроме того	1	2
266	в которой	4	2
267	перестанет быть	1	2
268	так или	1	2
269	он в	2	2
270	из этих	1	2
271	сознания с	1	2
272	вообще не	1	2
273	на его	2	2
274	не значит	1	2
275	он должен	3	2
276	действительности к	1	2
277	ним на	1	2
278	или иных	1	2
279	а это	1	2
280	и заключается	2	2
281	и понятие	1	2
282	как они	1	2
283	и может	4	2
284	и с	8	2
285	и чтобы	1	2
286	с другими	4	2
287	всеми своими	1	2
288	ведь если	1	2
289	для них	1	2
290	должно быть	11	2
291	в эту	2	2
292	нас не	2	2
293	не как	4	2
294	знаем что	1	2
295	друг другу	1	2
296	и очень	1	2
297	на один	1	2
298	она не	6	2
299	не имеет	1	2
300	в науке	2	2
301	но только	1	2
302	для всего	1	2
303	следовательно и	2	2
304	учения о	2	2
305	не о	3	2
306	и сама	1	2
307	в области	3	2
308	которого он	1	2
309	не могут	1	2
310	могут быть	1	2
311	как для	1	2
312	например на	1	2
313	теории в	1	2
314	они вовсе	1	2
315	мы наблюдаем	1	2
316	особенно в	3	2
317	здесь нет	1	2
318	и всегда	1	2
319	смысле и	1	2
320	часто и	2	2
321	и должно	2	2
322	понятие и	1	2
323	того или	2	2
324	и всю	1	2
325	между тем	2	2
326	на одном	1	2
327	все время	2	2
328	о предмете	1	2
329	если взять	1	2
330	в него	2	2
331	эти последние	1	2
332	предмета и	1	2
333	вещи от	1	2
334	мы видим	1	2
335	а часто	2	2
336	не мешает	1	2
337	со всеми	3	2
338	на этой	1	2
339	не можем	2	2
340	от других	1	2
341	для него	3	2
342	не для	3	2
343	с этими	1	2
344	как его	1	2
345	но что	1	2
346	как такового	2	2
347	изображения или	1	2
348	со всем	3	2
349	или иначе	2	2
350	и нельзя	1	2
351	данного художественного	1	2
352	но есть	2	2
353	что для	1	2
354	она является	2	2
355	его как	3	2
356	вместе с	2	2
357	и особенно	2	2
358	направление в	3	2
359	по существу	2	2
360	не хватает	1	2
361	в это	1	2
362	между прочим	1	2
363	сознания и	1	2
364	в результате	2	2
365	особого рода	1	2
366	этой действительности	1	2
367	или вообще	1	2
368	только что	1	2
369	гораздо больше	1	2
370	взятые сами	1	2
371	от всех	3	2
372	к его	1	2
373	для нашего	2	2
374	или иного	3	2
375	самой же	1	2
376	значение не	1	2
377	всем этом	1	2
378	ее в	1	2
379	трудности и	1	1
380	себя как	1	1
381	художественном произведении	3	1
382	а между	1	1
383	ту же	1	1
384	этого в	1	1
385	этой структуры	1	1
386	чтобы не	2	1
387	художественного произведения	23	1
388	начинается с	1	1
389	других областей	1	1
390	изображения и	3	1
391	не через	1	1
392	необходимо изучить	1	1
393	из самых	1	1
394	вещей в	2	1
395	но чего	1	1
396	чтобы выделить	1	1
397	оно было	2	1
398	и должен	2	1
399	отношения к	6	1
400	и этот	1	1
401	в году	2	1
402	входящих в	2	1
403	той же	1	1
