N	2gram	Voloshinov_1	Analitik
1	не только	8	22
2	и в	19	18
3	как и	12	14
4	так и	11	14
5	в этом	16	14
6	и его	19	13
7	но и	8	13
8	том что	3	12
9	в качестве	2	12
10	и не	26	12
11	в частности	2	12
12	при этом	8	11
13	а в	4	10
14	как бы	15	10
15	что в	4	9
16	может быть	26	9
17	со стороны	1	9
18	а не	7	9
19	в том	6	9
20	со своей	1	8
21	с его	1	8
22	и даже	2	8
23	в первой	2	8
24	по отношению	3	7
25	в русской	2	7
26	как раз	2	7
27	в его	6	7
28	с другой	5	7
29	но не	1	7
30	отношению к	2	7
31	и самого	1	6
32	еще не	4	6
33	в этой	1	6
34	он не	3	6
35	не в	5	6
36	к тому	2	6
37	для него	9	6
38	о том	2	6
39	в начале	5	6
40	того же	6	5
41	той же	2	5
42	в самом	10	5
43	лишь в	9	5
44	в слове	10	5
45	или иной	3	5
46	в сущности	3	5
47	что и	2	5
48	между тем	3	5
49	уже не	1	5
50	в конце	5	5
51	никогда не	2	5
52	и т.п	10	5
53	в свою	2	5
54	прежде всего	13	5
55	не является	4	5
56	такого рода	1	5
57	в результате	9	5
58	другой стороны	6	5
59	принадлежит к	1	4
60	и на	4	4
61	столь же	1	4
62	а и	1	4
63	что он	2	4
64	отнюдь не	6	4
65	в своем	2	4
66	и как	3	4
67	по пути	1	4
68	и к	3	4
69	таким образом	17	4
70	приводит к	1	4
71	по себе	4	4
72	тем самым	1	4
73	в одном	1	4
74	ли не	1	4
75	не менее	4	4
76	свою очередь	2	4
77	в пределах	6	4
78	можно сказать	3	4
79	не есть	3	4
80	во втором	2	4
81	далеко не	4	4
82	о чем	1	4
83	в данном	4	4
84	все же	8	4
85	здесь и	1	3
86	его не	1	3
87	мы не	6	3
88	всех без	4	3
89	говорить о	1	3
90	в целом	1	3
91	уже в	1	3
92	здесь не	1	3
93	но как	1	3
94	ответ на	1	3
95	как говорит	1	3
96	в рамках	1	3
97	как в	4	3
98	с этим	4	3
99	поскольку он	1	3
100	из этих	2	3
101	с их	1	3
102	нашего времени	1	3
103	у пушкина	1	3
104	подобно тому	1	3
105	без исключения	8	3
106	то же	7	3
107	в каждом	7	3
108	не будет	4	3
109	его в	3	3
110	лишь на	1	3
111	и того	6	3
112	одного и	5	3
113	точки зрения	34	3
114	и без	1	3
115	не столько	4	3
116	все это	3	3
