N	2gram	Vinokur_St_1	FransuaR
1	и в	44	40
2	то есть	2	18
3	и его	8	17
4	прежде всего	7	16
5	в этом	21	15
6	не только	18	13
7	в его	9	13
8	и не	16	13
9	вовсе не	19	12
10	что в	30	12
11	как и	9	11
12	но и	10	11
13	таким образом	7	10
14	как мы	1	10
15	в сущности	2	9
16	он не	2	9
17	в них	1	9
18	может быть	15	9
19	и все	2	9
20	и до	1	8
21	той же	5	8
22	и на	1	8
23	отношение к	2	8
24	все эти	5	8
25	и с	3	8
26	во время	3	8
27	в эпоху	2	8
28	в том	36	8
29	у него	2	8
30	но в	10	8
31	то же	5	7
32	в своем	2	7
33	в виду	1	7
34	в одном	1	7
35	и др	1	7
36	в духе	1	7
37	во всех	8	6
38	в самом	7	6
39	в этих	2	6
40	в то	9	6
41	же время	4	6
42	и других	1	6
43	до конца	1	6
44	в той	6	6
45	в своей	6	6
46	к этому	1	6
47	здесь и	1	5
48	в нем	5	5
49	со всеми	2	5
50	в основе	3	5
51	и для	3	5
52	xx века	1	5
53	для него	6	5
54	то что	18	5
55	не было	4	5
56	а не	16	5
57	как раз	4	5
58	в своих	2	5
59	также и	9	4
60	жизни и	5	4
61	в ней	3	4
62	xix века	1	4
63	в истории	3	4
64	в нашем	1	4
65	было бы	17	4
66	ни в	3	4
67	и вы	1	4
68	том что	29	4
69	даже в	3	4
70	того чтобы	11	4
71	в области	14	4
72	у нас	11	4
73	мы встречаем	1	4
74	о том	17	4
75	и о	1	4
76	так в	1	4
77	а также	2	4
78	и во	2	4
79	из них	8	4
80	так как	5	4
81	и даже	5	4
82	до сих	7	4
83	здесь в	1	4
84	не видит	1	4
85	и потому	2	4
86	в данном	14	4
87	сих пор	7	4
88	все это	5	4
89	видно что	3	4
90	в культуре	1	4
91	ни для	1	4
92	еще более	4	4
93	самом деле	11	3
94	на самом	6	3
95	и есть	1	3
96	правильного понимания	1	3
97	первой книге	1	3
98	он был	3	3
99	с его	1	3
100	по отношению	3	3
101	в этой	11	3
102	кроме того	1	3
103	и к	1	3
104	всего необходимо	1	3
105	в себе	2	3
106	но ведь	8	3
107	связанные с	3	3
108	при этом	2	3
109	всех этих	2	3
110	для понимания	1	3
111	но дело	1	3
112	об этом	3	3
113	на протяжении	1	3
114	но именно	2	3
115	мировой литературы	1	3
116	их в	2	3
117	для этого	2	3
118	вплоть до	5	3
119	в таких	1	3
120	дело не	4	3
121	одна из	1	3
122	о нем	1	3
123	и стиля	1	3
124	начиная с	2	3
125	но все	4	3
126	правда не	1	3
127	в ее	4	3
128	не подлежит	1	3
129	можно было	13	3
130	еще в	1	3
131	если бы	9	3
132	в другом	3	3
133	между тем	3	3
134	нуждается в	1	3
135	что и	6	3
136	во всей	1	3
137	в свете	1	3
138	еще не	3	3
139	только в	10	3
140	так и	9	3
141	же и	4	3
142	в начале	3	3
143	одно из	2	3
144	не так	1	3
145	мы находим	4	3
146	в конце	3	3
147	тем что	5	3
148	характерны для	1	3
149	в других	2	3
150	для того	10	3
151	сказать что	7	3
152	там где	5	3
153	для этой	1	3
154	научного изучения	4	3
155	в частности	4	3
156	не может	8	3
157	вместе с	1	3
158	как в	13	3
159	такого рода	2	3
160	как бы	4	3
161	и смерти	1	3
162	и от	1	3
163	но это	6	3
164	а в	17	3
165	слово в	1	3
166	они не	1	3
167	том числе	2	3
168	как известно	1	2
169	например в	8	2
170	того же	3	2
171	это и	4	2
172	тем же	3	2
173	этого он	1	2
174	и этот	1	2
175	мы не	2	2
176	по адресу	1	2
177	на тему	1	2
178	хотя бы	6	2
179	на них	1	2
180	быть в	2	2
181	но не	3	2
182	думать что	2	2
183	это самое	1	2
184	в течение	1	2
185	что он	10	2
186	все же	8	2
187	и понимания	1	2
188	лежит на	1	2
189	в которой	4	2
190	в целом	5	2
191	он в	1	2
192	из этих	6	2
193	раз в	2	2
194	эпохи и	3	2
195	как он	1	2
196	в первой	12	2
197	в корне	1	2
198	и вот	1	2
199	свидетельствует о	2	2
200	в плане	1	2
201	значительной степени	1	2
202	для всей	1	2
203	лишь в	3	2
204	это вовсе	2	2
205	ни одной	2	2
206	далеко не	1	2
207	только во	1	2
208	в один	1	2
209	точки зрения	11	2
210	в котором	5	2
211	его современников	1	2
212	представление о	4	2
213	своего рода	3	2
214	которых так	1	2
215	одном из	1	2
216	но он	2	2
217	что было	1	2
218	том же	1	2
219	и очень	4	2
220	не менее	5	2
221	как о	2	2
222	считает что	1	2
223	дело в	6	2
224	значение этого	1	2
225	этом отношении	7	2
226	ему не	1	2
227	и далее	1	2
228	и такие	2	2
229	числе и	2	2
230	должны быть	3	2
231	той или	1	2
232	и это	2	2
233	данном случае	6	2
234	на основе	1	2
235	и сам	2	2
236	времени и	1	2
237	здесь нет	1	2
238	поэтому в	3	2
239	можно сказать	1	2
240	в разных	1	2
241	говорит об	2	2
242	образом в	1	2
243	с того	1	2
244	с другой	9	2
245	язык и	1	2
246	это не	8	2
247	для установления	2	2
248	к нему	2	2
249	сомнению что	1	2
250	как нечто	1	2
251	и так	3	2
252	который в	1	2
253	включает в	1	2
254	но как	1	2
255	или же	2	2
256	об их	1	2
257	больше чем	2	2
258	эпохи но	1	2
259	конечно не	2	2
260	и у	2	2
261	уже в	2	2
