N	3gram	Tiupa_Disk_2	Vladivir
1	в том что	6	9
2	во всяком случае	1	6
3	тем не менее	1	6
4	что же касается	2	5
5	и то что	2	5
6	по крайней мере	1	4
7	в это время	1	4
8	содержит в себе	2	4
9	дело в том	2	3
10	с точки зрения	2	3
11	в отличие от	12	3
12	в то же	4	3
13	не в том	1	3
14	то же время	5	3
15	о том что	3	3
16	не говоря уже	1	2
17	говоря уже о	1	2
18	в данном случае	6	2
19	или по крайней	1	2
20	и все же	3	2
21	потому что в	1	1
22	прежде всего на	1	1
23	и в частности	1	1
24	равно как и	1	1
25	заключающие в себе	1	1
26	а также от	1	1
27	в том числе	1	1
28	в этом случае	2	1
29	в году как	1	1
30	можно утверждать что	1	1
31	и в то	1	1
32	бы то ни	1	1
33	при этом в	2	1
34	приходит к выводу	1	1
35	только то что	1	1
36	в этом отношении	4	1
37	то что в	1	1
38	до известной степени	1	1
39	а также и	1	1
40	и как бы	2	1
41	к одному из	1	1
42	с теми же	1	1
43	в первую очередь	2	1
44	из той же	1	1
45	не может быть	3	1
46	в свое время	2	1
47	в споре с	1	1
48	со своего рода	1	1
49	данном случае мы	1	1
50	здесь как и	1	1
51	с самого начала	1	1
52	и прежде всего	2	1
53	в самом деле	1	1
54	можно сказать что	1	1
55	же касается самого	1	1
56	но это не	1	1
57	в этот период	1	1
