N	3gram	Vinokur_Ku_3	Problema
1	о том что	3	14
2	тем не менее	9	12
3	в таком случае	2	10
4	во всяком случае	1	10
5	то что мы	1	7
6	в этом случае	4	7
7	по крайней мере	1	6
8	и т д	8	6
9	в этом смысле	1	5
10	в данном случае	4	5
11	с одной стороны	4	5
12	в связи с	4	5
13	того или иного	3	5
14	с другой стороны	3	5
15	то же самое	1	5
16	в языке и	1	4
17	более или менее	2	4
18	как раз и	2	4
19	только в том	2	4
20	до сих пор	8	4
21	тот или иной	2	4
22	говоря уже о	2	4
23	до тех пор	4	4
24	в то же	1	4
25	есть прежде всего	1	4
26	сама по себе	2	4
27	в том что	8	4
28	не говоря уже	2	4
29	хотя бы и	1	3
30	если бы не	2	3
31	но и в	1	3
32	только то что	2	3
33	не о чем	1	3
34	и в этом	4	3
35	не может быть	3	3
36	бы не было	1	3
37	те или иные	1	3
38	только тогда когда	4	3
39	и той же	1	2
40	на самом деле	3	2
41	в самом деле	11	2
42	в том числе	2	2
43	имеется в виду	1	2
44	можно говорить о	3	2
45	бы то ни	1	2
46	а может быть	1	2
47	можно было бы	10	2
48	для нашей темы	1	2
49	то или иное	2	2
50	в том случае	4	2
51	может быть и	1	2
52	для того чтобы	11	2
53	если мы возьмем	1	2
54	не только в	3	2
55	само по себе	1	2
56	и тот же	2	2
57	не так уж	1	2
58	когда мы говорим	1	2
59	не имеет ничего	1	2
60	один и тот	2	2
61	одной и той	1	2
62	заключается в том	1	2
63	и независимо от	1	2
64	а не просто	2	2
65	не только не	1	2
66	значением слова и	1	2
67	и прежде всего	1	2
68	друг от друга	1	2
69	по этому поводу	1	2
70	которая как раз	1	1
71	грамматика не есть	1	1
72	идет только о	1	1
73	какой мере не	2	1
74	в той или	2	1
75	между прочим в	1	1
76	в какой мере	2	1
77	то ни стало	1	1
78	самый язык а	1	1
79	а вовсе не	1	1
80	здесь может быть	1	1
81	того целого которое	1	1
82	одним и тем	2	1
83	которые хотя и	1	1
84	далеко не все	1	1
85	также и в	1	1
86	чем в слове	1	1
87	в письменном виде	1	1
88	имеются в виду	1	1
89	является не только	1	1
90	а в том	1	1
91	конечно уже не	1	1
92	не может обойтись	1	1
93	во что бы	1	1
94	о чем и	1	1
95	тем что она	2	1
96	и не может	1	1
97	в зависимости от	7	1
98	еще и о	1	1
99	без особого труда	1	1
100	те смысловые оттенки	1	1
101	вовсе не потому	1	1
102	тот же вопрос	1	1
103	по своему содержанию	1	1
104	в виду те	1	1
105	а так как	1	1
106	с тем чтобы	2	1
107	в собственном смысле	1	1
108	и только после	2	1
109	отделяя его от	1	1
110	что она не	1	1
111	совершенно ясно что	2	1
112	лежат в основе	1	1
113	том что не	2	1
114	вместе с тем	1	1
115	не то что	1	1
116	ничего не значит	2	1
117	и тем не	3	1
118	в известной мере	1	1
119	ни в какой	2	1
120	о значении слова	1	1
121	и в то	1	1
122	что бы то	1	1
123	которые лежат в	1	1
124	к учению о	1	1
125	так же как	1	1
126	в этих словах	1	1
127	от которого оно	1	1
128	и о них	1	1
129	и в отношении	1	1
130	в общем смысле	1	1
131	тот же звук	1	1
132	в известном смысле	2	1
133	бы для этого	1	1
134	ли в этом	1	1
135	язык не только	1	1
136	то тем самым	1	1
137	можно только тогда	1	1
138	а с другой	3	1
139	в одном случае	1	1
140	уже о том	1	1
141	с нашей точки	1	1
142	всего этого можно	1	1
143	только после всего	1	1
144	по тому что	1	1
145	в каком смысле	1	1
146	только о том	1	1
147	будет у нас	1	1
148	вовсе еще не	1	1
149	должны сказать что	1	1
150	каждый раз в	1	1
151	для нас в	1	1
152	отнюдь не означает	1	1
153	свое время в	1	1
154	что даже в	1	1
155	нельзя представлять себе	1	1
156	не есть вопрос	1	1
157	в общем и	2	1
158	то обстоятельство что	3	1
159	мы не можем	1	1
160	от того что	2	1
161	не потому что	1	1
162	в то время	1	1
163	этого можно будет	1	1
164	так и в	3	1
165	по себе уже	1	1
166	и тем же	2	1
167	мы должны сказать	1	1
168	значении слова то	1	1
169	той же формы	1	1
170	судить по тому	1	1
171	но это же	1	1
172	той или иной	5	1
173	но все же	1	1
174	ту или иную	1	1
175	нашей точки зрения	1	1
176	для одной и	1	1
177	мы имеем в	1	1
178	после всего этого	1	1
179	в вопросе о	1	1
180	в то или	1	1
181	как о том	1	1
182	это вовсе не	1	1
183	что слово есть	1	1
184	том случае когда	3	1
185	и в вопросе	1	1
186	отношение существует между	1	1
187	что речь идет	1	1
188	в свое время	2	1
