N	3gram	Savitsky_P_1	Myshleni
1	с точки зрения	3	21
2	для того чтобы	1	18
3	в том что	4	13
4	по сравнению с	1	7
5	так же как	1	7
6	с одной стороны	3	5
7	вместе с тем	1	4
8	не может быть	1	4
9	заключается в том	2	4
10	и тем самым	1	4
11	одной стороны и	2	3
12	в наших глазах	1	3
13	в собственном смысле	1	3
14	и то что	1	3
15	том что в	1	2
16	в известном смысле	1	2
17	в отличие от	1	2
18	в большинстве случаев	1	2
19	что в этом	1	2
20	друг с другом	1	2
21	и слова но	1	1
22	одна из важнейших	1	1
23	мы видим в	1	1
24	тех пор пока	1	1
25	никогда не осуществляется	1	1
26	есть прежде всего	1	1
27	в том числе	2	1
28	что мы и	1	1
29	в этом смысле	1	1
30	что с точки	1	1
31	и не может	1	1
32	в основном и	1	1
33	том числе и	1	1
34	в гораздо большей	4	1
35	заключает в себе	2	1
36	до тех пор	1	1
37	для них в	1	1
38	она должна была	1	1
39	если бы мы	1	1
40	не только в	4	1
41	что в момент	1	1
42	в одно и	1	1
43	исключительно и только	1	1
44	и в этом	1	1
45	с тем же	1	1
46	с другой стороны	1	1
47	само по себе	1	1
48	как бы часть	1	1
49	во всяком случае	1	1
50	что то же	1	1
51	одно из важнейших	1	1
52	этой последней в	1	1
53	мы не только	1	1
54	но также и	1	1
55	в то же	7	1
