N	3gram	Medvedev_F_2	Analitik
1	в том что	2	6
2	в данном случае	1	5
3	с одной стороны	1	4
4	и в этом	5	4
5	в этом случае	1	4
6	в этом отношении	7	3
7	по крайней мере	1	3
8	того или иного	4	3
9	тем не менее	1	3
10	как и в	1	3
11	в этом смысле	2	2
12	с точки зрения	7	2
13	в таком случае	1	2
14	в то же	5	2
15	том или ином	1	2
16	в значительной степени	3	2
17	в отличие от	2	2
18	в том или	1	2
19	с другой стороны	3	2
20	то же время	5	2
21	и тем самым	1	2
22	особое место в	1	1
23	что иное как	1	1
24	как бы не	1	1
25	более или менее	1	1
26	на этом фоне	1	1
27	к другому в	1	1
28	это было в	1	1
29	как раз и	3	1
30	с установкой на	1	1
31	он в этой	1	1
32	как это было	2	1
33	сами по себе	2	1
34	со стороны других	1	1
35	но и в	3	1
36	во всех этих	1	1
37	с самим собою	1	1
38	на этот вопрос	1	1
39	в системе языка	1	1
40	в противном случае	1	1
41	одной из своих	1	1
42	то и другое	2	1
43	или ином типе	1	1
44	вместе с ними	1	1
45	лишь материал для	1	1
46	до известной степени	3	1
47	не совпадает с	1	1
48	в применении к	2	1
49	в этой плоскости	1	1
50	в литературном произведении	1	1
51	это столь же	1	1
52	и тот же	1	1
53	как один из	1	1
54	это не так	1	1
55	не имеет места	1	1
56	так или иначе	1	1
57	в свою очередь	1	1
58	в связи с	10	1
59	прежде всего в	2	1
60	было в первом	1	1
61	очень близки к	1	1
62	только то что	1	1
63	есть не что	1	1
64	не может быть	10	1
65	том смысле что	2	1
66	времени и пространстве	1	1
67	не что иное	1	1
68	в самом деле	5	1
69	не столько с	1	1
70	в том смысле	3	1
71	к тому что	2	1
72	сама по себе	1	1
73	лишь в тех	1	1
