N	4gram	Losev_Vlad_1	Myslijsy
1	в то же время	4	3
2	одной и той же	1	3
3	и в этом смысле	1	3
4	не что иное как	1	2
5	дело в том что	4	2
6	и притом не только	1	2
7	а в том что	1	2
8	уже о том что	1	1
9	говоря уже о том	1	1
10	бы то ни было	1	1
11	именно с тем что	1	1
12	и т д в	1	1
13	и в том что	1	1
14	всего этого видно что	1	1
15	из всего этого видно	1	1
16	еще и потому что	2	1
17	указывает на то что	1	1
18	привело к тому что	1	1
19	в том виде в	1	1
20	том виде в каком	1	1
21	не говоря уже о	1	1
