N	2gram	Losev_Prob_1	FransuaR
1	и в	32	49
2	то есть	33	32
3	прежде всего	10	19
4	в его	6	18
5	и на	8	17
6	не только	17	17
7	и его	3	17
8	в этом	19	15
9	и не	31	15
10	в году	1	13
11	в них	7	13
12	только в	7	13
13	но и	9	13
14	во время	1	12
15	как и	3	11
16	как бы	14	11
17	в этой	10	10
18	вовсе не	35	10
19	в нем	13	9
20	для него	2	9
21	все это	7	9
22	в романе	1	9
23	в сущности	2	8
24	то же	10	7
25	все же	1	7
26	все эти	8	7
27	таким образом	6	7
28	на протяжении	1	7
29	как мы	7	7
30	один из	4	7
31	не может	8	7
32	жизни и	1	7
33	мы уже	5	6
34	именно в	4	6
35	во всех	7	6
36	в истории	4	6
37	так и	12	6
38	и с	2	6
39	точки зрения	3	6
40	но он	3	6
41	в то	6	6
42	в литературе	4	6
43	то что	42	6
44	здесь в	3	6
45	так как	11	6
46	сказать что	13	6
47	с точки	3	5
48	с его	2	5
49	из этих	2	5
50	но не	9	5
51	в своем	5	5
52	выражение в	1	5
53	при этом	6	5
54	в эту	2	5
55	в своей	8	5
56	никогда не	7	5
57	тот же	1	5
58	уже в	3	5
59	в начале	1	5
60	может быть	14	5
61	относится к	1	5
62	и потому	2	5
63	в основном	1	5
64	отношения к	1	4
65	и до	2	4
66	и к	1	4
67	но в	14	4
68	в себе	15	4
69	но все	3	4
70	лишь в	1	4
71	в жизни	3	4
72	в этих	3	4
73	с ним	3	4
74	одна из	1	4
75	в области	2	4
76	с другой	3	4
77	и во	3	4
78	и чисто	3	4
79	в известной	1	4
80	мы находим	2	4
81	а в	4	4
82	тем что	7	4
83	смерти и	1	4
84	до сих	3	4
85	не было	4	4
86	и о	8	4
87	сих пор	3	4
88	том что	12	4
89	как на	1	4
90	также и	11	3
91	в самом	6	3
92	на первом	1	3
93	место в	1	3
94	почти все	1	3
95	духа и	1	3
96	для которого	3	3
97	раз в	1	3
98	да и	3	3
99	но именно	3	3
100	всех этих	7	3
101	можно было	3	3
102	и других	1	3
103	было бы	8	3
104	из них	3	3
105	ни в	7	3
106	был и	1	3
107	далеко не	5	3
108	несмотря на	3	3
109	мы видели	1	3
110	их в	4	3
111	даже в	1	3
112	его целом	1	3
113	только с	1	3
114	и страха	1	3
115	и это	9	3
116	с ее	1	3
117	в ее	3	3
118	связанных с	1	3
119	известной мере	1	3
120	и вообще	4	3
121	в виду	6	3
122	о том	11	3
123	другими словами	3	3
124	к нему	3	3
125	же в	4	3
126	что он	7	3
127	не дает	1	3
128	этом отношении	1	3
129	и особенно	2	3
130	связан с	1	3
131	что для	2	3
132	нужно сказать	3	3
133	о чем	6	3
134	в течение	1	3
135	но эти	1	3
136	и все	7	3
137	в том	9	3
138	другой стороны	3	3
139	одним из	1	2
140	мы здесь	2	2
141	на самом	6	2
142	по преимуществу	2	2
143	в какой-то	1	2
144	со смертью	1	2
145	но даже	1	2
146	литературы и	4	2
147	еще не	9	2
148	он был	1	2
