N	3gram	Tiupa_Disk_1	Problema
1	о том что	5	9
2	с точки зрения	1	8
3	в том что	13	8
4	в связи с	1	7
5	тем не менее	1	5
6	с другой стороны	3	5
7	по крайней мере	2	4
8	в этом смысле	1	3
9	обратить внимание на	2	3
10	вместе с тем	1	3
11	далеко не всегда	1	3
12	с одной стороны	9	3
13	как будто бы	1	3
14	а с другой	3	3
15	можно сказать что	2	3
16	в новое время	1	3
17	дело в том	1	2
18	по отношению к	9	2
19	но и о	1	2
20	также и в	1	2
21	в том числе	2	2
22	до нас в	1	2
23	том что он	1	2
24	до сих пор	1	2
25	в таком случае	1	2
26	в данном случае	2	2
27	не может быть	3	2
28	все того же	1	2
29	во всяком случае	1	2
30	но все же	1	2
31	на то что	1	2
32	тех или иных	1	2
33	того или нет	1	1
34	не только по	1	1
35	одним и тем	1	1
36	не только о	1	1
37	не говоря уже	2	1
38	на самом деле	1	1
39	свидетельствует о том	1	1
40	о том как	1	1
41	как раз и	1	1
42	в одной из	2	1
43	другой стороны это	1	1
44	одной стороны это	1	1
45	не было и	1	1
46	сам по себе	1	1
47	в этом отношении	1	1
48	в наше время	2	1
49	по аналогии с	1	1
50	том числе и	2	1
51	том что не	1	1
52	v-iv вв до	1	1
53	говоря уже о	2	1
54	ту или иную	1	1
55	только потому что	1	1
56	едва ли не	2	1
57	и тем же	1	1
58	не только в	2	1
59	одной стороны он	1	1
60	состоит в том	2	1
61	и потому что	1	1
62	и как бы	3	1
63	как и вообще	1	1
64	содержит в себе	1	1
65	таким же образом	1	1
66	и это он	1	1
67	хотя бы на	1	1
68	и в том	1	1
69	хотя и в	2	1
70	не то чтобы	1	1
71	то же время	4	1
72	с опорой на	1	1
73	так и в	1	1
74	имея в виду	1	1
75	это и есть	1	1
76	то есть в	2	1
77	с самого начала	1	1
78	той или иной	3	1
79	которая может быть	1	1
80	и все прочие	1	1
81	в большинстве случаев	1	1
82	в то же	3	1
83	то что и	1	1
84	в результате этого	1	1
85	котором он говорит	1	1
86	к тому же	4	1
87	то есть отсутствует	1	1
88	а не от	1	1
89	о котором он	1	1
