N	2gram	Vygotskiy__5	Tragedij
1	и в	30	18
2	в романе	2	10
3	в этом	14	9
4	не только	16	8
5	и с	2	7
6	и на	3	7
7	может быть	11	7
8	как бы	19	7
9	и не	6	7
10	но в	5	6
11	и его	6	6
12	что он	17	6
13	у него	3	6
14	то же	7	5
15	все же	7	5
16	что это	8	5
17	это не	3	5
18	как и	6	5
19	несмотря на	5	5
20	в то	2	5
21	так и	3	5
22	это очень	2	5
23	не может	9	5
24	еще не	5	4
25	в себе	5	4
26	в целом	5	4
27	в этой	5	4
28	в нем	7	4
29	об этом	3	4
30	том что	21	4
31	и что	23	4
32	но и	6	4
33	и даже	2	4
34	прежде всего	4	4
35	так же	13	4
36	но это	1	4
37	все это	2	4
38	что в	24	4
39	и все	4	4
40	то что	37	4
41	и он	2	3
42	как в	3	3
43	в своем	6	3
44	и как	7	3
45	все эти	2	3
46	при этом	8	3
47	то есть	13	3
48	должно быть	2	3
49	что с	6	3
50	о чем	4	3
51	с ее	1	3
52	мог бы	2	3
53	к нему	1	3
54	в его	4	3
55	один из	5	3
56	романа и	1	3
57	уже в	6	3
58	для него	3	3
59	никто не	1	3
60	в конце	4	3
61	как будто	6	3
62	как это	7	3
63	этого романа	1	2
64	из самых	2	2
65	и до	2	2
66	она все	2	2
67	что эти	2	2
68	и за	1	2
69	а как	2	2
70	из своих	1	2
71	отказывается от	1	2
72	никогда не	9	2
73	и то	9	2
74	он был	2	2
75	столь же	1	2
76	с его	2	2
77	роман достоевского	1	2
78	отношение к	1	2
79	отличие от	2	2
80	тут же	1	2
81	не просто	1	2
82	так что	3	2
83	как говорит	4	2
84	романах достоевского	1	2
85	перед нами	2	2
86	говорит что	6	2
87	имеет в	1	2
88	в самом	14	2
89	он не	3	2
90	что она	6	2
91	но все	2	2
92	что все	6	2
93	в глазах	2	2
94	ни в	3	2
95	нет в	2	2
96	с тем	8	2
97	не мог	1	2
98	любви и	2	2
99	в отличие	2	2
100	вопрос о	3	2
101	одном из	1	2
102	но эта	1	2
103	не в	8	2
104	но они	1	2
105	одна из	3	2
106	не имеет	1	2
