N	2gram	Vinokur_St_3	Marksizm
1	точки зрения	7	34
2	может быть	19	26
3	и не	10	26
4	не может	7	24
5	с точки	4	20
6	и в	25	19
7	и его	3	19
8	таким образом	10	17
9	в этом	24	16
10	как бы	6	15
11	как мы	2	13
12	прежде всего	10	13
13	как и	4	12
14	и пр	13	12
15	так и	5	11
16	связи с	3	11
17	и для	4	11
18	самом деле	2	10
19	в нем	1	10
20	в самом	2	10
21	лишь в	4	9
22	только в	6	9
23	для него	3	9
24	в результате	2	9
25	на материале	1	8
26	все же	4	8
27	не только	12	8
28	друг друга	1	8
29	до сих	2	8
30	но и	9	8
31	в контексте	1	8
32	сих пор	2	8
33	то что	12	8
34	во всех	2	7
35	в ее	1	7
36	точка зрения	4	7
37	но в	5	7
38	все эти	3	7
39	то же	5	7
40	в каждом	4	7
41	слова как	2	7
42	а не	5	7
43	в связи	3	7
44	так же	1	7
45	кроме того	3	6
46	так сказать	2	6
47	мы не	2	6
48	и того	1	6
49	ничего не	4	6
50	в пределах	1	6
51	и здесь	3	6
52	в его	12	6
53	на почве	5	6
54	в том	20	6
55	является не	1	6
56	с помощью	1	6
57	в смысле	4	6
58	другой стороны	5	6
59	того же	2	6
60	конечно не	1	5
61	по преимуществу	1	5
62	рядом с	1	5
63	не в	6	5
64	того чтобы	1	5
65	те же	1	5
66	совершается в	1	5
67	и все	1	5
68	ясно что	1	5
69	в начале	4	5
70	в конце	6	5
71	вовсе не	2	5
72	с другой	5	5
73	за пределы	1	5
74	именно в	1	5
75	до конца	3	5
76	мы знаем	1	5
77	является слово	1	5
78	хотя бы	1	5
79	к этому	3	5
80	во всяком	4	5
81	переход от	1	4
82	вопрос о	1	4
83	и на	6	4
84	нет и	2	4
85	чем же	1	4
86	как в	6	4
87	и тот	2	4
88	было бы	7	4
89	не столько	2	4
90	не менее	2	4
91	по себе	1	4
92	в отношении	2	4
93	самого начала	2	4
94	не является	3	4
95	в ней	4	4
96	с самого	2	4
97	в рамки	1	4
98	в языке	8	4
99	язык в	1	4
100	еще не	2	4
101	от того	2	4
102	для того	2	4
103	с этим	7	4
104	в данном	1	4
105	что же	1	4
106	направления в	1	4
107	а в	6	4
108	отношении к	1	4
109	и эта	1	4
110	сказать что	4	4
111	что в	19	4
112	формы и	1	3
113	на самом	1	3
114	он может	2	3
115	а как	4	3
116	в сущности	2	3
117	в истории	1	3
118	целый ряд	1	3
119	и как	1	3
120	и к	4	3
121	в первом	1	3
122	в которой	4	3
123	но все	2	3
124	этих форм	1	3
125	его в	1	3
126	он не	5	3
127	он является	1	3
128	том что	15	3
129	места в	1	3
130	в своей	4	3
131	и ее	2	3
132	в котором	5	3
133	место в	6	3
134	является в	1	3
135	в то	7	3
136	к этим	2	3
137	не имеет	2	3
138	на язык	3	3
139	же время	3	3
140	этом отношении	4	3
141	в области	6	3
142	же самое	1	3
143	и это	5	3
144	только при	1	3
145	в дальнейшем	1	3
146	одного из	2	3
147	можно сказать	4	3
148	конце концов	3	3
149	того что	5	3
150	одной из	2	3
151	в какой	3	3
152	между тем	6	3
153	не дает	1	3
154	из них	1	3
155	или иной	2	3
156	в каком	4	3
157	не было	4	3
158	все это	8	3
159	xix века	4	3
160	смысле этого	1	3
161	нет ничего	1	3
162	внешнего выражения	1	3
163	пр в	2	3
164	слово в	2	3
165	и при	1	3
166	речи и	1	3
167	вполне понятно	1	3
168	ту же	1	2
169	одним из	1	2
170	языка с	1	2
171	связана с	4	2
172	основных вопросов	1	2
