N	3gram	Tiupa_Hudo_1	Istorich
1	и т д	3	15
2	до сих пор	2	5
3	в том что	6	5
4	тем не менее	3	5
5	в данном случае	1	3
6	в связи с	3	3
7	том что в	2	2
8	состоит в том	1	2
9	по отношению к	8	2
10	с одной стороны	1	2
11	мы уже знаем	2	2
12	во всяком случае	1	2
13	это еще не	1	2
14	о том что	9	2
15	не только не	1	2
16	но все же	1	2
17	как и в	3	2
18	уже знаем что	1	1
19	даже в самых	1	1
20	в другом отношении	1	1
21	отличаются друг от	1	1
22	что еще не	1	1
23	что у нее	1	1
24	с этой точки	1	1
25	с точки зрения	3	1
26	сами по себе	1	1
27	и так или	1	1
28	на самом же	1	1
29	с тем что	1	1
30	нет ничего удивительного	1	1
31	в таком случае	1	1
32	можно было бы	4	1
33	же как мы	1	1
34	том смысле как	1	1
35	в том смысле	1	1
36	можно заметить что	1	1
37	не только в	2	1
38	в себя и	1	1
39	так или иначе	2	1
40	в такой же	2	1
41	все же не	1	1
42	мы уже говорили	1	1
43	этой точки зрения	1	1
44	не означает что	1	1
45	это одно из	1	1
46	в свою очередь	1	1
47	на самом деле	1	1
48	ничего общего с	1	1
49	не может быть	2	1
50	с самого начала	1	1
51	не только на	1	1
52	но в этом	1	1
53	на то что	2	1
54	друг от друга	1	1
55	друг с другом	1	1
56	самом же деле	1	1
57	друг друга и	1	1
58	она не может	1	1
59	в своей жизни	1	1
60	на том что	1	1
