N	4gram	Bakhtin_Pr_4	FransuaR
1	в то же время	5	6
2	но в то же	2	4
3	большей или меньшей степени	2	2
4	в том числе и	3	2
5	в той или иной	1	2
6	в большей или меньшей	2	2
7	до сих пор не	2	1
8	то же время оно	1	1
9	и не может быть	5	1
10	нет и не может	2	1
11	такой же характер носит	1	1
12	но это конечно не	1	1
13	мы имеем в виду	3	1
14	в строгом смысле слова	1	1
15	мы уже указывали на	1	1
16	в средние века и	1	1
17	остановимся прежде всего на	1	1
18	и вместе с нею	1	1
19	как раз и не	1	1
20	дело в том что	1	1
21	и до сих пор	2	1
22	одним и тем же	1	1
23	слияние хвалы и брани	1	1
24	как мы уже сказали	2	1
