N	3gram	Voloshinov_2	PoTuStor
1	с точки зрения	13	6
2	на самом деле	4	4
3	с самого начала	5	4
4	до сих пор	3	3
5	по крайней мере	2	3
6	мы полагаем что	1	3
7	по сравнению с	1	3
8	во всяком случае	2	3
9	не может быть	10	3
10	и пр и	4	3
11	можно сказать что	1	3
12	в большинстве случаев	5	3
13	нам кажется что	1	2
14	связанных с ними	1	2
15	в нем нет	2	2
16	в самом деле	5	2
17	не могут быть	1	2
18	в его целом	1	2
19	о том что	3	2
20	мы можем сказать	2	2
21	но отнюдь не	1	2
22	в конечном счете	1	2
23	пр и пр	3	2
24	не нуждается в	1	2
25	если бы он	3	1
26	и того же	4	1
27	бы он был	2	1
28	и связанные с	1	1
29	а иногда и	2	1
30	всех без исключения	2	1
31	не следует что	1	1
32	прежде всего на	1	1
33	дело в том	1	1
34	остается таким образом	1	1
35	в нем и	1	1
36	одного и того	4	1
37	то же самое	5	1
38	как мы сказали	3	1
39	коем случае нельзя	1	1
40	есть в сущности	1	1
41	ни в коем	2	1
42	бы то ни	4	1
43	а может быть	1	1
44	в этом отношении	1	1
45	не подлежит конечно	1	1
46	рано или поздно	1	1
47	конечно не следует	1	1
48	но оно само	1	1
49	в коем случае	2	1
50	именно здесь в	1	1
51	то ни было	4	1
52	с одной стороны	3	1
53	в высшей степени	3	1
54	как раз того	1	1
55	в связи с	7	1
56	полагаем что здесь	1	1
57	каких бы то	1	1
58	а с другой	1	1
59	из сказанного нами	1	1
60	бы оно ни	1	1
61	в этом и	1	1
62	и последовательное выражение	1	1
63	в том что	6	1
64	из всего сказанного	1	1
65	может быть ничего	1	1
66	быть именно здесь	1	1
67	оно ни было	2	1
68	не существует для	1	1
69	и пр в	1	1
70	так и в	1	1
71	и прежде всего	2	1
72	что иное как	1	1
73	есть прежде всего	1	1
74	в каком направлении	1	1
75	может быть именно	2	1
76	не что иное	1	1
77	друг с другом	1	1
78	мы уже знаем	2	1
79	быть не может	1	1
80	для того чтобы	6	1
81	можем сказать что	1	1
82	как мы знаем	1	1
83	той или иной	4	1
