N	2gram	Bakhtin_Fr_8	EvropaiC
1	таким образом	17	32
2	в том	13	31
3	и в	56	24
4	том что	8	20
5	все эти	15	19
6	не может	2	18
7	то что	3	17
8	может быть	3	15
9	все же	2	15
10	точки зрения	6	13
11	самом деле	2	12
12	в своем	3	12
13	до сих	8	12
14	в этом	14	12
15	сих пор	8	12
16	между тем	3	11
17	все это	8	11
18	во всех	8	10
19	по отношению	1	10
20	культуры и	2	10
21	так и	13	10
22	мы знаем	1	10
23	как бы	11	10
24	отношению к	1	10
25	культуры в	2	10
26	того же	1	9
27	при этом	4	9
28	как и	5	9
29	с другом	1	9
30	друг с	1	9
31	в результате	5	9
32	что в	5	9
33	в самом	9	8
34	с точки	2	8
35	мы говорили	1	8
36	не в	3	8
37	если бы	2	8
38	так же	2	8
39	и все	6	8
40	на самом	2	7
41	из этих	1	7
42	о которых	1	7
43	или менее	2	7
44	того чтобы	4	7
45	по своей	4	7
46	к тому	1	7
47	для этого	1	7
48	о том	4	7
49	и что	1	7
50	что он	2	7
51	для того	2	7
52	но и	9	7
53	и не	9	7
54	более или	2	7
55	о котором	1	7
56	из этого	1	7
57	еще не	10	6
58	и на	7	6
59	в этой	6	6
60	в мире	2	6
61	несмотря на	2	6
62	и при	2	6
63	с ним	2	6
64	что и	3	6
65	того что	1	6
66	только в	9	6
67	все они	6	6
68	так что	3	6
69	так как	4	6
70	мы можем	1	6
71	с другой	2	6
72	вместе с	2	6
73	как на	1	6
74	из всех	2	5
75	как к	2	5
76	и к	4	5
77	но в	6	5
78	в которой	4	5
79	что это	4	5
80	в себе	4	5
81	тому же	1	5
82	не только	8	5
83	что все	4	5
84	и с	8	5
85	на все	1	5
86	лишь в	1	5
87	его в	2	5
88	между собою	2	5
89	в то	12	5
90	как будто	1	5
91	по сравнению	1	5
92	в его	18	5
93	потому что	6	5
94	и их	8	5
95	у него	7	5
96	именно в	1	5
97	далеко не	2	5
98	другой стороны	2	5
99	по своему	8	5
100	сравнению с	1	5
101	быть и	1	5
102	и для	2	5
103	и от	1	5
104	к этому	2	5
105	одним из	5	4
106	и то	2	4
107	то же	11	4
108	мы уже	10	4
109	та же	1	4
110	между собой	1	4
111	что его	1	4
112	хотя и	2	4
113	он не	5	4
114	всех этих	3	4
115	из них	2	4
116	в их	3	4
117	оказывается что	1	4
118	том же	1	4
119	из которых	2	4
120	что эта	1	4
121	связи с	6	4
122	многие из	2	4
123	и сейчас	1	4
124	никогда не	5	4
125	и т.д	3	4
126	на вопрос	1	4
127	и у	1	4
128	в виде	2	4
129	в области	5	4
130	а с	1	4
131	которых мы	1	4
132	и культур	1	4
133	не могут	1	4
134	культуре и	1	4
135	ибо в	1	4
136	как известно	1	3
137	с более	1	3
138	вопрос о	1	3
139	но по	4	3
140	в данном	2	3
141	которые не	1	3
142	культуре в	1	3
143	целый ряд	2	3
144	что по	1	3
145	и наконец	3	3
146	в нашем	2	3
147	в тех	1	3
148	к которой	1	3
149	в нем	8	3
150	самой сущности	1	3
151	в совершенно	4	3
152	на этой	1	3
153	заключается в	1	3
154	это не	2	3
155	на почве	1	3
156	с тем	2	3
157	чем в	1	3
158	одного и	1	3
159	в этих	11	3
160	даже в	4	3
161	образом в	2	3
162	для нас	1	3
163	во всем	4	3
164	что оно	1	3
165	как для	1	3
166	и это	1	3
167	то ни	2	3
168	данном случае	2	3
169	и вообще	1	3
170	с одной	4	3
171	настоящее время	3	3
172	подлежит сомнению	3	3
173	различия между	1	3
174	сомнению что	1	3
175	тот же	1	3
176	очень много	2	3
177	в эти	1	3
178	конечно не	4	3
179	в начале	1	3
180	и других	4	3
181	каждый из	1	3
182	отличие от	1	3
183	как у	1	3
184	прежде всего	6	3
185	же не	1	3
186	в связи	3	3
187	и потому	4	3
188	мы сказали	1	3
189	не подлежит	3	3
190	в настоящее	3	3
191	от него	1	3
192	бы в	3	3
193	тем более	1	3
194	а в	2	3
195	ту же	4	2
196	и развитие	1	2
197	этого последнего	1	2
198	в котором	2	2
199	и до	10	2
200	можно лишь	1	2
201	что эти	2	2
202	также и	2	2
203	почти все	2	2
204	в сущности	8	2
205	так чтобы	1	2
206	с ее	5	2
207	и ее	4	2
208	в ней	4	2
209	бы то	2	2
210	друг к	1	2
211	стремящийся к	1	2
212	вступают в	1	2
213	что они	2	2
214	части в	1	2
215	и там	1	2
216	и те	2	2
217	но на	1	2
218	этот процесс	1	2
219	что она	2	2
220	не следует	1	2
221	из него	1	2
222	а затем	1	2
223	конечно в	2	2
224	к другу	1	2
225	то есть	24	2
226	всех остальных	1	2
227	представления об	1	2
228	только одно	1	2
229	в них	11	2
230	нет в	1	2
231	и особенно	1	2
232	со своими	1	2
233	мы видели	5	2
234	такой же	5	2
235	культуры с	1	2
236	в один	1	2
237	в эту	2	2
238	но если	1	2
239	никто не	1	2
240	в которых	2	2
241	точку зрения	1	2
242	образом и	3	2
243	и более	4	2
244	тому что	1	2
245	между людьми	2	2
246	этими двумя	1	2
247	тогда когда	1	2
248	одна из	4	2
249	в процессе	5	2
250	в основе	4	2
251	все без	1	2
252	только не	2	2
253	в самой	1	2
254	и весь	1	2
255	ему и	2	2
256	образом здесь	1	2
257	что на	2	2
258	это конечно	1	2
259	имеет место	1	2
260	если же	1	2
261	о них	2	2
262	как мы	7	2
263	эта часть	2	2
264	в себя	1	2
265	на том	1	2
266	и сам	2	2
267	были расположены	1	2
268	те же	1	2
269	все его	3	2
270	в виду	1	2
271	в другом	3	2
272	народы и	1	2
273	же время	10	2
274	все в	1	2
275	к нему	2	2
276	расположены на	1	2
277	которой мы	1	2
278	сил и	1	2
279	исторического развития	1	2
280	момент оценки	1	2
281	в ту	4	2
282	было бы	2	2
283	но с	2	2
284	культуры наконец	1	2
285	и так	1	2
286	между этими	1	2
287	жизни и	1	2
288	и римской	1	2
289	ни было	2	2
290	к своим	1	2
291	одно из	1	2
292	для него	2	2
293	культура в	1	2
294	вовсе не	6	2
295	к ним	2	2
296	из нее	2	2
297	и только	1	2
298	не было	5	2
299	с общим	1	2
300	и из	1	2
301	которые по	1	2
302	что для	3	2
303	одной стороны	2	2
304	в частности	7	2
305	него в	1	2
306	независимо от	1	2
307	но не	5	2
308	приобщиться к	1	2
309	в точке	2	2
310	этого слова	1	2
311	только то	1	2
312	с этой	2	2
313	и некоторые	2	2
314	двух культур	2	2
315	в отдельных	1	2
316	на более	1	2
317	между ними	2	2
318	не знает	1	2
319	развития все	1	2
320	два человека	1	2
321	они не	5	2
322	гораздо более	1	2
323	смысле слова	1	1
324	говоря о	1	1
325	например в	4	1
326	предполагает что	1	1
327	все остальное	1	1
328	собою разумеющееся	1	1
329	между всеми	1	1
330	из самых	1	1
331	все те	2	1
332	той же	6	1
333	а как	1	1
334	из всего	1	1
335	она имеет	1	1
336	мы не	2	1
337	что между	1	1
338	не во	1	1
339	из своих	1	1
340	что многие	1	1
341	время как	1	1
342	вместо того	1	1
343	военную технику	1	1
344	к своему	1	1
345	и самого	1	1
346	на них	3	1
347	нечто само	1	1
348	с его	5	1
349	а следовательно	1	1
350	на сторону	1	1
351	и другие	5	1
352	некоторые черты	1	1
353	себе и	2	1
354	еще один	2	1
355	мира в	1	1
356	в центре	2	1
357	как в	1	1
358	перед нами	3	1
359	кроме того	3	1
360	и как	2	1
361	его к	3	1
362	тем же	1	1
363	и хотя	2	1
364	в этот	1	1
365	жизни к	1	1
366	родной почве	1	1
367	возможно что	2	1
368	он в	1	1
369	еще далеко	1	1
370	более широкие	1	1
371	отчасти и	2	1
372	сливаются в	3	1
373	во многих	1	1
374	потому они	1	1
375	века к	1	1
376	на его	6	1
377	главным образом	3	1
378	они совершенно	1	1
379	другая культура	1	1
380	связей между	1	1
381	и еще	2	1
382	в узком	2	1
383	к одному	1	1
384	и вот	1	1
385	свою силу	1	1
386	людей и	2	1
387	уже сказали	1	1
388	без исключения	1	1
389	больше всего	1	1
390	здесь мы	3	1
391	указывали на	1	1
392	из самой	1	1
393	зрения на	2	1
394	и другом	1	1
395	это было	1	1
396	с другими	1	1
397	и культурой	1	1
398	характер не	1	1
399	и единственным	1	1
400	и тем	1	1
401	ведь в	3	1
402	этой работы	1	1
403	кажется что	1	1
404	по всему	2	1
405	само собою	1	1
406	предметами и	1	1
407	рядом с	3	1
408	признак этот	1	1
409	которой он	1	1
410	с большою	1	1
411	говорили в	1	1
412	такою же	1	1
413	наука в	1	1
414	в развитии	2	1
415	материал но	1	1
416	народа и	1	1
417	не мог	3	1
418	к первому	1	1
419	в своей	2	1
420	очень остро	1	1
421	реальной и	2	1
422	во времена	3	1
423	не к	1	1
424	строго говоря	1	1
425	которые должны	1	1
426	нем между	1	1
427	когда эти	2	1
428	но он	3	1
429	друг другу	2	1
430	состоит в	1	1
431	и эти	2	1
432	на другую	1	1
433	их в	4	1
434	характер в	3	1
435	в отношении	5	1
436	вещи не	1	1
437	к такой	1	1
438	самого начала	1	1
439	не имеет	1	1
440	на котором	2	1
441	в науке	1	1
442	и притом	1	1
443	но самые	1	1
444	и сама	1	1
445	не по	1	1
446	жизни из	1	1
447	особый характер	3	1
448	может только	1	1
449	следовательно и	1	1
450	не имели	2	1
451	дело в	2	1
452	современную ему	1	1
453	особенностей в	1	1
454	и народов	1	1
455	таким путем	1	1
456	к концу	2	1
457	видим что	2	1
458	за исключением	1	1
459	уже говорили	7	1
460	и элементов	1	1
461	это слово	1	1
462	и его	12	1
463	со своим	1	1
464	только с	1	1
465	их от	1	1
466	не потому	2	1
467	или ином	1	1
468	с весьма	1	1
469	именно такой	1	1
470	уже о	1	1
471	начиная с	2	1
472	числе и	2	1
473	даже без	1	1
474	с такою	2	1
475	они и	1	1
476	к пониманию	1	1
477	т.е в	1	1
478	другая часть	1	1
479	правда не	1	1
480	они вовсе	1	1
481	своего развития	1	1
482	но при	1	1
483	на нем	1	1
484	здесь не	1	1
485	некоторые другие	1	1
486	нами выше	1	1
487	каждый раз	1	1
488	на той	1	1
489	с самого	1	1
490	говорили что	5	1
491	то время	2	1
492	так в	1	1
493	роль в	5	1
494	касается только	1	1
495	в борьбе	2	1
496	не были	3	1
497	не исчерпывается	1	1
498	или иной	1	1
499	находится в	1	1
500	другой характер	1	1
501	другом месте	3	1
502	и та	1	1
503	время в	3	1
504	язык и	2	1
505	но мы	1	1
506	них еще	2	1
507	в значительной	2	1
508	связанной с	1	1
509	это была	3	1
510	его семьи	1	1
511	которых они	1	1
512	том или	1	1
513	и всю	1	1
514	ее от	1	1
515	от них	1	1
516	вся эта	2	1
517	ко всей	1	1
518	на одном	2	1
519	для той	1	1
520	у другого	1	1
521	во всей	2	1
522	современности и	2	1
523	и главное	1	1
524	у всех	2	1
525	наконец и	1	1
526	в современной	1	1
527	без изменений	1	1
528	один из	5	1
529	и народа	1	1
530	видели что	3	1
531	совсем не	2	1
532	мы видим	6	1
533	как нечто	1	1
534	те которые	1	1
535	чтобы после	1	1
536	по мнению	1	1
537	т.д в	1	1
538	бы ни	1	1
539	по этому	1	1
540	в качестве	4	1
541	для всех	1	1
542	с нею	1	1
543	уже не	3	1
544	уже в	2	1
545	вопроса о	1	1
546	только на	2	1
547	этому вопросу	2	1
548	остальное в	1	1
549	перечисленных нами	1	1
550	у того	1	1
551	за ним	1	1
552	есть чистое	1	1
553	возможности для	1	1
554	культурой и	1	1
555	мы находим	3	1
556	и со	1	1
557	в прошлом	1	1
558	много и	1	1
559	тем что	1	1
560	смешным и	1	1
561	половая жизнь	1	1
562	в других	2	1
563	указание на	1	1
564	такие которые	1	1
565	науки в	1	1
566	и даже	8	1
567	и постепенно	2	1
568	культуры между	1	1
569	культур и	1	1
570	связаны с	6	1
571	а именно	1	1
572	к которому	3	1
573	случаев в	1	1
574	еще и	3	1
575	к его	3	1
576	народов есть	1	1
577	тем чтобы	1	1
578	а на	2	1
579	до конца	11	1
580	а не	2	1
581	возьмем например	1	1
582	о каком-то	1	1
583	и оно	1	1
584	на эту	3	1
585	он и	2	1
586	современности но	1	1
587	себя на	2	1
588	все более	1	1
589	нет ничего	1	1
590	эти слова	1	1
591	должна была	1	1
592	некоторые из	1	1
593	все свое	1	1
594	латинского языка	1	1
595	что за	1	1
596	например при	1	1
597	однако эти	2	1
598	данной эпохи	1	1
599	могут быть	1	1
600	субъективный и	1	1
601	значительной своей	2	1
602	в тот	1	1
603	для их	1	1
604	классовой борьбы	1	1
605	дело идет	1	1
606	стремятся к	1	1
607	благодаря этому	2	1
608	несколько дальше	1	1
609	же самое	1	1
610	все остальные	2	1
611	понятий и	1	1
612	с большой	1	1
613	она должна	1	1
614	всего в	1	1
615	в более	1	1
616	и часто	1	1
617	пор еще	4	1
618	этому и	1	1
619	культуры не	1	1
620	развитии культуры	1	1
621	как эта	1	1
622	но когда	1	1
623	еще более	1	1
624	в большей	3	1
625	обстоит дело	1	1
626	пор они	1	1
627	этим он	1	1
628	основе их	2	1
629	этих элементов	1	1
630	для народа	1	1
631	своей части	3	1
632	всюду где	1	1
633	сказать что	3	1
634	не быть	1	1
635	существует в	1	1
636	от всех	2	1
637	всех странах	2	1
638	но этот	1	1
639	это сознание	1	1
640	что ни	1	1
641	ее нет	1	1
642	эту традицию	1	1
643	всем этом	1	1
644	иная чем	1	1
645	но еще	1	1
646	ее в	1	1
647	в своих	4	1
648	и эта	2	1
649	они вступают	2	1
650	том числе	3	1
