N	3gram	Potebnia_M_4	formyVre
1	и т п	4	11
2	с точки зрения	3	8
3	в связи с	1	7
4	для того чтобы	4	7
5	в том же	2	4
6	то же время	3	4
7	в то же	3	4
8	в том числе	1	3
9	о том как	1	3
10	но и в	1	3
11	и в этом	4	3
12	в большинстве случаев	2	3
13	в том что	7	3
14	и т д	3	3
15	а следовательно и	1	2
16	равно как и	2	2
17	то же самое	4	2
18	в этом случае	5	2
19	до сих пор	4	2
20	сами по себе	2	2
21	и та же	1	2
22	не было бы	1	2
23	том числе и	1	2
24	может быть и	1	2
25	одна и та	1	2
26	в этом отношении	1	2
27	друг от друга	1	2
28	и того же	1	1
29	и говорить о	1	1
30	эти никогда не	1	1
31	другой стороны в	1	1
32	да и те	1	1
33	он ни был	1	1
34	то есть не	1	1
35	в виду что	1	1
36	на самом деле	3	1
37	так что в	1	1
38	и не только	1	1
39	только в том	2	1
40	между тем как	2	1
41	то что в	2	1
42	есть не в	1	1
43	вместе с этим	2	1
44	рано или поздно	2	1
45	обращаем внимание на	1	1
46	со всех сторон	1	1
47	вместе с тем	3	1
48	те же что	1	1
49	конечно не в	1	1
50	роль в истории	1	1
51	только в этом	1	1
52	как и в	1	1
53	в данном случае	2	1
54	мы найдем и	1	1
55	с одной стороны	1	1
56	почти без всякого	1	1
57	на первый взгляд	1	1
58	можно говорить о	1	1
59	или что то	1	1
60	но при этом	1	1
61	до того что	1	1
62	это не значит	2	1
63	все более и	2	1
64	большую роль в	1	1
65	с другой стороны	1	1
66	не может быть	5	1
67	бы не было	2	1
68	именно в том	1	1
69	в таком количестве	1	1
70	что то же	1	1
71	бы он ни	1	1
72	и как бы	2	1
73	то есть в	2	1
74	в то время	1	1
75	и вместе с	1	1
76	в свою очередь	1	1
77	о том что	5	1
78	в одном из	1	1
79	с тем что	4	1
80	с самого начала	1	1
81	как бы ни	1	1
82	более и более	2	1
83	можно сказать что	4	1
84	состоит именно в	1	1
85	одного и того	1	1
86	здесь в этом	1	1
87	к тому что	1	1
88	в себе в	1	1
89	там же в	1	1
90	быть самим собою	1	1
91	форма в которой	1	1
92	что и в	2	1
93	на одном из	1	1
