N	3gram	Bakhtin_Pr_2	FransuaR
1	то же время	5	8
2	в то же	5	8
3	как и все	4	5
4	в большинстве случаев	8	5
5	как мы уже	1	5
6	мы уже говорили	3	5
7	в конце концов	2	4
8	более или менее	3	3
9	в том числе	1	3
10	но и в	1	3
11	таким образом и	1	3
12	с другой стороны	3	3
13	с точки зрения	8	2
14	том числе и	1	2
15	и в других	1	2
16	в узком смысле	2	2
17	с одной стороны	1	2
18	в то время	2	2
19	о том что	1	2
20	конечно далеко не	1	2
21	если бы он	1	1
22	можно сказать что	1	1
23	а следовательно и	1	1
24	между ними и	1	1
25	он как и	1	1
26	и все что	1	1
27	дело в том	1	1
28	на том же	1	1
29	здесь перед нами	1	1
30	и до сих	1	1
31	то же самое	1	1
32	одной стороны и	1	1
33	к нему не	1	1
34	до сих пор	7	1
35	в различных формах	1	1
36	и не может	4	1
37	как мы сказали	2	1
38	в той же	1	1
39	но здесь нам	1	1
40	приведенном нами отрывке	3	1
41	вследствие чего она	1	1
42	эта как и	1	1
43	одно и то	2	1
44	и в тоне	1	1
45	мы увидим дальше	1	1
46	то время как	2	1
47	его смысла и	1	1
48	в самую гущу	1	1
49	ни в одном	2	1
50	но в то	3	1
51	что из этого	1	1
52	на этот раз	1	1
53	смысле этого слова	1	1
54	и то же	2	1
55	может быть и	2	1
56	в отличие от	4	1
57	как раз эти	1	1
58	вам скажу что	1	1
59	все же не	1	1
60	и посвящена следующая	1	1
61	в связи с	1	1
62	перед нами в	1	1
63	в виду что	1	1
64	как мы увидим	3	1
65	во всякую эпоху	1	1
66	так и в	1	1
67	и это место	1	1
68	то же слово	1	1
69	как мы знаем	1	1
70	не может быть	4	1
71	элементы речи и	1	1
72	он у него	1	1
73	мы можем сказать	1	1
74	не случайно они	1	1
75	мы не знаем	1	1
76	тем путем что	1	1
77	он и сам	1	1
78	все они как	1	1
79	увидим дальше что	1	1
80	сказать что вся	1	1
81	в его романе	1	1
82	в каждой детали	1	1
83	на самом деле	1	1
84	в том что	1	1
85	видеть и изображать	2	1
86	все это не	1	1
87	к тому же	3	1
88	можем сказать что	1	1
89	в том же	1	1
