N	2gram	Losev_Dial_3	DiskursI
1	в себе	2	19
2	при этом	2	17
3	в этом	8	16
4	как и	7	16
5	и в	24	16
6	в качестве	1	16
7	может быть	13	16
8	и не	27	15
9	а не	26	14
10	то есть	1	12
11	в частности	2	12
12	тогда как	1	11
13	но в	2	11
14	в мире	1	11
15	но и	9	11
16	со стороны	2	10
17	не только	23	10
18	том что	8	10
19	так и	5	9
20	не может	19	9
21	в том	5	8
22	но не	2	7
23	в данном	2	7
24	в нем	3	7
25	ни в	9	7
26	не менее	11	7
27	при всей	1	7
28	прежде всего	8	7
29	то же	6	6
30	еще не	2	6
31	с его	2	6
32	данном случае	1	6
33	себя в	2	6
34	отнюдь не	10	6
35	все же	3	6
36	тем самым	3	6
37	по своей	1	6
38	в своих	2	6
39	и на	3	5
40	в своем	3	5
41	в то	5	5
42	нового времени	2	5
43	с другой	4	5
44	же время	3	5
45	что в	7	5
46	для него	4	5
47	то что	14	5
48	ни к	3	5
49	я и	2	4
50	и то	4	4
51	в основе	3	4
52	потому что	7	4
53	этом отношении	1	4
54	о том	6	4
55	с одной	3	4
56	одно из	5	4
57	в одном	1	4
58	одной стороны	3	4
59	как бы	3	4
60	мира и	3	4
61	точки зрения	25	4
62	также и	2	3
63	например в	2	3
64	чего не	4	3
65	и ее	3	3
66	перед нами	3	3
67	и как	8	3
68	и наконец	1	3
69	все эти	3	3
70	из этих	2	3
71	он не	5	3
72	и может	1	3
73	его в	1	3
74	это не	4	3
75	жизни но	1	3
76	в этих	1	3
77	в котором	1	3
78	одном из	1	3
79	не в	3	3
80	исторического бытия	1	3
81	могут быть	2	3
82	той или	2	3
83	в его	2	3
84	но она	3	3
85	только в	5	3
86	и его	5	3
87	уже не	5	3
88	из них	3	3
89	в них	5	3
90	из двух	3	3
91	или иной	4	3
92	здесь в	1	3
93	не было	3	3
94	не знает	3	3
95	мира в	1	3
96	ее становления	1	3
97	было в	1	3
98	можно сказать	1	3
99	но это	5	3
100	и все	6	3
101	становления и	1	3
102	жизни и	5	3
103	как на	5	3
104	же как	2	2
105	и это	4	2
106	идет о	1	2
107	по преимуществу	1	2
108	той же	3	2
109	место в	1	2
110	говорить о	4	2
111	в ней	2	2
112	мы имеем	1	2
113	тут же	1	2
114	это мир	1	2
115	стороны и	1	2
116	что как	1	2
117	не более	1	2
118	должна быть	6	2
119	не к	1	2
120	с таким	1	2
121	подобно тому	4	2
122	что ни	1	2
123	этом мире	1	2
124	одно и	5	2
125	личности в	2	2
126	содержит в	1	2
127	и с	6	2
128	на почве	1	2
129	должно быть	3	2
130	такой же	1	2
131	все это	6	2
132	на первый	4	2
133	как все	3	2
134	с точки	14	2
135	их в	2	2
136	никогда не	7	2
137	того и	2	2
138	жизни не	1	2
139	и другого	1	2
140	не столь	1	2
141	что на	1	2
142	указать на	1	2
143	для себя	2	2
144	с ее	1	2
145	здесь не	1	2
146	в себя	1	2
147	не с	1	2
148	в результате	1	2
149	что и	6	2
150	которая в	1	2
151	который не	2	2
152	есть в	3	2
153	не о	2	2
154	бытия и	2	2
155	момент в	1	2
156	именно в	2	2
157	с той	1	2
158	далеко не	1	2
159	и прежде	3	2
160	стремится к	1	2
161	не на	6	2
162	вместе с	1	2
163	или по	1	2
164	о чем	1	2
165	или иного	2	2
166	тому как	4	2
167	что же	11	2
168	я с	1	2
169	и для	2	2
170	объекта и	1	2
171	а в	2	2
172	может и	2	2
173	другой стороны	2	2
174	что он	13	2
175	за ее	1	1
176	себя как	3	1
177	как нечто	1	1
178	речь идет	1	1
179	чтобы не	1	1
180	бытия а	1	1
181	самом деле	6	1
182	сил и	1	1
183	это и	7	1
184	и есть	16	1
185	в первом	2	1
186	к другому	1	1
187	странное и	2	1
188	но если	6	1
189	к чему	1	1
190	есть не	9	1
191	для своего	1	1
192	и само	1	1
193	мы не	5	1
194	вопрос о	5	1
195	в сущности	10	1
196	а для	2	1
197	я не	6	1
198	но даже	3	1
199	этого термина	1	1
200	из ее	1	1
201	об их	1	1
202	понятия в	1	1
203	двух или	2	1
204	человеческого опыта	1	1
205	он был	1	1
206	же мере	1	1
207	чего оно	1	1
208	бы то	2	1
209	в чем	4	1
210	истории в	1	1
211	во всех	1	1
212	в ее	1	1
213	о смерти	1	1
214	точка зрения	5	1
215	не то	1	1
216	друг на	1	1
217	в сторону	1	1
218	конечном счете	1	1
219	есть по	1	1
220	которая не	1	1
