N	3gram	Potebnia_M_1	DiskursI
1	в том что	13	13
2	по отношению к	13	9
3	с одной стороны	3	9
4	о том что	1	5
5	то же время	3	4
6	но при этом	1	3
7	не в том	4	3
8	не может быть	9	3
9	и как бы	3	3
10	в свою очередь	4	3
11	с другой стороны	5	3
12	в то же	3	3
13	по себе не	1	2
14	и того же	2	2
15	а не в	1	2
16	не говоря уже	1	2
17	подобно тому как	3	2
18	а в том	3	2
19	одной стороны и	1	2
20	и не только	1	2
21	говоря уже о	1	2
22	сами по себе	1	2
23	обратить внимание на	1	2
24	по крайней мере	2	2
25	не только в	3	2
26	более или менее	1	2
27	только в том	6	2
28	одного и того	2	2
29	принадлежат к области	1	2
30	то все же	1	1
31	при самом исполнении	1	1
32	и может быть	2	1
33	на том что	1	1
34	нам только в	1	1
35	общее потому что	2	1
36	дело в том	2	1
37	на самом деле	1	1
38	в этом смысле	4	1
39	именно в том	1	1
40	с точки зрения	3	1
41	не могли быть	1	1
42	себе не может	1	1
43	до сих пор	1	1
44	в разные времена	2	1
45	но и потому	1	1
46	сам по себе	1	1
47	этого сказать нельзя	1	1
48	только то что	1	1
49	из того что	1	1
50	в таком случае	2	1
51	что в них	1	1
52	это приводит к	1	1
53	в противном случае	3	1
54	только потому что	2	1
55	как мы видели	1	1
56	что во всех	1	1
57	таким же образом	1	1
58	и в том	3	1
59	из виду что	1	1
60	и потому что	2	1
61	к которому мы	1	1
62	потому что в	4	1
63	в связи с	1	1
64	и не могло	1	1
65	к лицу с	1	1
66	во всяком случае	1	1
67	лежит в основании	1	1
68	в этом отношении	1	1
69	так и в	3	1
70	имея в виду	1	1
71	там же с	7	1
72	на этом основании	1	1
73	не только потому	1	1
74	времени и пространства	1	1
75	с самого начала	3	1
76	и тем более	1	1
77	заключается в том	1	1
78	не может стать	1	1
79	то чего не	1	1
80	несмотря на все	1	1
81	на то что	1	1
82	иное значение чем	1	1
83	сознания в формах	1	1
84	на него других	1	1
85	в том и	2	1
86	тем не менее	6	1
87	но все же	1	1
88	лицом к лицу	1	1
89	заключать в себе	1	1
90	как и в	2	1
91	что не только	2	1
