N	2gram	Tiupa_Anal_2	Literetu
1	и не	12	22
2	тогда как	19	17
3	в мире	6	16
4	и в	16	16
5	при этом	10	15
6	в этом	18	14
7	не только	16	14
8	уединенного сознания	8	14
9	но и	12	14
10	в том	12	12
11	может быть	6	12
12	а не	10	12
13	то что	7	12
14	в частности	16	11
15	я и	3	10
16	своего рода	12	10
17	не в	4	10
18	такого рода	2	10
19	то же	4	9
20	так и	15	9
21	в то	2	9
22	того что	2	9
23	в этой	9	8
24	в жизни	1	8
25	том что	12	8
26	не может	4	8
27	как бы	10	8
28	в своей	2	7
29	тем самым	4	7
30	же время	2	7
31	только в	4	7
32	себя в	2	7
33	в противовес	1	7
34	со стороны	3	7
35	эстетического субъекта	1	7
36	лирического героя	5	7
37	точки зрения	4	7
38	я в	3	7
39	еще не	2	6
40	с его	1	6
41	в себе	7	6
42	состоит в	8	6
43	в другом	1	6
44	эстетического объекта	3	6
45	о том	7	6
46	и его	4	6
47	в его	2	6
48	присутствия в	2	6
49	и т.п	8	6
50	с другой	6	6
51	к тому	7	6
52	в стихах	1	6
53	размышляет о	2	5
54	в отличие	2	5
55	отличие от	2	5
56	субъекта и	1	5
57	как в	4	5
58	всего лишь	8	5
59	в целом	8	5
60	тому же	4	5
61	то есть	9	5
62	лишь в	9	5
63	это не	1	5
64	соответствии с	2	5
65	как и	14	5
66	что я	1	5
67	коммуникативного события	4	5
68	этом отношении	3	5
69	в ее	1	5
70	в качестве	11	5
71	в поэзии	2	5
72	именно в	3	5
73	вместе с	2	5
74	особого рода	2	5
75	а в	3	5
76	с жизнью	1	4
77	перед лицом	2	4
78	но не	4	4
79	по отношению	4	4
80	в рамках	3	4
81	хотя и	4	4
82	и если	3	4
83	входит в	1	4
84	место в	3	4
85	своего другого	2	4
86	однако в	1	4
87	даже в	2	4
88	никогда не	3	4
89	в тексте	24	4
90	данном случае	5	4
91	коммуникативное событие	1	4
92	а также	7	4
93	с одной	5	4
94	в начале	1	4
95	из них	3	4
96	одно из	2	4
97	в одном	2	4
98	как будто	3	4
99	как у	1	4
100	одной стороны	4	4
101	в данном	8	4
102	по существу	2	4
103	и для	2	4
104	я как	2	4
105	отношению к	4	4
106	отношения к	2	3
107	не становится	1	3
108	самом деле	1	3
109	едва ли	3	3
110	той же	2	3
111	с ее	2	3
112	в сторону	5	3
113	отнюдь не	8	3
114	однако не	1	3
115	и как	1	3
116	и наконец	1	3
117	и к	5	3
118	но в	6	3
119	бы и	1	3
120	на его	3	3
121	а затем	2	3
122	самим собой	1	3
123	в глазах	1	3
124	и тем	4	3
125	взгляд на	1	3
126	с точки	2	3
127	только для	1	3
128	произведения в	5	3
129	по своей	1	3
130	потому что	1	3
131	личности в	1	3
132	части романа	1	3
133	говоря словами	1	3
134	еще в	2	3
135	в словах	3	3
136	не случайно	8	3
137	обратим внимание	1	3
138	прежде всего	3	3
139	между тем	2	3
140	вслед за	2	3
141	ни к	1	3
142	совершенно не	1	3
143	уже не	4	3
144	в самом	6	3
145	в соответствии	2	3
146	более того	1	3
147	о чем	2	3
148	мира в	1	3
149	как это	6	3
150	тому как	3	3
151	я с	1	3
152	восходящая к	1	3
153	по рассуждению	1	3
154	в романе	1	3
155	на смену	3	3
156	как на	1	3
157	художественного произведения	2	2
158	того же	4	2
159	в присутствии	1	2
160	в первом	1	2
161	жизни здесь	1	2
162	как мы	3	2
163	не вполне	1	2
164	на себя	5	2
165	я не	1	2
166	из того	1	2
167	и на	6	2
168	во всех	4	2
169	сказать и	1	2
170	а и	1	2
171	еще один	1	2
172	оказывается не	2	2
173	стороны и	1	2
174	когда он	1	2
175	в противоположность	2	2
176	не знает	3	2
177	так или	1	2
178	представляет собой	8	2
179	он в	4	2
180	но без	1	2
181	раз в	1	2
182	особое место	1	2
183	на то	2	2
184	в случае	2	2
185	вследствие этого	2	2
186	все они	1	2
187	в нем	1	2
188	в первой	3	2
189	не как	1	2
190	на жизнь	1	2
191	в творческом	1	2
192	подобно тому	3	2
193	человека в	1	2
194	объект и	1	2
195	в совершенно	1	2
196	в глубине	1	2
197	парадигмы художественности	1	2
198	его в	2	2
199	было бы	3	2
200	и даже	9	2
201	лишь на	1	2
202	> и	1	2
203	той или	3	2
204	между субъектом	1	2
205	далеко не	1	2
206	лирическая героиня	3	2
207	со своими	1	2
208	он и	2	2
209	несмотря на	3	2
210	и тогда	1	2
211	еще раз	1	2
212	эстетическим субъектом	2	2
213	со всей	1	2
214	эстетического отношения	1	2
215	и при	1	2
216	и ее	1	2
217	нас самих	1	2
218	к предмету	2	2
219	от себя	1	2
220	не удивительно	3	2
221	вплоть до	1	2
222	других как	1	2
223	в конце	4	2
224	и наоборот	2	2
225	по себе	2	2
226	нас к	2	2
227	автора и	3	2
228	не менее	4	2
229	в принципе	1	2
230	возлагает на	1	2
231	как о	3	2
232	в нас	2	2
233	авторитарного сознания	3	2
234	текста и	2	2
235	жизни не	1	2
236	как раз	4	2
237	другой стороны	2	2
238	у нас	1	2
239	же самое	1	2
240	удивительно что	3	2
241	в своего	1	2
242	и напротив	1	2
243	знаменательна в	1	2
244	для себя	1	2
245	в ситуации	3	2
246	то она	1	2
247	это путь	1	2
248	и сам	3	2
249	по этой	1	2
250	не с	4	2
251	во второй	4	2
252	если бы	3	2
253	о нем	1	2
254	одного из	3	2
255	можно сказать	4	2
256	складывается из	1	2
257	искусство не	1	2
258	что и	3	2
259	и одновременно	3	2
260	с ними	3	2
261	эстетической деятельности	1	2
262	связи с	1	2
263	как писал	2	2
264	за ним	1	2
265	ни с	2	2
266	для него	4	2
267	тем что	3	2
268	и героя	1	2
269	или иной	3	2
270	или иначе	1	2
271	в облике	1	2
272	себя и	1	2
273	с ней	1	2
274	не означает	1	2
275	не знаю	2	2
276	если не	1	2
277	всю полноту	1	2
278	объекта и	2	2
279	в полном	1	2
280	так же	2	2
281	и потому	1	2
282	а так	1	2
283	этой ситуации	1	2
284	быть только	1	2
285	с этой	1	2
286	автором и	1	2
287	скажем в	1	2
288	и адресата	2	2
289	один из	2	2
290	за его	1	2
291	но одновременно	1	2
292	что в	2	2
293	внимание на	2	2
294	же в	1	2
295	начале своего	1	2
296	отношением к	1	2
297	а со	1	2
298	в свою	1	2
299	эти слова	1	2
300	диалог согласия	1	2
301	еще и	1	2
302	ее в	1	2
303	героя как	1	2
304	эстетический субъект	1	2
305	к этому	2	2
306	и наиболее	1	1
307	искусства слова	1	1
308	как известно	1	1
309	была бы	2	1
310	ахматовой в	1	1
311	и т	1	1
312	до пределов	1	1
313	искусство и	1	1
314	зависимость от	1	1
315	не сакрального	1	1
316	и то	3	1
317	этом аспекте	1	1
318	тех же	1	1
319	исходя из	1	1
320	идет о	1	1
321	в приведенном	1	1
322	между двумя	4	1
323	по преимуществу	4	1
324	и до	2	1
325	из его	2	1
326	исходит из	1	1
327	и за	3	1
328	по его	1	1
