N	2gram	Bakhtin_sl_1	Myshleni
1	с помощью	1	42
2	в процессе	4	27
3	и в	41	25
4	мышления и	1	23
5	в том	3	23
6	и речи	2	20
7	том что	2	20
8	внутренней речи	3	19
9	таким образом	9	17
10	так же	2	17
11	в основе	5	16
12	как и	4	15
13	в его	13	15
14	в этом	12	14
15	вместе с	1	14
16	между собой	2	13
17	может быть	14	13
18	в целом	2	13
19	так как	3	12
20	в качестве	3	12
21	могли бы	1	11
22	по своему	2	11
23	что они	2	10
24	перед нами	4	10
25	и что	1	10
26	что и	1	10
27	было бы	3	10
28	того что	3	10
29	только в	6	10
30	как бы	12	10
31	и не	16	10
32	мы не	2	9
33	связи с	2	9
34	заключается в	1	9
35	ни в	1	9
36	как в	8	9
37	как мы	8	8
38	взаимного понимания	2	8
39	того чтобы	1	8
40	не является	2	8
41	речи и	1	8
42	столь же	2	7
43	по своей	1	7
44	все эти	9	7
45	для того	2	7
46	что мы	1	7
47	помощью которых	1	7
48	же как	2	6
49	того же	6	6
50	зависимости от	3	6
51	и на	14	6
52	но не	2	6
53	потому что	2	6
54	от этого	2	6
55	не только	16	6
56	не может	14	6
57	мы видели	1	6
58	точки зрения	16	6
59	в отличие	1	6
60	не в	7	6
61	в отношении	6	6
62	не менее	1	6
63	самого начала	1	6
64	с самого	1	6
65	можно было	2	6
66	один из	4	6
67	отличие от	1	6
68	со всеми	1	6
69	и у	2	6
70	с другой	5	6
71	слова и	13	6
72	в основном	3	6
73	все это	5	6
74	все же	7	6
75	одним из	4	5
76	в зависимости	3	5
77	мы уже	2	5
78	с ее	4	5
79	и к	5	5
80	что она	1	5
81	при этом	6	5
82	к одному	1	5
83	и по	2	5
84	между отдельными	1	5
85	тем не	1	5
86	но это	1	5
87	с другом	2	5
88	могут быть	19	5
89	о том	3	5
90	внутренняя речь	1	5
91	так и	11	5
92	если бы	1	5
93	в этой	1	5
94	слов и	2	5
95	входит в	4	5
96	с одной	4	5
97	для него	3	5
98	именно в	3	5
99	одной стороны	4	5
100	друг с	2	5
101	мы имеем	1	4
102	время как	2	4
103	еще не	4	4
104	которые не	1	4
105	в своем	3	4
106	из этих	3	4
107	в известном	2	4
108	на то	1	4
109	он не	3	4
110	в основу	1	4
111	совпадают с	1	4
112	той же	2	4
113	и того	1	4
114	мы говорили	1	4
115	не столько	1	4
116	речи в	4	4
117	в то	14	4
118	этого слова	1	4
119	никогда не	3	4
120	то и	1	4
121	не могут	3	4
122	к тому	3	4
123	и это	1	4
124	то время	2	4
125	приводит к	1	4
126	с ним	7	4
127	в какой	1	4
128	всяком случае	5	4
129	какой степени	1	4
130	из них	3	4
131	основе их	2	4
132	друг друга	3	4
133	речь и	3	4
134	от того	1	4
135	но и	16	4
136	в ряде	1	4
137	прежде всего	8	4
138	там где	4	4
139	с этим	3	4
140	в смысле	4	4
141	тем и	2	4
142	и все	4	4
143	а в	6	4
144	сказать что	2	4
145	речи как	1	4
146	в частности	2	4
147	во всяком	7	4
148	которая не	3	4
149	как известно	1	3
150	слово входит	1	3
151	то в	2	3
152	в котором	2	3
153	оба эти	1	3
154	эта форма	3	3
155	но как	1	3
156	с которыми	2	3
157	его к	1	3
158	в самом	5	3
159	как оно	3	3
160	не как	4	3
161	и сам	3	3
162	на этом	2	3
163	значение в	1	3
164	его в	3	3
165	в жизни	1	3
166	или менее	3	3
167	в которых	1	3
168	которые в	3	3
169	но только	1	3
170	во всем	1	3
171	отличается от	1	3
172	не есть	2	3
173	в себя	1	3
174	на том	2	3
175	и которые	1	3
176	является в	1	3
177	в него	3	3
178	мы видим	2	3
179	с ними	3	3
180	дело с	1	3
181	между тем	2	3
182	если мы	2	3
183	в виде	2	3
184	и их	1	3
185	этом отношении	1	3
186	или иной	9	3
187	связи и	1	3
188	а с	2	3
189	и слово	2	3
190	связь с	2	3
191	с этой	3	3
192	пути к	1	3
193	в результате	3	3
194	между ними	2	3
195	с ней	2	3
196	другой стороны	4	3
197	в свою	3	3
198	к этому	2	3
199	смысле слова	2	2
200	словом как	1	2
201	и то	2	2
202	к данному	1	2
203	в чисто	2	2
204	к другому	1	2
205	то же	14	2
206	а как	2	2
207	мы называем	1	2
208	мы и	2	2
209	в прямой	2	2
210	с его	4	2
211	бы в	1	2
212	понимания как	1	2
213	что как	1	2
214	хотя и	2	2
215	что по	1	2
216	один ряд	1	2
217	речи но	2	2
218	нами в	2	2
219	в себе	3	2
220	говорит не	1	2
221	на его	8	2
222	связанные с	3	2
223	и задачи	1	2
224	одной и	1	2
225	именно это	1	2
226	слова не	1	2
227	в нем	30	2
228	конечно в	1	2
229	зрения на	7	2
230	того или	2	2
231	с другими	5	2
232	подходит к	1	2
233	лишь на	3	2
234	в них	6	2
235	в один	1	2
236	в эту	2	2
237	в этих	2	2
238	в своей	7	2
239	таким же	1	2
240	место в	1	2
241	что говорит	1	2
242	признаков но	1	2
243	и той	2	2
244	и эти	2	2
245	однако в	1	2
246	бы быть	1	2
247	тому что	2	2
248	и развивается	1	2
249	эти формы	1	2
250	на котором	1	2
251	одна из	2	2
252	в плане	6	2
253	к изучению	1	2
254	для всего	1	2
255	отдельных конкретных	1	2
256	совершенно иным	1	2
257	в другую	1	2
258	и его	14	2
259	и другими	1	2
260	в каком	1	2
261	очень часто	1	2
262	той или	9	2
263	оно не	6	2
264	но по	2	2
265	свою очередь	2	2
266	и может	3	2
267	того и	1	2
268	часто в	1	2
269	для этого	1	2
270	находится в	1	2
271	в построении	2	2
272	связанное с	1	2
273	дальнейшего развития	1	2
274	и здесь	3	2
275	одного из	2	2
276	а также	2	2
277	или иначе	1	2
278	и во	3	2
279	и только	1	2
280	исторического развития	2	2
281	все время	3	2
282	за этой	1	2
283	известном смысле	2	2
284	этой точки	1	2
285	всех этих	4	2
286	где они	2	2
287	так что	2	2
288	определения и	1	2
289	уже не	2	2
290	ни было	2	2
291	в начале	1	2
292	речь в	2	2
293	и других	3	2
294	с теми	1	2
295	слова в	8	2
296	в одном	2	2
297	каждый из	1	2
298	к той	1	2
299	на которые	2	2
300	на этот	1	2
301	которых мы	1	2
302	и эта	2	2
303	мы остановимся	1	2
304	к высшему	1	2
305	в изучении	1	2
306	от всех	1	2
307	слова от	1	2
308	и потому	4	2
309	относятся к	1	2
310	этого момента	1	2
311	которые являются	2	2
312	в течение	1	2
313	такого рода	2	2
314	должно быть	2	2
315	в реальном	1	2
316	на пути	1	2
317	тому или	1	2
318	и для	4	2
319	которых он	1	2
320	и от	4	2
321	включает в	1	2
322	или в	8	2
323	имеет дело	2	2
324	о котором	1	2
325	и одновременно	2	2
326	для нас	2	2
327	иное чем	1	2
328	находит свое	1	2
329	все они	7	2
330	же в	1	2
331	совершенно по-иному	1	2
332	тот же	1	2
333	вступает в	1	2
334	основных форм	1	2
335	или иного	2	2
336	есть и	1	2
337	как на	1	2
338	в таком	1	2
339	все что	1	2
340	с действительным	1	1
341	ту же	4	1
342	слова которые	1	1
343	также и	3	1
344	с конкретными	1	1
345	не знаем	1	1
346	должен быть	1	1
347	не остается	1	1
348	совершенно новый	1	1
349	своей основной	1	1
350	словами и	1	1
351	или к	3	1
352	тех форм	1	1
353	и до	1	1
354	из его	1	1
355	выражается в	1	1
356	действительности и	1	1
357	с таким	1	1
358	и связанное	1	1
359	например в	2	1
360	есть не	1	1
361	смотреть на	1	1
362	при анализе	1	1
363	себе как	1	1
364	что между	1	1
365	что уже	1	1
366	именно к	1	1
367	при поверхностном	1	1
368	и через	1	1
369	почти исключительно	1	1
370	препятствие в	1	1
371	они были	2	1
372	начала в	1	1
373	и он	1	1
374	ряд конкретных	1	1
375	собой в	1	1
