N	3gram	Vinokur_Vv_1	Myshleni
1	с точки зрения	2	18
2	для того чтобы	21	15
3	в том что	12	15
4	с другой стороны	5	9
5	с одной стороны	4	8
6	с самого начала	1	8
7	по отношению к	4	7
8	в другом месте	2	6
9	как уже сказано	1	6
10	заключается в том	3	6
11	о том что	12	6
12	из того что	1	5
13	в собственном смысле	2	5
14	вместе с тем	3	5
15	по сравнению с	3	5
16	так же как	1	5
17	не может быть	8	5
18	до сих пор	5	4
19	но вместе с	2	4
20	в этом отношении	3	4
21	к выводу что	5	4
22	можно сказать что	3	4
23	смысле этого слова	2	3
24	то же самое	2	3
25	сам по себе	1	3
26	приходит к выводу	1	3
27	можно было бы	3	3
28	к тому что	1	3
29	в том чтобы	5	3
30	не остается ничего	1	3
31	во всяком случае	3	3
32	ее отношения к	1	3
33	в свою очередь	1	3
34	собственном смысле этого	1	3
35	том что в	1	2
36	он должен быть	1	2
37	и то же	1	2
38	прежде всего в	1	2
39	и той же	2	2
40	бы сказать что	1	2
41	влечет за собой	2	2
42	в известном смысле	3	2
43	как если бы	1	2
44	в зависимости от	1	2
45	виде в каком	1	2
46	на этот вопрос	3	2
47	то же время	5	2
48	в указании на	1	2
49	именно в этом	3	2
50	одно и то	1	2
51	чтобы убедиться в	1	2
52	то что у	1	2
53	в данном случае	4	2
54	от того что	1	2
55	в значительной степени	1	2
56	ответ на этот	1	2
57	на вопрос о	4	2
58	ничего не может	1	2
59	что может быть	3	2
60	в самом деле	5	2
61	в то же	5	2
62	одной и той	2	2
63	вопрос о природе	1	2
64	только тогда когда	1	2
65	в том виде	3	1
66	потому что он	2	1
67	в области изучения	1	1
68	ему не остается	1	1
69	совершенно то же	1	1
70	к целой группе	1	1
71	сказать что он	1	1
72	не могло не	1	1
73	его можно было	1	1
74	того что в	1	1
75	в чем же	3	1
76	дело в том	2	1
77	со всей решительностью	1	1
78	большей или меньшей	2	1
79	на самом деле	1	1
80	было бы назвать	1	1
81	в этом смысле	10	1
82	примера можно было	1	1
83	свое выражение в	1	1
84	в том же	1	1
85	в этом пункте	1	1
86	но и как	1	1
87	точки зрения между	1	1
88	и со стороны	1	1
89	прежде всего то	1	1
90	к образованию понятий	1	1
91	качестве примера можно	1	1
92	в отличие от	3	1
93	но и в	1	1
94	и именно в	3	1
95	так как если	1	1
96	представить себе что	2	1
97	только то что	1	1
98	что не только	1	1
99	всего то что	2	1
100	не иначе как	1	1
101	точно так же	2	1
102	одном и том	1	1
103	с этой точки	1	1
104	по крайней мере	4	1
105	и то что	2	1
106	в известной мере	2	1
107	одной стороны и	3	1
108	ту или иную	1	1
109	в одном и	1	1
110	как раз в	1	1
111	то обстоятельство что	1	1
112	бы и не	1	1
113	этими явлениями в	1	1
114	на одно из	1	1
115	в известной части	1	1
116	заключается в следующем	1	1
117	не только в	4	1
118	возникает вопрос что	1	1
119	в конце концов	2	1
120	тот факт что	1	1
121	для этого необходимы	1	1
122	состоит в том	2	1
123	между тем именно	1	1
124	и в этом	3	1
125	тем что в	1	1
126	сомнений в том	1	1
127	чем же заключается	1	1
128	не только как	3	1
129	в строгом смысле	3	1
130	может служить предметом	1	1
131	собственном смысле слова	1	1
132	этой области знания	1	1
133	того чтобы сделать	1	1
134	связь между отдельными	1	1
135	и восприятия в	1	1
136	в целом ряде	2	1
137	о котором мы	1	1
138	на этом пути	1	1
139	в своих исследованиях	1	1
140	с полным основанием	1	1
141	все то что	1	1
142	до наших дней	1	1
143	и до наших	1	1
144	этой точки зрения	1	1
145	другой стороны как	1	1
146	во главе с	1	1
147	том виде в	1	1
148	необходимо спросить себя	1	1
149	в общих чертах	1	1
150	смысле слова но	1	1
151	того чтобы быть	1	1
152	говорить о том	1	1
153	образом связана с	1	1
154	по возможности точно	1	1
155	представляют собой нечто	1	1
156	в соответствии с	2	1
157	само по себе	3	1
158	не может служить	2	1
159	всего того что	1	1
160	представляет собой в	2	1
161	и никогда не	1	1
162	потому что в	1	1
163	становится все более	1	1
164	развития на которое	1	1
165	но все же	3	1
166	вопросу о природе	1	1
167	в их развитии	1	1
168	один из важнейших	1	1
169	и том же	1	1
170	и все прочие	1	1
171	но пока мы	1	1
172	как мы уже	1	1
173	заключает в себе	1	1
174	когда мы говорим	1	1
175	должен быть путь	1	1
176	сама по себе	3	1
177	и т д	37	1
178	тем не менее	8	1
179	мы уже знаем	1	1
180	что мы можем	1	1
181	независимо от своего	1	1
182	а именно в	1	1
183	находит свое выражение	1	1
184	не мог не	1	1
185	той или иной	1	1
186	в качестве примера	1	1
