N	3gram	Bakhtin_Fr_1	Hudozhes
1	в том что	6	11
2	по отношению к	1	7
3	в то же	1	4
4	то же время	1	4
5	так и не	3	4
6	с одной стороны	2	3
7	для того чтобы	1	3
8	а между тем	1	3
9	в самом деле	1	3
10	но при этом	1	3
11	не может быть	1	3
12	то что было	1	2
13	к тому же	1	2
14	но еще и	1	2
15	не только в	1	2
16	с точки зрения	3	2
17	до сих пор	4	2
18	жизни в ее	1	1
19	при этом что	1	1
20	лежит в основе	1	1
21	в одном из	1	1
22	в том числе	10	1
23	между тем в	1	1
24	в самом начале	1	1
25	в это время	2	1
26	жизни и смерти	1	1
27	более глубокое и	1	1
28	именно потому что	1	1
29	и в том	2	1
30	можно сказать что	1	1
31	это уже не	3	1
32	этого мотива у	1	1
33	сводится к тому	1	1
34	и т.п в	2	1
35	и в других	2	1
36	жизни как в	1	1
37	тому же в	1	1
38	как раз и	2	1
39	в значительной степени	2	1
40	в настоящее время	1	1
41	то или иное	1	1
42	в этом отношении	3	1
43	той или иной	5	1
44	он вовсе не	1	1
45	для него всегда	1	1
46	это в значительной	1	1
47	но все же	2	1
48	зрения на мир	1	1
49	нет и не	1	1
50	человека в его	1	1
51	с другой стороны	1	1
52	дело в том	2	1
53	друг от друга	1	1
54	в частности и	1	1
55	более и более	1	1
56	все более и	1	1
57	с самим собой	1	1
58	том числе и	7	1
59	как и всякая	1	1
60	как бы в	1	1
