N	2gram	Propp_Isto_6	formyVre
1	и в	26	50
2	то есть	1	33
3	в этом	12	25
4	в нем	8	24
5	в греческом	2	24
6	человека в	2	17
7	и его	7	16
8	прежде всего	4	15
9	как мы	4	14
10	и не	10	14
11	в его	5	13
12	вовсе не	2	13
13	по существу	1	12
14	так и	5	12
15	то же	5	11
16	мы уже	6	11
17	таким образом	12	11
18	может быть	11	11
19	и как	2	10
20	но в	7	10
21	с его	4	9
22	все эти	8	9
23	не только	10	9
24	в то	5	9
25	ничего не	2	9
26	в том	12	9
27	в других	4	9
28	в особенности	1	9
29	и др	2	9
30	и т	10	8
31	того же	2	8
32	и на	12	8
33	ни в	2	8
34	но и	9	8
35	как и	5	8
36	жизни и	2	8
37	не было	3	7
38	например в	7	6
39	между двумя	1	6
40	во всех	1	6
41	как в	6	6
42	с этим	2	6
43	все же	8	6
44	это не	4	6
45	так как	18	6
46	с ее	1	6
47	в ее	1	6
48	в жизни	1	6
49	у него	7	6
50	то что	6	6
51	в частности	3	6
52	не может	6	6
53	так же	2	6
54	отношению к	2	5
55	и до	2	5
56	время как	3	5
57	еще не	9	5
58	но не	2	5
59	не в	3	5
60	этот процесс	1	5
61	он не	2	5
62	в основе	1	5
63	того чтобы	1	5
64	точки зрения	1	5
65	не могло	2	5
66	могут быть	3	5
67	но все	2	5
68	в образе	10	5
69	если бы	3	5
70	для того	1	5
71	в связи	1	5
72	наряду с	3	5
73	что в	12	5
74	и другие	3	5
75	и то	3	4
76	и это	8	4
77	этого мира	1	4
78	в ней	5	4
79	в своем	2	4
80	то время	3	4
81	раз в	1	4
82	но на	1	4
83	чтобы они	2	4
84	и с	6	4
85	в них	3	4
86	том что	10	4
87	в котором	1	4
88	не имеет	2	4
89	потому что	13	4
90	к себе	2	4
91	здесь не	2	4
92	жизнь и	1	4
93	или как	2	4
94	могло быть	2	4
95	только в	5	4
96	между этими	1	4
97	характерно что	1	4
98	именно как	1	4
99	на этой	2	4
100	своей жизни	1	4
101	все это	1	4
102	кроме того	3	4
103	и для	1	4
104	том числе	1	4
105	отношения к	1	3
106	в движение	1	3
107	не имеют	1	3
108	в какой-то	1	3
109	а как	1	3
110	есть не	1	3
111	мы не	6	3
112	большую роль	1	3
113	по отношению	2	3
114	к концу	3	3
115	хотя и	1	3
116	нет здесь	1	3
117	в себе	3	3
118	и те	2	3
119	при этом	3	3
120	она становится	1	3
121	вообще не	3	3
122	одно и	1	3
123	его в	5	3
124	и других	3	3
125	здесь нет	2	3
126	между ними	1	3
127	в этих	2	3
128	эта черта	1	3
129	их в	3	3
130	этими двумя	1	3
131	друг друга	1	3
132	уже говорили	1	3
133	не могут	1	3
134	к тому	2	3
135	амуре и	1	3
136	все его	1	3
137	что и	4	3
138	в форме	2	3
139	один из	3	3
140	мы видим	5	3
141	одной из	1	3
142	поэтому и	1	3
143	и ее	3	3
144	с одной	7	3
145	в качестве	3	3
146	же в	1	3
147	и психее	1	3
148	был бы	1	3
149	одно из	1	3
150	в одном	3	3
151	до сих	4	3
152	связаны с	5	3
153	именно в	1	3
154	что не	2	3
155	с тем	4	3
156	быть только	2	3
157	а не	2	3
158	в одно	2	3
159	вместе с	8	3
160	сих пор	4	3
161	ряд в	1	3
162	например у	3	3
163	место для	1	3
164	или в	3	3
165	своей собственной	1	3
166	а в	3	3
167	не знает	1	3
168	сказать что	3	3
169	они не	3	3
170	к этому	3	3
171	в таком	1	3
172	во всяком	2	3
173	также и	1	2
174	обычно в	1	2
175	же как	3	2
176	тех же	1	2
177	здесь и	2	2
178	к другому	1	2
179	др в	1	2
180	вопрос о	3	2
181	эта форма	1	2
182	но она	1	2
183	они были	1	2
184	же что	1	2
185	на них	1	2
186	природы и	1	2
187	друг на	1	2
188	в истории	1	2
189	же и	1	2
190	стороны и	2	2
191	и нет	1	2
192	и к	1	2
193	от этого	3	2
194	в этот	1	2
195	в целом	1	2
196	как бы	4	2
197	жизни которые	1	2
198	как он	6	2
199	все другие	1	2
200	не как	1	2
201	характер в	1	2
202	уже не	7	2
203	этом мире	1	2
204	и по	4	2
205	но дело	1	2
206	что все	1	2
207	об этом	1	2
208	ясно что	1	2
209	было бы	2	2
210	нет в	3	2
211	попадает в	3	2
212	на друга	1	2
213	чем в	1	2
214	мир в	1	2
215	для него	1	2
216	в своей	3	2
217	начиная от	2	2
218	оказывается что	1	2
219	в которых	2	2
220	но он	2	2
221	никогда не	13	2
222	была сделана	1	2
223	это то	2	2
224	с большой	1	2
225	к ней	1	2
226	мире и	1	2
227	выход из	1	2
228	есть только	1	2
229	здесь совершенно	2	2
230	он имел	1	2
231	числе и	1	2
232	оно не	1	2
233	здесь еще	4	2
234	элементы в	1	2
235	как по	1	2
236	если они	3	2
237	те же	1	2
238	здесь как	1	2
239	отсюда и	1	2
240	ту же	2	2
241	с ним	8	2
242	а также	4	2
243	борьбе с	2	2
244	там где	5	2
245	того что	2	2
246	быть и	1	2
247	какой-то степени	1	2
248	есть в	1	2
249	уже в	1	2
250	если мы	1	2
251	его и	1	2
252	никто не	2	2
253	он весь	1	2
254	мы находим	2	2
255	отношение к	1	2
256	к ним	1	2
257	отличие от	1	2
258	тем что	5	2
259	и даже	1	2
260	даже не	1	2
261	с другой	10	2
262	я был	1	2
263	далеко не	3	2
264	еще и	1	2
265	соответствии с	1	2
266	в некоторых	2	2
267	одной стороны	7	2
268	он только	1	2
269	он становится	2	2
270	что мы	2	2
271	здесь только	1	2
272	нигде в	1	2
273	вступает в	1	2
