N	2gram	Losev_Dial_2	Myslijsy
1	потому что	14	52
2	и в	19	39
3	может быть	20	27
4	в том	14	26
5	только в	5	25
6	не может	9	22
7	что в	7	22
8	не только	19	21
9	так как	14	21
10	а не	16	21
11	в нем	10	20
12	но и	12	20
13	и не	30	18
14	том что	10	16
15	так что	7	16
16	в этом	8	15
17	не в	8	15
18	в себе	15	13
19	таким образом	4	13
20	так и	10	13
21	чувства и	1	13
22	было бы	3	12
23	в душе	7	11
24	есть только	4	11
25	точно так	1	11
26	мы не	1	10
27	как в	2	10
28	по себе	18	10
29	и что	5	10
30	а потому	2	10
31	то что	14	10
32	что не	6	10
33	не есть	47	10
34	и понимания	1	9
35	но в	2	9
36	как и	10	9
37	тогда когда	6	9
38	могут быть	4	9
39	тем что	2	9
40	но не	6	8
41	точки зрения	12	8
42	в одном	4	8
43	того что	6	8
44	вместе с	2	8
45	чувство и	1	8
46	по его	1	7
47	в ней	2	7
48	в истории	2	7
49	с этим	3	7
50	духа и	1	7
51	и воли	1	7
52	это не	10	7
53	в этих	3	7
54	в нас	1	7
55	должны быть	3	7
56	то и	1	7
57	с другой	5	7
58	должно быть	7	7
59	и т	17	6
60	то же	12	6
61	независимо от	4	6
62	все же	4	6
63	и как	10	6
64	при этом	4	6
65	и по	4	6
66	от нее	1	6
67	между собою	3	6
68	не менее	3	6
69	того как	2	6
70	тем не	2	6
71	что на	2	6
72	в каком	4	6
73	что и	5	6
74	еще не	4	6
75	по мере	1	6
76	как бы	14	6
77	то это	2	5
78	во всех	2	5
79	только тогда	7	5
80	то в	1	5
81	с тем	2	5
82	несмотря на	2	5
83	не имеет	1	5
84	и его	5	5
85	если же	1	5
86	между тем	2	5
87	в его	1	5
88	вовсе не	13	5
89	друг друга	1	5
90	души и	2	5
91	зависит от	2	5
92	так же	2	5
93	и потому	5	5
94	быть только	2	5
95	но это	7	5
96	из себя	1	5
97	а в	4	5
98	другой стороны	4	5
99	в таком	4	5
100	вопрос о	3	4
101	есть нечто	8	4
102	бы ни	2	4
103	а только	3	4
104	субъекта и	4	4
105	и объекта	4	4
106	все остальные	1	4
107	из этих	1	4
108	т д	15	4
109	в каждом	2	4
110	этом смысле	1	4
111	том смысле	4	4
112	т п	2	4
113	в то	6	4
114	не по	2	4
115	никогда не	9	4
116	же время	5	4
117	и притом	7	4
118	во всем	1	4
119	не могут	4	4
120	к тому	2	4
121	остается только	2	4
122	с нею	3	4
123	само по	2	4
124	не было	3	4
125	и даже	14	4
126	прежде всего	8	4
127	там где	1	4
128	что мы	2	4
129	тому как	1	4
130	слова и	1	4
131	в смысле	5	4
132	от того	4	4
133	мы видим	2	4
134	мысли о	1	4
135	в своих	2	4
136	того же	1	3
137	только потому	2	3
138	смотрит на	1	3
139	должна быть	5	3
140	что если	3	3
141	что можно	1	3
142	и то	7	3
143	вопрос об	4	3
144	явлений и	2	3
145	очевидно что	2	3
146	сама по	7	3
147	в своем	4	3
148	что по	2	3
149	в самом	5	3
150	что это	10	3
151	он не	4	3
152	подобно тому	1	3
153	то ни	1	3
154	что все	1	3
155	в мире	2	3
156	и с	5	3
157	заключается в	4	3
158	и тем	1	3
159	в жизни	2	3
160	в них	1	3
161	показывает что	1	3
162	в этой	3	3
163	во внимание	3	3
164	понятия и	1	3
165	и при	2	3
166	в своей	8	3
167	с точки	8	3
168	бытия и	1	3
169	друг другу	1	3
170	тому что	2	3
171	она не	8	3
172	и другое	1	3
173	самого начала	2	3
174	на него	2	3
175	этих последних	2	3
176	мере того	1	3
177	оно не	1	3
178	и это	5	3
179	но при	1	3
180	с самого	2	3
181	когда в	1	3
182	том как	2	3
183	из одного	1	3
184	и вообще	6	3
185	с ним	4	3
186	разница между	2	3
