N	4gram	Bakhtin_Pr_1	Formalny
1	в то же время	7	7
2	бы то ни было	2	4
3	не может быть понято	1	3
4	и во всяком случае	1	2
5	и в то же	3	2
6	является лишь одним из	2	1
7	дело в том что	1	1
8	какой бы то ни	1	1
9	в одной плоскости с	1	1
10	не потому что он	1	1
11	к одной очень важной	1	1
12	во всяком случае была	1	1
13	в лучшем случае они	1	1
14	с этой точки зрения	1	1
15	не в том что	1	1
16	не значит конечно что	2	1
17	может быть понято как	1	1
18	тоже не может быть	1	1
19	то же время не	2	1
20	это не значит конечно	2	1
21	именно потому что он	1	1
22	а вовсе не как	1	1
23	к которому как бы	1	1
24	в зависимости от характера	1	1
25	в том что это	1	1
26	в зависимости от того	1	1
27	бы оно ни было	1	1
28	и по отношению к	1	1
29	одной очень важной особенности	1	1
