N	3gram	Tiupa_Narr_1	Problemy
1	с точки зрения	2	8
2	до сих пор	1	7
3	к чужому слову	1	6
4	по отношению к	6	5
5	сам по себе	1	5
6	то же время	3	5
7	в то же	3	5
8	в отличие от	5	4
9	не может быть	5	4
10	друг с другом	1	4
11	в самом деле	1	4
12	в той или	2	3
13	более или менее	2	3
14	можно было бы	2	3
15	к тому же	4	3
16	как мы увидим	1	3
17	с другой стороны	4	3
18	той или иной	4	3
19	о себе самом	1	3
20	как и в	1	3
21	в этом смысле	1	2
22	том что он	1	2
23	может быть и	1	2
24	в том или	2	2
25	тем не менее	3	2
26	но все же	4	2
27	друг от друга	1	2
28	точки зрения и	1	1
29	не с точки	1	1
30	иметь в виду	1	1
31	прежде всего в	1	1
32	дело в том	1	1
33	как бы не	1	1
34	в этом последнем	1	1
35	в рамках этого	1	1
36	есть прежде всего	1	1
37	в том числе	6	1
38	то же самое	1	1
39	в том же	1	1
40	же как и	1	1
41	по крайней мере	1	1
42	точку зрения на	1	1
43	в таком случае	2	1
44	а не как	1	1
45	сами по себе	2	1
46	бы то ни	3	1
47	том числе и	4	1
48	или иной степени	1	1
49	том или ином	2	1
50	здесь не в	2	1
51	из уст в	1	1
52	и не в	4	1
53	то что было	1	1
54	но в таком	1	1
55	в значительной степени	2	1
56	не в его	1	1
57	формы сами по	1	1
58	но и внутренняя	1	1
59	нельзя сказать о	1	1
60	то ни было	3	1
61	не о том	1	1
62	с одной стороны	7	1
63	в связи с	2	1
64	отношению к нему	1	1
65	не входит в	1	1
66	в равной степени	1	1
67	так или иначе	2	1
68	в нем не	1	1
69	все же не	4	1
70	ни на что	1	1
71	то что он	1	1
72	или иной форме	1	1
73	чужой речи и	1	1
74	в произведении и	1	1
75	уст в уста	1	1
76	не мог бы	1	1
77	о том что	6	1
78	здесь не только	1	1
79	ни одного слова	1	1
80	так и в	1	1
81	его жизни и	1	1
82	не может не	2	1
83	само по себе	1	1
84	на самом деле	1	1
85	этой точки зрения	2	1
86	никогда не бывает	1	1
87	он не есть	1	1
88	можно сказать что	4	1
89	пользуются для передачи	1	1
90	как мы уже	1	1
91	во всех его	1	1
92	в том что	8	1
93	двух сознаний в	1	1
