N	3gram	Losev_Dial_2	Formalny
1	не может быть	3	10
2	в связи с	4	10
3	и т п	2	9
4	с точки зрения	8	7
5	в этом отношении	1	7
6	в самом деле	3	5
7	и в этом	1	5
8	то же время	4	5
9	в то же	3	5
10	во всяком случае	2	5
11	и т д	15	5
12	и пр и	1	4
13	вместе с тем	1	4
14	не могут быть	2	4
15	того или иного	1	4
16	на самом деле	1	3
17	бы она ни	1	3
18	и не может	1	3
19	и в то	1	3
20	в зависимости от	2	3
21	сам по себе	3	3
22	но и в	1	3
23	может быть и	3	3
24	не в том	1	3
25	в том смысле	4	3
26	с другой стороны	4	3
27	связи с этим	1	3
28	то ни стало	1	2
29	так как они	1	2
30	в этом смысле	1	2
31	в этом пункте	1	2
32	не было и	1	2
33	как это было	2	2
34	и то и	1	2
35	сами по себе	3	2
36	что в нем	2	2
37	то и другое	1	2
38	в конце концов	1	2
39	и в этой	1	2
40	т е как	1	2
41	по себе а	1	2
42	была бы совершенно	1	2
43	с самого начала	2	2
44	но все же	1	2
45	мы говорим о	1	2
46	и прежде всего	2	2
47	к тому что	1	2
48	том смысле что	3	2
49	в том что	6	2
50	можем судить о	1	1
51	что иное как	3	1
52	но как раз	1	1
53	иметь в виду	2	1
54	в виду что	2	1
55	более или менее	2	1
56	равно как и	1	1
57	не говоря уже	2	1
58	и до сих	1	1
59	в таком виде	1	1
60	но даже и	1	1
61	самом деле с	1	1
62	новые и новые	1	1
63	что он есть	1	1
64	во что бы	1	1
65	с одной стороны	1	1
66	до сих пор	2	1
67	говоря уже о	2	1
68	в таком случае	3	1
69	может быть даже	1	1
70	т е что	1	1
71	самого по себе	1	1
72	без нее не	1	1
73	по крайней мере	9	1
74	то или иное	4	1
75	же в таком	1	1
76	это может быть	1	1
77	что бы то	1	1
78	что не есть	1	1
79	т е в	3	1
80	все равно что	1	1
81	в данном случае	2	1
82	от смысла и	1	1
83	на эти вопросы	1	1
84	т е это	1	1
85	вовсе не обязательно	2	1
86	на задний план	1	1
87	же необходимо поставить	1	1
88	быть во что	1	1
89	но при этом	1	1
90	в том как	1	1
91	так или иначе	2	1
92	это и есть	1	1
93	все же не	1	1
94	самого начала что	1	1
95	при этом условии	2	1
96	все более и	1	1
97	выходя за пределы	2	1
98	бы то ни	1	1
99	в нем должна	1	1
100	именно в том	1	1
101	в широком смысле	2	1
102	то же и	1	1
103	только то что	4	1
104	во всех своих	1	1
105	есть не что	2	1
106	и пр в	1	1
107	той или другой	3	1
108	все новые и	1	1
109	же и в	1	1
110	таково же и	3	1
111	большей или меньшей	1	1
112	этих понятий и	1	1
113	потому она не	1	1
114	может быть конечно	1	1
115	но все эти	1	1
116	более и более	1	1
117	он не есть	1	1
118	не происходит в	1	1
119	но что же	1	1
120	не выходя за	2	1
121	в самостоятельный и	1	1
122	вопрос в том	1	1
123	не что иное	3	1
124	сама по себе	7	1
125	и ни на	1	1
126	тем не менее	2	1
127	то что они	1	1
128	она не может	1	1
129	что и в	1	1
