N	3gram	Potebnia_M_2	Hudozhes
1	в том что	7	11
2	о том что	1	7
3	подобно тому как	4	4
4	то же время	2	4
5	в то же	2	4
6	а между тем	4	3
7	не может быть	2	3
8	как и в	1	3
9	с одной стороны	3	3
10	для того чтобы	2	3
11	тем не менее	5	3
12	состоит в том	1	2
13	о том как	1	2
14	и в этом	1	2
15	только в том	1	2
16	до сих пор	4	2
17	и т п	3	2
18	тогда как в	2	2
19	но тем не	3	2
20	и т д	3	2
21	не в состоянии	4	1
22	то что я	1	1
23	что с ним	1	1
24	что если бы	2	1
25	в ней все	1	1
26	дело в том	1	1
27	это было бы	1	1
28	но и о	1	1
29	двух или нескольких	1	1
30	и то и	1	1
31	и в других	1	1
32	что человек есть	1	1
33	при этом что	1	1
34	в том случае	1	1
35	бы то ни	1	1
36	между тем как	2	1
37	что не только	1	1
38	отношения между ними	1	1
39	не было ничего	1	1
40	то и другое	4	1
41	в таком случае	2	1
42	только для того	1	1
43	не то что	1	1
44	том случае если	1	1
45	так а не	1	1
46	мы знаем что	1	1
47	для других в	1	1
48	он вовсе не	1	1
49	из виду что	1	1
50	в человеке и	1	1
51	мы тем не	1	1
52	между тем в	1	1
53	то время как	3	1
54	на деле не	1	1
55	все же не	1	1
56	и в жизни	2	1
57	с другой стороны	2	1
58	она могла бы	1	1
59	а в том	1	1
60	но с другой	1	1
61	как это часто	1	1
62	в то время	4	1
63	в этом случае	1	1
64	никаких следов прежнего	1	1
65	и в самом	1	1
66	с самого начала	2	1
67	того как он	1	1
68	но все же	1	1
69	в слове и	1	1
70	друг от друга	1	1
71	если бы не	1	1
72	после того как	2	1
73	в одном из	1	1
74	которому она могла	1	1
75	т с в	1	1
76	что и в	1	1
77	вслед за этим	1	1
78	обратим внимание на	1	1
79	с сопровождающим его	1	1
