N	2gram	Losev_Dial_4	Formalny
1	т е	46	34
2	и в	15	24
3	в его	4	23
4	прежде всего	11	22
5	и не	30	20
6	так и	5	18
7	и пр	9	17
8	точки зрения	14	16
9	не может	11	16
10	в этом	11	15
11	в нем	5	14
12	может быть	17	14
13	таким образом	5	13
14	с точки	9	13
15	и т	17	12
16	именно как	1	12
17	в своем	5	11
18	как и	7	11
19	в своей	3	11
20	в их	3	11
21	не менее	2	11
22	должно быть	2	11
23	в ней	5	10
24	то же	9	10
25	вовсе не	6	10
26	и ее	8	10
27	и его	7	10
28	и их	2	10
29	а не	18	10
30	в то	6	9
31	в процессе	1	9
32	и потому	3	9
33	все это	9	9
34	и на	5	8
35	как в	3	8
36	т д	15	8
37	и с	4	8
38	лишь в	2	8
39	не в	8	8
40	же время	6	8
41	в ее	2	8
42	именно в	5	8
43	то что	16	8
44	в свою	3	8
45	на самом	1	7
46	должна быть	7	7
47	с ее	10	7
48	не только	8	7
49	место в	1	7
50	не должна	1	7
51	жизни и	4	7
52	до конца	1	7
53	и от	1	7
54	но и	4	7
55	отношения к	3	6
56	еще не	4	6
57	отнюдь не	4	6
58	все эти	3	6
59	в этой	4	6
60	как бы	14	6
61	входит в	1	6
62	как таковой	5	6
63	она не	4	6
64	свою очередь	2	6
65	в пределах	1	6
66	и здесь	1	6
67	в том	11	6
68	было бы	9	6
69	как это	2	6
70	художественное произведение	2	6
71	и все	11	6
72	а в	1	6
73	бы ни	2	5
74	хотя бы	4	5
75	во всех	2	5
76	но в	3	5
77	в самом	2	5
78	при этом	2	5
79	по себе	13	5
80	и истории	3	5
81	не могло	1	5
82	у нас	3	5
83	должны быть	4	5
84	как мы	1	5
85	что бы	1	5
86	того что	13	5
87	со стороны	3	5
88	с другой	1	5
89	лишь как	4	5
90	с его	5	4
91	в истории	3	4
92	в которой	2	4
93	учение о	5	4
94	главным образом	2	4
95	не как	4	4
96	не из	1	4
97	с другими	1	4
98	и может	2	4
99	как о	2	4
100	как на	1	4
101	оно не	2	4
102	при таком	2	4
103	никогда не	2	4
104	если бы	6	4
105	для этого	2	4
106	познания и	2	4
107	с одной	1	4
108	конечно не	2	4
109	в связи	1	4
110	в частности	2	4
111	этой последней	1	4
112	стороны и	1	4
113	с этой	2	4
114	быть и	3	4
115	что в	7	4
116	так же	4	4
117	во всяком	2	4
118	это и	9	3
119	действительности и	1	3
120	мы не	9	3
