N	2gram	Voloshinov_1	Tragedij
1	и в	13	18
2	в этом	2	9
3	не только	6	8
4	может быть	8	7
5	как бы	6	7
6	и не	8	7
7	но в	4	6
8	и его	12	6
9	в образе	1	6
10	же время	1	6
11	что он	1	6
12	то же	4	5
13	все же	5	5
14	как и	3	5
15	несмотря на	2	5
16	в то	1	5
17	в дальнейшем	1	5
18	так и	3	5
19	не может	8	5
20	он всегда	1	4
21	еще не	1	4
22	в себе	3	4
23	в целом	2	4
24	в этой	1	4
25	в нем	2	4
26	об этом	1	4
27	том что	2	4
28	и что	1	4
29	но и	3	4
30	прежде всего	9	4
31	так же	2	4
32	но это	1	4
33	все это	4	4
34	что в	3	4
35	и все	3	4
36	то что	6	4
37	в мире	1	3
38	и он	1	3
39	своего рода	2	3
40	отнюдь не	1	3
41	как в	2	3
42	в своем	1	3
43	и как	1	3
44	все эти	2	3
45	при этом	2	3
46	должно быть	1	3
47	с ее	1	3
48	мог бы	2	3
49	к нему	1	3
50	в его	7	3
51	один из	1	3
52	уже в	2	3
53	для него	2	3
54	никто не	1	3
55	в конце	1	3
56	как это	1	3
57	вряд ли	3	2
58	и до	1	2
59	а как	2	2
60	никогда не	3	2
61	и то	3	2
62	столь же	1	2
63	с его	1	2
64	отношение к	1	2
65	отличие от	1	2
66	тут же	1	2
67	с г	2	2
68	в самом	2	2
69	и лучше	1	2
70	что она	1	2
71	ее жизни	1	2
72	его в	1	2
73	не мог	2	2
74	в отличие	1	2
75	вопрос о	1	2
76	не в	3	2
77	к обществу	1	2
78	одна из	1	2
79	не имеет	2	2
80	его за	1	2
81	он и	1	2
82	к тому	2	2
83	и это	1	2
84	но при	1	2
85	в ее	3	2
86	данном случае	2	2
87	еще в	2	2
88	и здесь	1	2
89	времени в	1	2
90	князь мышкин	1	2
91	в том	2	2
92	который в	1	2
93	и ее	2	2
94	на всем	1	2
95	в виде	1	2
96	в одном	3	2
97	тем что	2	2
98	как же	1	2
99	только к	1	2
100	до конца	1	2
101	в данном	2	2
102	потому что	1	2
103	только о	1	2
104	по поводу	1	2
105	ту же	1	1
106	одним из	1	1
107	например в	1	1
108	человека и	1	1
109	и др	2	1
110	самом деле	3	1
111	это и	1	1
112	и есть	1	1
113	на две	2	1
114	не думает	1	1
115	феномен который	1	1
116	xvii века	1	1
117	связаны между	1	1
118	довольно распространенного	1	1
119	исследования в	1	1
120	не вполне	1	1
121	на себя	1	1
122	литературы от	1	1
123	событий и	1	1
124	ему в	1	1
125	в виду	1	1
126	как свой	1	1
127	в ней	2	1
128	в чем	2	1
129	мысль что	1	1
130	но не	1	1
131	и достоевский	1	1
132	за пределы	3	1
133	сильнее и	1	1
134	к сожалению	2	1
135	чем же	2	1
136	в истории	1	1
137	материалом для	2	1
138	у в	1	1
139	и наконец	5	1
140	роль играет	1	1
141	в которой	3	1
142	же слова	1	1
143	жизнь как	1	1
144	если он	1	1
145	и если	1	1
146	что без	1	1
147	форму то	1	1
148	творца и	1	1
149	к одному	3	1
150	не как	3	1
151	на этом	1	1
152	таким образом	6	1
153	здесь мы	3	1
154	же не	1	1
155	в другом	2	1
156	конечно в	2	1
157	на все	1	1
158	не нашел	1	1
159	лишь в	4	1
160	заключается в	1	1
161	быть не	1	1
162	этом мы	1	1
163	в них	2	1
164	которой он	1	1
165	когда я	1	1
166	и вне	1	1
167	своей вечной	1	1
168	обратимся к	1	1
169	но если	1	1
170	и при	2	1
171	в своей	4	1
172	к истории	1	1
173	в такой	1	1
174	не столько	3	1
175	представление о	1	1
176	понятно что	3	1
177	и вот	1	1
178	и один	1	1
179	тем не	1	1
180	речи в	1	1
181	на всю	1	1
182	по себе	1	1
183	тому что	1	1
184	не менее	2	1
185	вплоть до	1	1
186	что эта	2	1
187	этого социального	2	1
188	самого начала	2	1
189	того как	1	1
190	и тонкие	1	1
191	не протекал	1	1
192	в самой	1	1
193	или как	1	1
194	детей и	1	1
195	по своей	1	1
196	связи с	1	1
197	в области	2	1
198	встречался с	1	1
199	могут быть	2	1
200	и т.д	5	1
201	к речи	1	1
202	что при	1	1
203	и о	1	1
204	того чтобы	1	1
205	как система	1	1
206	с самого	2	1
207	я ей	1	1
208	роль в	2	1
209	вспомнить о	1	1
210	можно было	1	1
211	в борьбе	1	1
212	отождествляется с	1	1
213	когда в	1	1
214	быть может	1	1
215	в эпоху	1	1
216	но может	1	1
217	похожим на	3	1
218	часто и	1	1
219	и должно	2	1
220	всем протяжении	1	1
221	но мы	4	1
222	и который	1	1
223	а также	2	1
224	мы понимаем	2	1
225	от него	1	1
226	между тем	2	1
227	нуждается в	2	1
228	отметить что	1	1
229	все время	1	1
230	хочу быть	3	1
231	мы видим	2	1
232	с ними	2	1
233	только в	6	1
234	во всем	2	1
235	с одной	2	1
236	только на	1	1
237	и чисто	1	1
238	в общем	2	1
239	одно из	1	1
240	и их	7	1
241	и должна	1	1
242	пустоту и	1	1
243	и вместе	1	1
244	ведь уже	1	1
245	в особенности	1	1
246	под заглавием	1	1
247	обратиться к	1	1
248	не было	1	1
249	а на	1	1
250	позиции в	1	1
251	а не	2	1
252	не смог	1	1
253	в связи	2	1
254	с помощью	2	1
255	я хочу	3	1
256	эти слова	1	1
257	вместе с	1	1
258	и особенно	1	1
259	ко всем	1	1
260	эта связь	1	1
261	не из	1	1
262	для понимания	1	1
263	этого слова	1	1
264	с этой	2	1
265	в условиях	1	1
266	в книге	2	1
267	целей а	1	1
268	не является	4	1
269	при таком	1	1
270	в двух	4	1
271	к счастью	1	1
272	бы в	2	1
273	случае и	2	1
274	но у	1	1
275	хотя бы	5	1
276	только что	1	1
277	сказал что	1	1
278	героя и	2	1
279	и эта	5	1
